Category,file_type,perc_number
MLOps/ AIOps,DOC,1.4694
MLOps/ AIOps,DOC,21.5476
MLOps/ AIOps,DOC,2.007
MLOps/ AIOps,DOC,1.6558
MLOps/ AIOps,DOC,2.5027
MLOps/ AIOps,DOC,2.9843
MLOps/ AIOps,DOC,1.1329
MLOps/ AIOps,DOC,2.5182
MLOps/ AIOps,DOC,5.5349
MLOps/ AIOps,DOC,3.5532
MLOps/ AIOps,DOC,1.7482
MLOps/ AIOps,DOC,2.4944
MLOps/ AIOps,DOC,2.7606
MLOps/ AIOps,DOC,4.8764
MLOps/ AIOps,DOC,2.2286
MLOps/ AIOps,DOC,0.3215
MLOps/ AIOps,DOC,4.1471
MLOps/ AIOps,DOC,2.2703
MLOps/ AIOps,DOC,4.1366
MLOps/ AIOps,DOC,1.6132
MLOps/ AIOps,DOC,2.2532
MLOps/ AIOps,DOC,2.6365
MLOps/ AIOps,DOC,1.6979
MLOps/ AIOps,DOC,2.5978
MLOps/ AIOps,DOC,2.72
MLOps/ AIOps,DOC,2.3092
MLOps/ AIOps,DOC,2.676
MLOps/ AIOps,DOC,9.6573
MLOps/ AIOps,DOC,4.2886
MLOps/ AIOps,DOC,3.0456
MLOps/ AIOps,DOC,2.4712
MLOps/ AIOps,Data/ DB,3.5075
MLOps/ AIOps,Data/ DB,2.9829
MLOps/ AIOps,Data/ DB,3.5053
MLOps/ AIOps,Data/ DB,1.2167
MLOps/ AIOps,Data/ DB,2.4924
MLOps/ AIOps,Data/ DB,2.2935
MLOps/ AIOps,Data/ DB,2.1567
MLOps/ AIOps,Data/ DB,2.9264
MLOps/ AIOps,Data/ DB,1.602
MLOps/ AIOps,Data/ DB,3.2889
MLOps/ AIOps,Data/ DB,2.4196
MLOps/ AIOps,Data/ DB,0.7464
MLOps/ AIOps,Data/ DB,3.889
MLOps/ AIOps,Data/ DB,0.5076
MLOps/ AIOps,Data/ DB,8.044
MLOps/ AIOps,Data/ DB,2.1116
MLOps/ AIOps,Data/ DB,1.4195
MLOps/ AIOps,Data/ DB,1.2451
MLOps/ AIOps,Data/ DB,1.9662
MLOps/ AIOps,Data/ DB,3.6033
MLOps/ AIOps,Data/ DB,4.1667
MLOps/ AIOps,Data/ DB,4.6064
MLOps/ AIOps,Data/ DB,4.0154
MLOps/ AIOps,Data/ DB,2.9412
MLOps/ AIOps,Data/ DB,2.9653
MLOps/ AIOps,Data/ DB,0.7636
MLOps/ AIOps,Data/ DB,1.6319
MLOps/ AIOps,Data/ DB,1.9439
MLOps/ AIOps,Data/ DB,1.7533
MLOps/ AIOps,Data/ DB,2.8342
MLOps/ AIOps,Data/ DB,7.5695
MLOps/ AIOps,Data/ DB,2.5825
MLOps/ AIOps,Data/ DB,1.4188
MLOps/ AIOps,Data/ DB,1.8503
MLOps/ AIOps,Data/ DB,5.6013
MLOps/ AIOps,Data/ DB,1.3329
MLOps/ AIOps,Data/ DB,2.2639
MLOps/ AIOps,Data/ DB,2.1448
MLOps/ AIOps,Data/ DB,3.3711
MLOps/ AIOps,Data/ DB,1.9409
MLOps/ AIOps,Data/ DB,3.3398
MLOps/ AIOps,Data/ DB,3.095
MLOps/ AIOps,Data/ DB,2.916
MLOps/ AIOps,Data/ DB,3.0329
MLOps/ AIOps,Data/ DB,2.9118
MLOps/ AIOps,Data/ DB,0.1781
MLOps/ AIOps,Data/ DB,2.6524
MLOps/ AIOps,Data/ DB,0.2431
MLOps/ AIOps,Data/ DB,8.1813
MLOps/ AIOps,Data/ DB,2.1263
MLOps/ AIOps,Data/ DB,4.3599
MLOps/ AIOps,Data/ DB,2.7612
MLOps/ AIOps,Data/ DB,0.955
MLOps/ AIOps,Data/ DB,2.9415
MLOps/ AIOps,Data/ DB,2.2619
MLOps/ AIOps,Data/ DB,2.625
MLOps/ AIOps,Data/ DB,2.2011
MLOps/ AIOps,Data/ DB,2.9552
MLOps/ AIOps,Data/ DB,3.4935
MLOps/ AIOps,Data/ DB,3.3241
MLOps/ AIOps,Data/ DB,3.214
MLOps/ AIOps,Data/ DB,1.0289
MLOps/ AIOps,Data/ DB,3.7345
MLOps/ AIOps,Data/ DB,1.5546
MLOps/ AIOps,Data/ DB,4.3858
MLOps/ AIOps,Data/ DB,0.8253
MLOps/ AIOps,Data/ DB,3.0162
MLOps/ AIOps,Data/ DB,2.4489
MLOps/ AIOps,Data/ DB,3.4541
MLOps/ AIOps,Data/ DB,4.4142
MLOps/ AIOps,Data/ DB,1.8361
MLOps/ AIOps,Data/ DB,2.057
MLOps/ AIOps,Data/ DB,2.2512
MLOps/ AIOps,Data/ DB,1.7871
MLOps/ AIOps,Data/ DB,1.3188
MLOps/ AIOps,Data/ DB,3.5017
MLOps/ AIOps,Data/ DB,1.5512
MLOps/ AIOps,Data/ DB,5.526
MLOps/ AIOps,Data/ DB,1.9471
MLOps/ AIOps,Data/ DB,0.5603
MLOps/ AIOps,Data/ DB,0.4205
MLOps/ AIOps,Data/ DB,5.7495
MLOps/ AIOps,Data/ DB,1.5023
MLOps/ AIOps,BUILD,6.9673
MLOps/ AIOps,BUILD,0.5858
MLOps/ AIOps,BUILD,0.321
DL Framwork,Python,21.3231
DL Framwork,Python,36.3928
DL Framwork,Python,24.8706
DL Framwork,Python,30.6305
DL Framwork,Python,26.56
DL Framwork,Python,14.1214
DL Framwork,Python,5.0721
DL Framwork,Python,28.9773
DL Framwork,Python,33.648
DL Framwork,Python,17.8667
DL Framwork,Python,36.5059
DL Framwork,Python,22.9487
DL Framwork,Python,14.7564
DL Framwork,Python,0.1166
DL Framwork,Python,5.2837
DL Framwork,Python,12.26
DL Framwork,Python,7.1128
DL Framwork,Python,9.4415
DL Framwork,Python,23.4015
DL Framwork,Python,23.0311
DL Framwork,Python,25.8348
DL Framwork,Python,23.015
DL Framwork,Python,6.4204
DL Framwork,Python,7.015
DL Framwork,Python,18.8856
DL Framwork,Python,16.8437
DL Framwork,Python,28.755
DL Framwork,Python,16.4546
DL Framwork,Python,15.015
DL Framwork,Python,21.1734
DL Framwork,Python,28.6903
DL Framwork,Python,19.0994
DL Framwork,Python,20.9858
DL Framwork,Python,20.4533
DL Framwork,Python,20.029
DL Framwork,Python,12.8513
DL Framwork,Python,21.9237
DL Framwork,Python,6.6171
DL Framwork,Python,4.5619
DL Framwork,Python,2.6302
DL Framwork,Python,27.4265
DL Framwork,Python,21.1558
DL Framwork,Python,31.224
DL Framwork,Python,0.1349
DL Framwork,Python,25.14
DL Framwork,Python,4.4848
DL Framwork,Python,20.2674
DL Framwork,Python,0.2075
DL Framwork,Python,31.5594
DL Framwork,Python,16.7178
DL Framwork,Python,24.0311
DL Framwork,Python,28.0081
DL Framwork,Python,31.303
DL Framwork,Python,22.6617
DL Framwork,Python,27.6845
DL Framwork,Python,28.513
DL Framwork,Python,8.7019
DL Framwork,Python,21.3334
DL Framwork,Python,20.8284
DL Framwork,C/C++,16.2449
DL Framwork,C/C++,7.2672
DL Framwork,C/C++,14.4902
DL Framwork,C/C++,11.5364
DL Framwork,C/C++,12.6605
DL Framwork,C/C++,13.3149
DL Framwork,C/C++,18.9578
DL Framwork,C/C++,14.8904
DL Framwork,C/C++,10.1169
DL Framwork,C/C++,18.5548
DL Framwork,C/C++,7.3364
DL Framwork,C/C++,23.2832
DL Framwork,C/C++,13.6164
DL Framwork,C/C++,56.7383
DL Framwork,C/C++,29.0372
DL Framwork,C/C++,10.9431
DL Framwork,C/C++,0.2907
DL Framwork,C/C++,29.4799
DL Framwork,C/C++,6.5303
DL Framwork,C/C++,17.3655
DL Framwork,C/C++,15.4283
DL Framwork,C/C++,14.7816
DL Framwork,C/C++,11.5612
DL Framwork,C/C++,28.5508
DL Framwork,C/C++,11.7678
DL Framwork,C/C++,3.1112
DL Framwork,C/C++,17.2981
DL Framwork,C/C++,7.2136
DL Framwork,C/C++,21.8913
DL Framwork,C/C++,33.0519
DL Framwork,C/C++,15.1529
DL Framwork,C/C++,7.7598
DL Framwork,C/C++,24.7912
DL Framwork,C/C++,17.0735
DL Framwork,C/C++,16.1351
DL Framwork,C/C++,17.9129
DL Framwork,C/C++,8.8576
DL Framwork,C/C++,17.4993
DL Framwork,C/C++,14.2308
DL Framwork,C/C++,1.391
DL Framwork,C/C++,13.5555
DL Framwork,C/C++,33.0415
DL Framwork,C/C++,10.405
DL Framwork,C/C++,0.1349
DL Framwork,C/C++,17.8887
DL Framwork,C/C++,20.1898
DL Framwork,C/C++,12.1217
DL Framwork,C/C++,8.1912
DL Framwork,C/C++,23.3877
DL Framwork,C/C++,17.4034
DL Framwork,C/C++,18.8463
DL Framwork,C/C++,1.7031
DL Framwork,C/C++,13.4851
DL Framwork,C/C++,23.917
DL Framwork,C/C++,20.9463
DL Framwork,C/C++,35.7637
DL Framwork,C/C++,22.6812
DL Framwork,C/C++,14.8163
DL Framwork,PEP,23.4318
DL Framwork,PEP,2.5221
DL Framwork,PEP,17.6689
DL Framwork,PEP,24.3472
DL Framwork,PEP,0.5468
DL Framwork,PEP,0.2758
DL Framwork,PEP,1.2038
DL Framwork,PEP,20.0481
DL Framwork,PEP,29.3116
DL Framwork,PEP,14.6489
DL Framwork,PEP,34.6278
DL Framwork,PEP,23.0296
DL Framwork,PEP,13.6909
DL Framwork,PEP,3.5528
DL Framwork,PEP,9.6929
DL Framwork,PEP,0.0411
DL Framwork,PEP,8.2283
DL Framwork,PEP,29.3653
DL Framwork,PEP,13.9719
DL Framwork,PEP,21.5128
DL Framwork,PEP,20.2593
DL Framwork,PEP,4.0016
DL Framwork,PEP,6.0309
DL Framwork,PEP,12.8258
DL Framwork,PEP,15.8416
DL Framwork,PEP,26.2356
DL Framwork,PEP,24.463
DL Framwork,PEP,12.1828
DL Framwork,PEP,1.6415
DL Framwork,PEP,19.5903
DL Framwork,PEP,14.6457
DL Framwork,PEP,19.4985
DL Framwork,PEP,17.3141
DL Framwork,PEP,20.1637
DL Framwork,PEP,11.9085
DL Framwork,PEP,17.4508
DL Framwork,PEP,0.0972
DL Framwork,PEP,19.2838
DL Framwork,PEP,1.6401
DL Framwork,PEP,21.8322
DL Framwork,PEP,25.5182
DL Framwork,PEP,3.4126
DL Framwork,PEP,22.1676
DL Framwork,PEP,27.5813
DL Framwork,PEP,12.9737
DL Framwork,PEP,15.4809
DL Framwork,PEP,1.1911
DL Framwork,PEP,22.1702
DL Framwork,PEP,18.2738
DL Framwork,PEP,24.7879
DL Framwork,PEP,26.5407
DL Framwork,PEP,6.1393
DL Framwork,PEP,20.0237
DL Framwork,PEP,17.8707
DL Framwork,.ri,12.5676
DL Framwork,.pass.1,8.3075
DL Framwork,Perl,1.3659
DL Framwork,Perl,9.232
DL Framwork,Perl,3.7302
DL Framwork,Perl,2.5115
DL Framwork,Perl,4.8436
DL Framwork,Perl,10.0942
DL Framwork,Perl,3.608
DL Framwork,Perl,1.3091
DL Framwork,Perl,3.8634
DL Framwork,Perl,1.9478
DL Framwork,Perl,3.3591
DL Framwork,Perl,6.778
DL Framwork,Perl,4.5727
DL Framwork,Perl,7.2413
DL Framwork,Perl,2.746
DL Framwork,Perl,2.0808
DL Framwork,Perl,6.0416
DL Framwork,Perl,2.2034
DL Framwork,Perl,4.8096
DL Framwork,Perl,1.7414
DL Framwork,Perl,3.4036
DL Framwork,Perl,2.4459
DL Framwork,Perl,4.3523
DL Framwork,Perl,2.1869
DL Framwork,Perl,5.5908
DL Framwork,Perl,3.0286
DL Framwork,Perl,1.5632
DL Framwork,Perl,1.2442
DL Framwork,Perl,4.1442
DL Framwork,Perl,3.9354
DL Framwork,Perl,1.3336
DL Framwork,Perl,3.052
DL Framwork,Perl,3.0342
DL Framwork,Perl,1.3485
DL Framwork,Perl,4.7773
DL Framwork,Perl,11.6964
DL Framwork,Perl,9.2567
DL Framwork,Perl,3.0624
DL Framwork,Perl,3.762
DL Framwork,Perl,1.8695
DL Framwork,Perl,3.2758
DL Framwork,Perl,3.9321
DL Framwork,Perl,3.4746
DL Framwork,Perl,15.3587
DL Framwork,Perl,1.986
DL Framwork,Perl,4.5161
DL Framwork,Perl,2.5365
DL Framwork,Perl,20.1585
DL Framwork,Perl,2.3473
DL Framwork,Perl,5.5125
DL Framwork,Perl,3.1332
DL Framwork,Perl,2.4976
DL Framwork,Perl,5.4366
DL Framwork,Perl,2.5557
DL Framwork,Perl,3.432
DL Framwork,Perl,2.5269
DL Framwork,Perl,3.68
DL Framwork,Perl,1.8749
DL Framwork,Perl,6.5033
DL Framwork,Goland,12.4512
DL Framwork,Goland,0.3557
DL Framwork,Goland,8.3993
DL Framwork,Goland,0.0779
DL Framwork,Goland,0.164
DL Framwork,ELF/COFF,4.7874
DL Framwork,ELF/COFF,5.5984
DL Framwork,ELF/COFF,3.4318
DL Framwork,ELF/COFF,2.4579
DL Framwork,ELF/COFF,5.9278
DL Framwork,ELF/COFF,4.8806
DL Framwork,ELF/COFF,5.4884
DL Framwork,ELF/COFF,3.2257
DL Framwork,ELF/COFF,2.2273
DL Framwork,ELF/COFF,3.0979
DL Framwork,ELF/COFF,1.5983
DL Framwork,ELF/COFF,3.559
DL Framwork,ELF/COFF,3.6455
DL Framwork,ELF/COFF,3.8776
DL Framwork,ELF/COFF,4.6056
DL Framwork,ELF/COFF,2.5869
DL Framwork,ELF/COFF,11.05
DL Framwork,ELF/COFF,4.0176
DL Framwork,ELF/COFF,3.5496
DL Framwork,ELF/COFF,2.301
DL Framwork,ELF/COFF,3.4207
DL Framwork,ELF/COFF,1.6309
DL Framwork,ELF/COFF,5.738
DL Framwork,ELF/COFF,2.8208
DL Framwork,ELF/COFF,6.9738
DL Framwork,ELF/COFF,3.0492
DL Framwork,ELF/COFF,2.2103
DL Framwork,ELF/COFF,2.9352
DL Framwork,ELF/COFF,2.7241
DL Framwork,ELF/COFF,4.4108
DL Framwork,ELF/COFF,3.2859
DL Framwork,ELF/COFF,3.1418
DL Framwork,ELF/COFF,2.2493
DL Framwork,ELF/COFF,4.6272
DL Framwork,ELF/COFF,4.21
DL Framwork,ELF/COFF,5.4033
DL Framwork,ELF/COFF,3.879
DL Framwork,ELF/COFF,5.2686
DL Framwork,ELF/COFF,8.6375
DL Framwork,ELF/COFF,5.8517
DL Framwork,ELF/COFF,3.2498
DL Framwork,ELF/COFF,4.4263
DL Framwork,ELF/COFF,2.6198
DL Framwork,ELF/COFF,15.0888
DL Framwork,ELF/COFF,2.2949
DL Framwork,ELF/COFF,4.2908
DL Framwork,ELF/COFF,2.4933
DL Framwork,ELF/COFF,14.6213
DL Framwork,ELF/COFF,2.352
DL Framwork,ELF/COFF,4.3524
DL Framwork,ELF/COFF,3.0812
DL Framwork,ELF/COFF,2.6302
DL Framwork,ELF/COFF,4.678
DL Framwork,ELF/COFF,2.9987
DL Framwork,ELF/COFF,1.9845
DL Framwork,ELF/COFF,2.4402
DL Framwork,ELF/COFF,4.5275
DL Framwork,ELF/COFF,2.7586
DL Framwork,ELF/COFF,3.8715
DL Framwork,Ruby,0.8262
DL Framwork,Ruby,12.449
DL Framwork,Ruby,0.8617
DL Framwork,Ruby,1.7802
DL Framwork,.htf,3.4214
DL Framwork,.htf,3.191
DL Framwork,image,1.0613
DL Framwork,image,0.7179
DL Framwork,image,0.7234
DL Framwork,image,0.5087
DL Framwork,image,1.6568
DL Framwork,image,0.359
DL Framwork,image,7.5162
DL Framwork,image,0.4056
DL Framwork,image,0.4478
DL Framwork,image,0.25
DL Framwork,image,0.3116
DL Framwork,image,0.456
DL Framwork,image,0.4945
DL Framwork,image,0.2624
DL Framwork,image,8.6938
DL Framwork,image,0.3237
DL Framwork,image,26.4196
DL Framwork,image,13.5089
DL Framwork,image,0.409
DL Framwork,image,1.7023
DL Framwork,image,6.0378
DL Framwork,image,0.4969
DL Framwork,image,23.3499
DL Framwork,image,0.3371
DL Framwork,image,0.5436
DL Framwork,image,0.3224
DL Framwork,image,0.4241
DL Framwork,image,0.9476
DL Framwork,image,12.3603
DL Framwork,image,0.6971
DL Framwork,image,0.4132
DL Framwork,image,0.4227
DL Framwork,image,0.3329
DL Framwork,image,0.6835
DL Framwork,image,0.9249
DL Framwork,image,0.0825
DL Framwork,image,0.2181
DL Framwork,image,10.2926
DL Framwork,image,14.1028
DL Framwork,image,4.032
DL Framwork,image,0.4038
DL Framwork,image,0.6965
DL Framwork,image,0.2738
DL Framwork,image,0.1799
DL Framwork,image,0.0404
DL Framwork,image,27.9871
DL Framwork,image,0.6757
DL Framwork,image,1.4999
DL Framwork,image,0.2655
DL Framwork,image,0.2396
DL Framwork,image,0.4424
DL Framwork,image,0.7925
DL Framwork,image,0.476
DL Framwork,image,0.4673
DL Framwork,image,0.2478
DL Framwork,image,0.0797
DL Framwork,image,0.6176
DL Framwork,image,10.1039
DL Framwork,image,0.4733
DL Framwork,Data/ DB,1.7858
DL Framwork,Data/ DB,3.3124
DL Framwork,Data/ DB,2.6688
DL Framwork,Data/ DB,1.475
DL Framwork,Data/ DB,3.3793
DL Framwork,Data/ DB,3.3977
DL Framwork,Data/ DB,4.2169
DL Framwork,Data/ DB,1.263
DL Framwork,Data/ DB,1.4267
DL Framwork,Data/ DB,2.4263
DL Framwork,Data/ DB,2.4443
DL Framwork,Data/ DB,1.2547
DL Framwork,Data/ DB,2.0382
DL Framwork,Data/ DB,0.5685
DL Framwork,Data/ DB,2.5656
DL Framwork,Data/ DB,1.9263
DL Framwork,Data/ DB,4.0825
DL Framwork,Data/ DB,3.0443
DL Framwork,Data/ DB,3.1688
DL Framwork,Data/ DB,2.3064
DL Framwork,Data/ DB,1.8849
DL Framwork,Data/ DB,1.5573
DL Framwork,Data/ DB,3.6471
DL Framwork,Data/ DB,2.8365
DL Framwork,Data/ DB,4.1491
DL Framwork,Data/ DB,4.6405
DL Framwork,Data/ DB,1.0311
DL Framwork,Data/ DB,3.68
DL Framwork,Data/ DB,1.6035
DL Framwork,Data/ DB,2.3386
DL Framwork,Data/ DB,1.2768
DL Framwork,Data/ DB,3.3871
DL Framwork,Data/ DB,1.3697
DL Framwork,Data/ DB,2.424
DL Framwork,Data/ DB,2.2591
DL Framwork,Data/ DB,1.0665
DL Framwork,Data/ DB,1.0301
DL Framwork,Data/ DB,6.9119
DL Framwork,Data/ DB,9.1281
DL Framwork,Data/ DB,3.3235
DL Framwork,Data/ DB,1.2323
DL Framwork,Data/ DB,2.3367
DL Framwork,Data/ DB,2.5469
DL Framwork,Data/ DB,1.1019
DL Framwork,Data/ DB,0.9699
DL Framwork,Data/ DB,2.8369
DL Framwork,Data/ DB,2.496
DL Framwork,Data/ DB,3.8581
DL Framwork,Data/ DB,2.5445
DL Framwork,Data/ DB,2.5598
DL Framwork,Data/ DB,1.4648
DL Framwork,Data/ DB,1.6327
DL Framwork,Data/ DB,1.9932
DL Framwork,Data/ DB,1.484
DL Framwork,Data/ DB,2.0447
DL Framwork,Data/ DB,0.5927
DL Framwork,Data/ DB,2.7944
DL Framwork,Data/ DB,1.2484
DL Framwork,Data/ DB,1.6082
DL Framwork,DOC,1.3127
DL Framwork,DOC,2.1443
DL Framwork,DOC,1.8132
DL Framwork,DOC,1.6488
DL Framwork,DOC,4.1865
DL Framwork,DOC,3.1896
DL Framwork,DOC,2.0642
DL Framwork,DOC,1.0842
DL Framwork,DOC,2.1517
DL Framwork,DOC,2.0257
DL Framwork,DOC,1.5045
DL Framwork,DOC,2.3124
DL Framwork,DOC,1.7164
DL Framwork,DOC,2.5838
DL Framwork,DOC,2.1546
DL Framwork,DOC,3.6797
DL Framwork,DOC,2.6701
DL Framwork,DOC,2.2681
DL Framwork,DOC,2.2967
DL Framwork,DOC,2.2616
DL Framwork,DOC,2.5214
DL Framwork,DOC,3.7854
DL Framwork,DOC,2.978
DL Framwork,DOC,0.5897
DL Framwork,DOC,3.0725
DL Framwork,DOC,0.8735
DL Framwork,DOC,1.05
DL Framwork,DOC,1.18
DL Framwork,DOC,2.4009
DL Framwork,DOC,1.3004
DL Framwork,DOC,1.0829
DL Framwork,DOC,2.753
DL Framwork,DOC,2.0096
DL Framwork,DOC,2.2964
DL Framwork,DOC,2.4638
DL Framwork,DOC,3.4942
DL Framwork,DOC,2.603
DL Framwork,DOC,1.8691
DL Framwork,DOC,2.4126
DL Framwork,DOC,2.9177
DL Framwork,DOC,1.2843
DL Framwork,DOC,1.2993
DL Framwork,DOC,1.442
DL Framwork,DOC,7.016
DL Framwork,DOC,1.6569
DL Framwork,DOC,2.9975
DL Framwork,DOC,2.1447
DL Framwork,DOC,5.5089
DL Framwork,DOC,1.4667
DL Framwork,DOC,3.2784
DL Framwork,DOC,1.771
DL Framwork,DOC,4.6272
DL Framwork,DOC,2.5807
DL Framwork,DOC,1.662
DL Framwork,DOC,1.895
DL Framwork,DOC,1.4662
DL Framwork,DOC,3.0841
DL Framwork,DOC,1.8055
DL Framwork,DOC,2.5286
DL Framwork,.rg,2.1545
DL Framwork,Rust,0.0991
DL Framwork,Rust,0.2078
DL Framwork,Rust,0.0378
DL Framwork,Rust,0.069
DL Framwork,Rust,0.0868
DL Framwork,Rust,6.5664
DL Framwork,Rust,2.6193
DL Framwork,Rust,0.0308
DL Framwork,Rust,0.0795
DL Framwork,Rust,1.2219
DL Framwork,Rust,0.0955
DL Framwork,Rust,6.2418
DL Framwork,Rust,6.1224
DL Framwork,Rust,1.7379
DL Framwork,Rust,9.6914
DL Framwork,Rust,1.4381
DL Framwork,Rust,0.0752
DL Framwork,Rust,2.4681
DL Framwork,Rust,0.0428
DL Framwork,Rust,2.597
DL Framwork,Rust,1.5178
DL Framwork,Rust,0.2017
DL Framwork,Rust,0.0812
DL Framwork,Rust,2.256
DL Framwork,Rust,2.4921
DL Framwork,Rust,0.0313
DL Framwork,Rust,3.6806
DL Framwork,Rust,2.9731
DL Framwork,Rust,0.9796
DL Framwork,Rust,0.1865
DL Framwork,Rust,8.0196
DL Framwork,Rust,0.0742
DL Framwork,Rust,6.2282
DL Framwork,Rust,4.4238
DL Framwork,Rust,0.0312
DL Framwork,Rust,2.49
DL Framwork,Rust,1.9319
DL Framwork,Rust,0.0346
DL Framwork,Rust,2.8411
DL Framwork,Rust,1.7241
DL Framwork,Rust,1.319
DL Framwork,Rust,3.6714
DL Framwork,Rust,2.7184
DL Framwork,Rust,1.3513
DL Framwork,Rust,1.7938
DL Framwork,Rust,0.0688
DL Framwork,Rust,2.4684
DL Framwork,Rust,1.3564
DL Framwork,Rust,4.4824
Toolkit,.csl,39.4564
Toolkit,Python,30.6651
Toolkit,Python,26.9755
Toolkit,Python,13.3837
Toolkit,Python,30.0799
Toolkit,Python,32.7534
Toolkit,Python,4.4355
Toolkit,Python,15.8286
Toolkit,Python,9.2851
Toolkit,Python,25.0039
Toolkit,Python,23.2999
Toolkit,Python,18.107
Toolkit,Python,28.0194
Toolkit,Python,1.7701
Toolkit,Python,18.7028
Toolkit,Python,30.4917
Toolkit,Python,5.6714
Toolkit,Python,14.4819
Toolkit,Python,20.4156
Toolkit,Python,4.4124
Toolkit,Python,13.5041
Toolkit,Python,2.0646
Toolkit,Python,31.3333
Toolkit,Python,21.4535
Toolkit,Python,15.0063
Toolkit,Python,4.5483
Toolkit,Python,10.0484
Toolkit,Python,30.9416
Toolkit,Python,18.7984
Toolkit,Python,26.0139
Toolkit,Python,3.5625
Toolkit,Python,19.8683
Toolkit,Python,11.7153
Toolkit,Python,20.3013
Toolkit,Python,18.4339
Toolkit,Python,21.1572
Toolkit,Python,6.4527
Toolkit,Python,0.0595
Toolkit,Python,15.7221
Toolkit,Python,5.5658
Toolkit,Python,36.2174
Toolkit,Python,22.5547
Toolkit,Python,21.3231
Toolkit,Python,21.3226
Toolkit,Python,7.637
Toolkit,Python,28.752
Toolkit,Python,6.6612
Toolkit,Python,7.7722
Toolkit,Python,2.5277
Toolkit,Python,32.5051
Toolkit,Python,0.0817
Toolkit,Python,25.097
Toolkit,Python,0.0422
Toolkit,Python,23.6514
Toolkit,Python,7.1185
Toolkit,Python,25.7042
Toolkit,Python,21.1241
Toolkit,Python,33.9976
Toolkit,Python,13.5084
Toolkit,Python,0.176
Toolkit,C/C++,3.2806
Toolkit,C/C++,12.3953
Toolkit,C/C++,4.1372
Toolkit,C/C++,14.7604
Toolkit,C/C++,11.3017
Toolkit,C/C++,41.7429
Toolkit,C/C++,13.7759
Toolkit,C/C++,11.7034
Toolkit,C/C++,22.4346
Toolkit,C/C++,18.1232
Toolkit,C/C++,23.3901
Toolkit,C/C++,15.3677
Toolkit,C/C++,36.8443
Toolkit,C/C++,11.1841
Toolkit,C/C++,12.5388
Toolkit,C/C++,2.5109
Toolkit,C/C++,9.1141
Toolkit,C/C++,16.7448
Toolkit,C/C++,10.3782
Toolkit,C/C++,4.9417
Toolkit,C/C++,42.535
Toolkit,C/C++,30.4158
Toolkit,C/C++,7.709
Toolkit,C/C++,13.5403
Toolkit,C/C++,29.9695
Toolkit,C/C++,17.0184
Toolkit,C/C++,18.0045
Toolkit,C/C++,24.6734
Toolkit,C/C++,13.3746
Toolkit,C/C++,40.8879
Toolkit,C/C++,21.1195
Toolkit,C/C++,28.7678
Toolkit,C/C++,21.4255
Toolkit,C/C++,9.4207
Toolkit,C/C++,3.5332
Toolkit,C/C++,15.1469
Toolkit,C/C++,9.9322
Toolkit,C/C++,26.3672
Toolkit,C/C++,6.0812
Toolkit,C/C++,5.8461
Toolkit,C/C++,12.6052
Toolkit,C/C++,16.2449
Toolkit,C/C++,8.1294
Toolkit,C/C++,10.3229
Toolkit,C/C++,10.0084
Toolkit,C/C++,10.3074
Toolkit,C/C++,19.3887
Toolkit,C/C++,31.8507
Toolkit,C/C++,8.696
Toolkit,C/C++,0.3046
Toolkit,C/C++,17.8714
Toolkit,C/C++,35.3808
Toolkit,C/C++,10.2842
Toolkit,C/C++,14.3433
Toolkit,C/C++,9.0489
Toolkit,C/C++,24.0361
Toolkit,C/C++,3.6607
Toolkit,PEP,7.2606
Toolkit,PEP,19.8673
Toolkit,PEP,9.5736
Toolkit,PEP,28.6713
Toolkit,PEP,29.6224
Toolkit,PEP,11.6349
Toolkit,PEP,0.2289
Toolkit,PEP,15.8796
Toolkit,PEP,19.8277
Toolkit,PEP,15.5543
Toolkit,PEP,0.0643
Toolkit,PEP,0.9897
Toolkit,PEP,13.1446
Toolkit,PEP,9.0912
Toolkit,PEP,9.9717
Toolkit,PEP,15.528
Toolkit,PEP,17.791
Toolkit,PEP,4.6432
Toolkit,PEP,13.7788
Toolkit,PEP,1.7448
Toolkit,PEP,1.4961
Toolkit,PEP,18.404
Toolkit,PEP,13.9501
Toolkit,PEP,25.8174
Toolkit,PEP,3.7743
Toolkit,PEP,14.8252
Toolkit,PEP,20.8856
Toolkit,PEP,1.9433
Toolkit,PEP,17.7207
Toolkit,PEP,10.24
Toolkit,PEP,14.0151
Toolkit,PEP,16.7703
Toolkit,PEP,19.4379
Toolkit,PEP,3.4738
Toolkit,PEP,18.6319
Toolkit,PEP,2.4959
Toolkit,PEP,33.2575
Toolkit,PEP,22.587
Toolkit,PEP,23.4318
Toolkit,PEP,21.7844
Toolkit,PEP,5.0835
Toolkit,PEP,25.3529
Toolkit,PEP,14.1011
Toolkit,PEP,19.5617
Toolkit,PEP,2.3034
Toolkit,PEP,28.0599
Toolkit,PEP,19.5498
Toolkit,PEP,6.0581
Toolkit,PEP,0.0793
Toolkit,PEP,16.5504
Toolkit,PEP,23.937
Toolkit,PEP,2.7757
Toolkit,.pass.1,8.5393
Toolkit,.nii.1,8.1753
Toolkit,Julia,4.8161
Toolkit,Julia,10.8679
Toolkit,.htf,6.8371
Toolkit,Ruby,12.8532
Toolkit,Ruby,0.2506
Toolkit,Ruby,1.7185
Toolkit,ELF/COFF,7.7575
Toolkit,ELF/COFF,3.8555
Toolkit,ELF/COFF,2.1979
