Image,RepoTag,schemaVersion,mediaType,config_mediaType,config_size,config_digest,layers_mediaType,layers_size,layers_digest
gnina/gnina,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,12266,sha256:390a91ab34f59d8e6f263290df9219be54bdcea2a0e3457c571ac6e140e76f15,application/vnd.docker.image.rootfs.diff.tar.gzip,26708056,sha256:f22ccc0b8772d8e1bcb40f137b373686bc27427a70c0e41dd22b38016e09e7e0
gnina/gnina,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,12266,sha256:390a91ab34f59d8e6f263290df9219be54bdcea2a0e3457c571ac6e140e76f15,application/vnd.docker.image.rootfs.diff.tar.gzip,850,sha256:3cf8fb62ba5ffb221a2edb2208741346eb4d2d99a174138e4afbb69ce1fd9966
gnina/gnina,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,12266,sha256:390a91ab34f59d8e6f263290df9219be54bdcea2a0e3457c571ac6e140e76f15,application/vnd.docker.image.rootfs.diff.tar.gzip,162,sha256:e80c964ece6a3edf0db1cfc72ae0e6f0699fb776bbfcc92b708fbb945b0b9547
gnina/gnina,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,12266,sha256:390a91ab34f59d8e6f263290df9219be54bdcea2a0e3457c571ac6e140e76f15,application/vnd.docker.image.rootfs.diff.tar.gzip,7231612,sha256:5d59c811e2afacb1eb364f94629ba76c8e1bc5729bda51b5fa1074651a02a746
gnina/gnina,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,12266,sha256:390a91ab34f59d8e6f263290df9219be54bdcea2a0e3457c571ac6e140e76f15,application/vnd.docker.image.rootfs.diff.tar.gzip,9545352,sha256:b4113a5e55be94c073cfc3dadbe6fd671bca57b460f793ddd4ad6e5e69dc58d8
gnina/gnina,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,12266,sha256:390a91ab34f59d8e6f263290df9219be54bdcea2a0e3457c571ac6e140e76f15,application/vnd.docker.image.rootfs.diff.tar.gzip,184,sha256:a192f484acd8e4d566c0665847a491b603d4df308db82d24aab208d24b96695a
gnina/gnina,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,12266,sha256:390a91ab34f59d8e6f263290df9219be54bdcea2a0e3457c571ac6e140e76f15,application/vnd.docker.image.rootfs.diff.tar.gzip,715996636,sha256:1113fbfbf0524805dfde997de71a8d9874a5c350034718872c774066affe7a7d
gnina/gnina,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,12266,sha256:390a91ab34f59d8e6f263290df9219be54bdcea2a0e3457c571ac6e140e76f15,application/vnd.docker.image.rootfs.diff.tar.gzip,844279586,sha256:e2062749d10aec6e9b394563cdc7dc059ff66921dd7c21f372adf47fa82f86c1
gnina/gnina,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,12266,sha256:390a91ab34f59d8e6f263290df9219be54bdcea2a0e3457c571ac6e140e76f15,application/vnd.docker.image.rootfs.diff.tar.gzip,554401149,sha256:eec81c7038697ccfb71c967537eb726dffa7e5c76e6c1fe4b712e40ea3b47de6
gnina/gnina,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,12266,sha256:390a91ab34f59d8e6f263290df9219be54bdcea2a0e3457c571ac6e140e76f15,application/vnd.docker.image.rootfs.diff.tar.gzip,394333512,sha256:99105c9b1df6cc4bc93a8ea55322945c56fc3e23cfc58e45a5eb5577cb424376
