Image,RepoTag,schemaVersion,mediaType,config_mediaType,config_size,config_digest,layers_mediaType,layers_size,layers_digest
alphacep/kaldi-en,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,5074,sha256:ddbd60ec5cf7cae0146380ae0532c2c0fa4048944828d8218516e5faec924c35,application/vnd.docker.image.rootfs.diff.tar.gzip,54927682,sha256:df5590a8898bedd76f02205dc8caa5cc9863267dbcd8aac038bcd212688c1cc7
alphacep/kaldi-en,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,5074,sha256:ddbd60ec5cf7cae0146380ae0532c2c0fa4048944828d8218516e5faec924c35,application/vnd.docker.image.rootfs.diff.tar.gzip,187223811,sha256:e3ec424046d92fe59c67e8a76dbabdc87f9fdf477176e59e81dec40fd5e3361a
alphacep/kaldi-en,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,5074,sha256:ddbd60ec5cf7cae0146380ae0532c2c0fa4048944828d8218516e5faec924c35,application/vnd.docker.image.rootfs.diff.tar.gzip,38131288,sha256:33ba6f7c8bc0bc760c569e71131172c371ca9aa146f00f23e189db495bcb85e1
alphacep/kaldi-en,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,5074,sha256:ddbd60ec5cf7cae0146380ae0532c2c0fa4048944828d8218516e5faec924c35,application/vnd.docker.image.rootfs.diff.tar.gzip,1975183576,sha256:fa597cbf8a746dec5d361e526fc5c6537a01d162173c0aad90b4b10738a12165
alphacep/kaldi-en-in,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,5082,sha256:f79f013ee0e397c40f1c5c4d191970892c911ceecee8b0be452682e40f6fc451,application/vnd.docker.image.rootfs.diff.tar.gzip,54927682,sha256:df5590a8898bedd76f02205dc8caa5cc9863267dbcd8aac038bcd212688c1cc7
alphacep/kaldi-en-in,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,5082,sha256:f79f013ee0e397c40f1c5c4d191970892c911ceecee8b0be452682e40f6fc451,application/vnd.docker.image.rootfs.diff.tar.gzip,187223811,sha256:e3ec424046d92fe59c67e8a76dbabdc87f9fdf477176e59e81dec40fd5e3361a
alphacep/kaldi-en-in,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,5082,sha256:f79f013ee0e397c40f1c5c4d191970892c911ceecee8b0be452682e40f6fc451,application/vnd.docker.image.rootfs.diff.tar.gzip,38131288,sha256:33ba6f7c8bc0bc760c569e71131172c371ca9aa146f00f23e189db495bcb85e1
alphacep/kaldi-en-in,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,5082,sha256:f79f013ee0e397c40f1c5c4d191970892c911ceecee8b0be452682e40f6fc451,application/vnd.docker.image.rootfs.diff.tar.gzip,391679192,sha256:1d5d9eba5d5794f75d13051083a1e33cf4863e4f0e56875c9484548165a915ef
alphacep/kaldi-en-spk,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,5785,sha256:6871710bffd448b7ee1d90a573094733027e0974b0fb24d4909f19475d99626f,application/vnd.docker.image.rootfs.diff.tar.gzip,54927682,sha256:df5590a8898bedd76f02205dc8caa5cc9863267dbcd8aac038bcd212688c1cc7
alphacep/kaldi-en-spk,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,5785,sha256:6871710bffd448b7ee1d90a573094733027e0974b0fb24d4909f19475d99626f,application/vnd.docker.image.rootfs.diff.tar.gzip,187223811,sha256:e3ec424046d92fe59c67e8a76dbabdc87f9fdf477176e59e81dec40fd5e3361a
