Image,RepoTag,schemaVersion,mediaType,config_mediaType,config_size,config_digest,layers_mediaType,layers_size,layers_digest
nipy/mindboggle,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,24554,sha256:48b43d0c692f293463ddf9ccd2b9e48305e6e11f4e3c7456540b2b4c7ab6deb2,application/vnd.docker.image.rootfs.diff.tar.gzip,45375252,sha256:092586df92068bd6b59c497f379e48302aa1b27cf76b2de64d262ba7bc19e47b
nipy/mindboggle,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,24554,sha256:48b43d0c692f293463ddf9ccd2b9e48305e6e11f4e3c7456540b2b4c7ab6deb2,application/vnd.docker.image.rootfs.diff.tar.gzip,6566392,sha256:86d0e95d86e417f246357ce83bce77a39f1578c7c231ac169c0aa2e3ad7688bf
nipy/mindboggle,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,24554,sha256:48b43d0c692f293463ddf9ccd2b9e48305e6e11f4e3c7456540b2b4c7ab6deb2,application/vnd.docker.image.rootfs.diff.tar.gzip,3153,sha256:bdac9b91349aa21cf41810f32dacf45675b1da4c74adbb6c8c09c221580c27f0
nipy/mindboggle,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,24554,sha256:48b43d0c692f293463ddf9ccd2b9e48305e6e11f4e3c7456540b2b4c7ab6deb2,application/vnd.docker.image.rootfs.diff.tar.gzip,246,sha256:d13bb9ecd291994d67622a41bd221e90b158626c8b0edcc8d7a428a5f6fe8550
nipy/mindboggle,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,24554,sha256:48b43d0c692f293463ddf9ccd2b9e48305e6e11f4e3c7456540b2b4c7ab6deb2,application/vnd.docker.image.rootfs.diff.tar.gzip,291715,sha256:1ba1fdddcf29e131412770eb538306cb7a4ebe9a2aea33686a2eb20ce73f2915
nipy/mindboggle,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,24554,sha256:48b43d0c692f293463ddf9ccd2b9e48305e6e11f4e3c7456540b2b4c7ab6deb2,application/vnd.docker.image.rootfs.diff.tar.gzip,14405808,sha256:e1580fff90174c3f23d288b84604d8684d605bcb992c1774fdbcea71b96ecbfe
nipy/mindboggle,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,24554,sha256:48b43d0c692f293463ddf9ccd2b9e48305e6e11f4e3c7456540b2b4c7ab6deb2,application/vnd.docker.image.rootfs.diff.tar.gzip,230759894,sha256:5cd7f28c1d8611e6826b1dd002de1b2090a3f4e55224df535be416c2794b4551
nipy/mindboggle,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,24554,sha256:48b43d0c692f293463ddf9ccd2b9e48305e6e11f4e3c7456540b2b4c7ab6deb2,application/vnd.docker.image.rootfs.diff.tar.gzip,149,sha256:65e4e61f0b60fbffaf733b5c0630e2c84ed42a07d0e2d4f9b955486c71791bfd
nipy/mindboggle,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,24554,sha256:48b43d0c692f293463ddf9ccd2b9e48305e6e11f4e3c7456540b2b4c7ab6deb2,application/vnd.docker.image.rootfs.diff.tar.gzip,709453115,sha256:a3cbafe0ee17dfe2e10b5d5fa1593352902bb66f56b2749b886496b861164eb6
nipy/mindboggle,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,24554,sha256:48b43d0c692f293463ddf9ccd2b9e48305e6e11f4e3c7456540b2b4c7ab6deb2,application/vnd.docker.image.rootfs.diff.tar.gzip,101725463,sha256:b431525e6de25e576889f2a07918c17a56029be1036fd7634967e4a6fc377961
nipy/mindboggle,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,24554,sha256:48b43d0c692f293463ddf9ccd2b9e48305e6e11f4e3c7456540b2b4c7ab6deb2,application/vnd.docker.image.rootfs.diff.tar.gzip,15902460,sha256:c4ffc1fd3458fbe417834b1bab3d7e916909425e202780a64fb70020d4ed9307
nipy/mindboggle,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,24554,sha256:48b43d0c692f293463ddf9ccd2b9e48305e6e11f4e3c7456540b2b4c7ab6deb2,application/vnd.docker.image.rootfs.diff.tar.gzip,12198119,sha256:2596c3f7d96ef93fd0a13727e7daad1de9be95db0dabac9b9b390d72eb7d35d7
nipy/mindboggle,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,24554,sha256:48b43d0c692f293463ddf9ccd2b9e48305e6e11f4e3c7456540b2b4c7ab6deb2,application/vnd.docker.image.rootfs.diff.tar.gzip,183,sha256:ffa911fede7fd320bead912e242f862c3a99eacd3340b1b3b2790ecb865296e9
nipy/mindboggle,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,24554,sha256:48b43d0c692f293463ddf9ccd2b9e48305e6e11f4e3c7456540b2b4c7ab6deb2,application/vnd.docker.image.rootfs.diff.tar.gzip,101930916,sha256:e82f17bd85cd84162651b9abb16e1bf1b609ac29e726cc6ad7dd4a0f904d3e7c
nipy/mindboggle,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,24554,sha256:48b43d0c692f293463ddf9ccd2b9e48305e6e11f4e3c7456540b2b4c7ab6deb2,application/vnd.docker.image.rootfs.diff.tar.gzip,321267438,sha256:a5f2e79002526483e865c05575fcdea1b575d28e7c2300551c1a85c52ad253fc
nipy/mindboggle,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,24554,sha256:48b43d0c692f293463ddf9ccd2b9e48305e6e11f4e3c7456540b2b4c7ab6deb2,application/vnd.docker.image.rootfs.diff.tar.gzip,236,sha256:b18558491267fdee3d59d28d24213b83a523a8ec65ab647a116796e545be6fbd
nipy/mindboggle,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,24554,sha256:48b43d0c692f293463ddf9ccd2b9e48305e6e11f4e3c7456540b2b4c7ab6deb2,application/vnd.docker.image.rootfs.diff.tar.gzip,1316,sha256:0c09e3a913ba75abd3b2ee77d564f489a8e929cfafe74a7c6c749f03d71d9e41
cbica/captk,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,19519,sha256:5ab4d25daa52b9221383dcfe50b29b8051070fc32d6ca52262b72471c422d214,application/vnd.docker.image.rootfs.diff.tar.gzip,75165529,sha256:a02a4930cb5d36f3290eb84f4bfa30668ef2e9fe3a1fb73ec015fc58b9958b17
cbica/captk,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,19519,sha256:5ab4d25daa52b9221383dcfe50b29b8051070fc32d6ca52262b72471c422d214,application/vnd.docker.image.rootfs.diff.tar.gzip,1987,sha256:6a788e5d573f7d7e74377d95b089b384b4af0d82cef1a9d9054c2252f626ff85
cbica/captk,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,19519,sha256:5ab4d25daa52b9221383dcfe50b29b8051070fc32d6ca52262b72471c422d214,application/vnd.docker.image.rootfs.diff.tar.gzip,215165720,sha256:a9afa5c4a5302e896706eb4b45bf2348351d701427b6cde7f681992aab917bff
cbica/captk,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,19519,sha256:5ab4d25daa52b9221383dcfe50b29b8051070fc32d6ca52262b72471c422d214,application/vnd.docker.image.rootfs.diff.tar.gzip,93,sha256:6383f75ec3ac8a1727c0413413e812ed1f0ada0fb2ba348556ba4bc064478f50
cbica/captk,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,19519,sha256:5ab4d25daa52b9221383dcfe50b29b8051070fc32d6ca52262b72471c422d214,application/vnd.docker.image.rootfs.diff.tar.gzip,2867,sha256:ec1353604d1f879fef7ee247760a3110e6c753d120d767b53aa2f904239f468d
cbica/captk,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,19519,sha256:5ab4d25daa52b9221383dcfe50b29b8051070fc32d6ca52262b72471c422d214,application/vnd.docker.image.rootfs.diff.tar.gzip,985,sha256:a6a7f5d80d82eed0e5ca871c871dee51de66f059ebe29d303f947e67f7841f70
cbica/captk,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,19519,sha256:5ab4d25daa52b9221383dcfe50b29b8051070fc32d6ca52262b72471c422d214,application/vnd.docker.image.rootfs.diff.tar.gzip,236837896,sha256:87bee5282cddd8247161b529d3486f36296918bcea9f4a8f28f24fdbd3d87873
cbica/captk,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,19519,sha256:5ab4d25daa52b9221383dcfe50b29b8051070fc32d6ca52262b72471c422d214,application/vnd.docker.image.rootfs.diff.tar.gzip,35853583,sha256:f7c2185022f0386476f5fc4d4cb371eee9e397063cb1e2a4468e5c61ad55247c
cbica/captk,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,19519,sha256:5ab4d25daa52b9221383dcfe50b29b8051070fc32d6ca52262b72471c422d214,application/vnd.docker.image.rootfs.diff.tar.gzip,101089247,sha256:b6413c55b95efc9ed2fe6fb492af73981279516958084938f23e4bfff84818a2
cbica/captk,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,19519,sha256:5ab4d25daa52b9221383dcfe50b29b8051070fc32d6ca52262b72471c422d214,application/vnd.docker.image.rootfs.diff.tar.gzip,64388708,sha256:233e4e5c4d7d7dd211b85ad22c565804c638e6973275fd594c9cb781f8ff2840
cbica/captk,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,19519,sha256:5ab4d25daa52b9221383dcfe50b29b8051070fc32d6ca52262b72471c422d214,application/vnd.docker.image.rootfs.diff.tar.gzip,70512440,sha256:15c1ee1ebe9f914cd6a6125b8a2cb413f384c18301916290abb7015eb4f5263f
cbica/captk,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,19519,sha256:5ab4d25daa52b9221383dcfe50b29b8051070fc32d6ca52262b72471c422d214,application/vnd.docker.image.rootfs.diff.tar.gzip,297337460,sha256:c56f40d05267d9ac71a2abde095efe7b3dee1dc539e0ba903be179a6ae04e139
cbica/captk,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,19519,sha256:5ab4d25daa52b9221383dcfe50b29b8051070fc32d6ca52262b72471c422d214,application/vnd.docker.image.rootfs.diff.tar.gzip,23544377,sha256:474472da2af39fee46f789c5ffe303a0187878bc74e6663d2e21aceebe046bb3
cbica/captk,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,19519,sha256:5ab4d25daa52b9221383dcfe50b29b8051070fc32d6ca52262b72471c422d214,application/vnd.docker.image.rootfs.diff.tar.gzip,1070216512,sha256:c6b343a14555fc7f1e7a855af61e9eed652926d9b1394630906ec8402e3d7bdd
cbica/captk,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,19519,sha256:5ab4d25daa52b9221383dcfe50b29b8051070fc32d6ca52262b72471c422d214,application/vnd.docker.image.rootfs.diff.tar.gzip,19628807,sha256:4e3400df7ab9f309960f315f969d5f1e9827b633dc87c1901c41ce7f33e3f856
cbica/captk,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,19519,sha256:5ab4d25daa52b9221383dcfe50b29b8051070fc32d6ca52262b72471c422d214,application/vnd.docker.image.rootfs.diff.tar.gzip,211991231,sha256:74a6ca9b9e0a8380d4915d4a60d5dc4297f482467c551dd0d4f631aef12d9f7f
cbica/captk,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,19519,sha256:5ab4d25daa52b9221383dcfe50b29b8051070fc32d6ca52262b72471c422d214,application/vnd.docker.image.rootfs.diff.tar.gzip,41339087,sha256:6f4b5b2a6e874454c18a2c1a7174e2f9726fb24f9c60b8222346745fd27720b8
cbica/captk,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,19519,sha256:5ab4d25daa52b9221383dcfe50b29b8051070fc32d6ca52262b72471c422d214,application/vnd.docker.image.rootfs.diff.tar.gzip,52732150,sha256:aca288b421c9a500a68ad87969d05128ed163c4a8c8962a73dc543d42e63c161
cbica/captk,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,19519,sha256:5ab4d25daa52b9221383dcfe50b29b8051070fc32d6ca52262b72471c422d214,application/vnd.docker.image.rootfs.diff.tar.gzip,5520822182,sha256:9dee1df6cf6da83aea1eb5896853283f3891d96d564bae50d49c01e6cc0aeec0
cbica/captk,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,19519,sha256:5ab4d25daa52b9221383dcfe50b29b8051070fc32d6ca52262b72471c422d214,application/vnd.docker.image.rootfs.diff.tar.gzip,209,sha256:cb97626759d2e302dffec189b391a02ef32a528b7ec63be85657afd85aa5a15f
kitware/fletch,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,7600,sha256:2e1ee3e89c4bf40935ca70eba000320f9e0872242f2c682ce22eb6a259edf2d2,application/vnd.docker.image.rootfs.diff.tar.gzip,26690191,sha256:5c939e3a4d1097af8d3292ad3a41d3caa846f6333b91f2dd22b972bc2d19c5b5
kitware/fletch,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,7600,sha256:2e1ee3e89c4bf40935ca70eba000320f9e0872242f2c682ce22eb6a259edf2d2,application/vnd.docker.image.rootfs.diff.tar.gzip,35366,sha256:c63719cdbe7ae254b453dba06fb446f583b503f2a2c15becc83f8c5bc7a705e0
kitware/fletch,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,7600,sha256:2e1ee3e89c4bf40935ca70eba000320f9e0872242f2c682ce22eb6a259edf2d2,application/vnd.docker.image.rootfs.diff.tar.gzip,849,sha256:19a861ea6baff71b05cd577478984c3e62cf0177bf74468d0aca551f5fcb891c
kitware/fletch,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,7600,sha256:2e1ee3e89c4bf40935ca70eba000320f9e0872242f2c682ce22eb6a259edf2d2,application/vnd.docker.image.rootfs.diff.tar.gzip,162,sha256:651c9d2d6c4f37c56a221259e033e7e2353b698139c2ff950623ca28d64a9837
kitware/fletch,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,7600,sha256:2e1ee3e89c4bf40935ca70eba000320f9e0872242f2c682ce22eb6a259edf2d2,application/vnd.docker.image.rootfs.diff.tar.gzip,220248595,sha256:0e1e597234fb092e6a406323217fa80ba3fa8a30696b9b3dac554830a93bc59f
kitware/fletch,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,7600,sha256:2e1ee3e89c4bf40935ca70eba000320f9e0872242f2c682ce22eb6a259edf2d2,application/vnd.docker.image.rootfs.diff.tar.gzip,39774689,sha256:d53687d80dcf8793c21cb10b43965e42acc2d150d116a797caf85a8d872accd1
kitware/fletch,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,7600,sha256:2e1ee3e89c4bf40935ca70eba000320f9e0872242f2c682ce22eb6a259edf2d2,application/vnd.docker.image.rootfs.diff.tar.gzip,98115269,sha256:537305ff6cbde678a87e3b51bc92687841591cb46b2ee586095a9db269bd88ff
kitware/fletch,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,7600,sha256:2e1ee3e89c4bf40935ca70eba000320f9e0872242f2c682ce22eb6a259edf2d2,application/vnd.docker.image.rootfs.diff.tar.gzip,664,sha256:a55b44bc9e12bcaa9a0bd49b1b220b3d29bce850c36b467743017669603a1186
kitware/fletch,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,7600,sha256:2e1ee3e89c4bf40935ca70eba000320f9e0872242f2c682ce22eb6a259edf2d2,application/vnd.docker.image.rootfs.diff.tar.gzip,7423571,sha256:36df76f97624291c67b84954f30d0ce9fc47be1f6a147b12d326731648aea7c5
kitware/fletch,latest,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,7600,sha256:2e1ee3e89c4bf40935ca70eba000320f9e0872242f2c682ce22eb6a259edf2d2,application/vnd.docker.image.rootfs.diff.tar.gzip,397203709,sha256:a81faa7d734d723025bde4f9457ae02b873200181415e67ef0d8d1850db9bb09
baguasys/bagua,master-pytorch-1.9.0-cuda11.1-cudnn8,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,17864,sha256:867a1f3a796b2c5ee4bc55d86cb9d1700798be462df7f410fcbd2adecf85a34e,application/vnd.docker.image.rootfs.diff.tar.gzip,26708056,sha256:f22ccc0b8772d8e1bcb40f137b373686bc27427a70c0e41dd22b38016e09e7e0
baguasys/bagua,master-pytorch-1.9.0-cuda11.1-cudnn8,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,17864,sha256:867a1f3a796b2c5ee4bc55d86cb9d1700798be462df7f410fcbd2adecf85a34e,application/vnd.docker.image.rootfs.diff.tar.gzip,850,sha256:3cf8fb62ba5ffb221a2edb2208741346eb4d2d99a174138e4afbb69ce1fd9966
baguasys/bagua,master-pytorch-1.9.0-cuda11.1-cudnn8,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,17864,sha256:867a1f3a796b2c5ee4bc55d86cb9d1700798be462df7f410fcbd2adecf85a34e,application/vnd.docker.image.rootfs.diff.tar.gzip,162,sha256:e80c964ece6a3edf0db1cfc72ae0e6f0699fb776bbfcc92b708fbb945b0b9547
baguasys/bagua,master-pytorch-1.9.0-cuda11.1-cudnn8,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,17864,sha256:867a1f3a796b2c5ee4bc55d86cb9d1700798be462df7f410fcbd2adecf85a34e,application/vnd.docker.image.rootfs.diff.tar.gzip,7231808,sha256:8a451ac89a8770e7511bef46164b1f1b96015a791cba6d297088ec681fce8213
baguasys/bagua,master-pytorch-1.9.0-cuda11.1-cudnn8,2,application/vnd.docker.distribution.manifest.v2+json,application/vnd.docker.container.image.v1+json,17864,sha256:867a1f3a796b2c5ee4bc55d86cb9d1700798be462df7f410fcbd2adecf85a34e,application/vnd.docker.image.rootfs.diff.tar.gzip,10791491,sha256:c563160b1f64ba99cf3ac166cd25ff822765048448ae4123346112b5f19bc6a5
