Image,RepoTag,layer_digest,total_files,total_directory,total_empty_dirs,file_type,file_type_counts,avg_level,median_level,max_level,min_level,,avg_size,median_size,max_size,min_size
tensorflow/serving,nightly-gpu,7841bb66ba6cd771da20933ae8e6fa171b9585ea4e821f2c835f2d4f3965b3cf,45,32,4,.md5sums,3,5.0,5.0,5,5,,306.6666666666667,306.0,367,247
tensorflow/serving,nightly-gpu,7841bb66ba6cd771da20933ae8e6fa171b9585ea4e821f2c835f2d4f3965b3cf,45,32,4,.log,4,3.75,4.0,4,3,,81704.25,24111.0,269347,9248
tensorflow/serving,nightly-gpu,05ce4be6255a29495eeba6dabfedd64295a2d2c3f28ca9dde60ff1098cd4bc12,30,25,0,.so,8,5.125,5.0,7,2,,10950087.5,10521080.0,21795136,9116
tensorflow/serving,nightly-gpu,05ce4be6255a29495eeba6dabfedd64295a2d2c3f28ca9dde60ff1098cd4bc12,30,25,0,.Debian,2,5.0,5.0,5,5,,151.5,151.5,153,150
tensorflow/serving,nightly-gpu,05ce4be6255a29495eeba6dabfedd64295a2d2c3f28ca9dde60ff1098cd4bc12,30,25,0,none,7,4.285714285714286,4.0,5,4,,44394.57142857143,6386.0,120755,0
tensorflow/serving,nightly-gpu,05ce4be6255a29495eeba6dabfedd64295a2d2c3f28ca9dde60ff1098cd4bc12,30,25,0,.conf,2,3.0,3.0,3,3,,42.5,42.5,44,41
tensorflow/serving,nightly-gpu,05ce4be6255a29495eeba6dabfedd64295a2d2c3f28ca9dde60ff1098cd4bc12,30,25,0,.conffiles,1,5.0,5.0,5,5,,67.0,67.0,67,67
tensorflow/serving,nightly-gpu,05ce4be6255a29495eeba6dabfedd64295a2d2c3f28ca9dde60ff1098cd4bc12,30,25,0,.shlibs,1,5.0,5.0,5,5,,71.0,71.0,71,71
tensorflow/serving,nightly-gpu,05ce4be6255a29495eeba6dabfedd64295a2d2c3f28ca9dde60ff1098cd4bc12,30,25,0,.list,2,5.0,5.0,5,5,,495.5,495.5,558,433
tensorflow/serving,nightly-gpu,05ce4be6255a29495eeba6dabfedd64295a2d2c3f28ca9dde60ff1098cd4bc12,30,25,0,.md5sums,2,5.0,5.0,5,5,,264.5,264.5,268,261
tensorflow/serving,nightly-gpu,05ce4be6255a29495eeba6dabfedd64295a2d2c3f28ca9dde60ff1098cd4bc12,30,25,0,.triggers,1,5.0,5.0,5,5,,74.0,74.0,74,74
tensorflow/serving,nightly-gpu,05ce4be6255a29495eeba6dabfedd64295a2d2c3f28ca9dde60ff1098cd4bc12,30,25,0,.log,4,3.75,4.0,4,3,,65821.75,13281.0,230329,6396
tensorflow/serving,nightly-gpu,d113964f6a9f96a6bf3d17908e44da2489de1e27cb10a621979ac9edf6cd3f4c,1,2,0,.sh,1,3.0,3.0,3,3,,154.0,154.0,154,154
tensorflow/serving,nightly-gpu,09a79e545c966ebe805b929bdf6d78e88933cf5e651ad58603e6ea8efc6aebb5,1,2,0,none,1,3.0,3.0,3,3,,786171368.0,786171368.0,786171368,786171368
tensorflow/serving,nightly-gpu,6642049ae5c6e08b84d073d63d8f0e28f7299d54924bb244de09cc15c3bbf2d7,1,2,0,.conf,1,3.0,3.0,3,3,,46.0,46.0,46,46
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,none,96,4.3125,5.0,8,2,,70673.125,4654.0,1021512,0
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.cnf,2,3.5,3.5,4,3,,5871.5,5871.5,10998,745
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.pl,3,4.666666666666667,5.0,5,4,,7235.333333333333,7535.0,7597,6574
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.socket,10,5.5,5.5,6,5,,265.0,281.0,308,204
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.service,2,5.0,5.0,5,5,,227.0,227.0,231,223
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.4,5,4.0,4.0,4,4,,218432.0,327024.0,327024,55544
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.so,41,4.0,4.0,5,2,,293762.0487804878,109296.0,2917216,5688
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.png,2,4.0,4.0,4,4,,26892.5,26892.5,46691,7094
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.info,2,4.0,4.0,4,4,,13868.0,13868.0,24906,2830
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.info-1,1,4.0,4.0,4,4,,92738.0,92738.0,92738,92738
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.info-2,1,4.0,4.0,4,4,,61362.0,61362.0,61362,61362
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.4-2,1,5.0,5.0,5,5,,223.0,223.0,223,223
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.crt,123,4.991869918699187,5.0,5,4,,3158.4634146341464,1489.0,199113,656
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.com_EV_Root_Certification_Authority_ECC,2,4.5,4.5,5,4,,478.0,478.0,956,0
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.com_Root_Certification_Authority_RSA,2,4.5,4.5,5,4,,1047.0,1047.0,2094,0
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.com,2,4.5,4.5,5,4,,1061.0,1061.0,2122,0
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.com_Root_Certification_Authority_ECC,2,4.5,4.5,5,4,,472.0,472.0,944,0
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.net_Premium_2048_Secure_Server_CA,2,4.5,4.5,5,4,,752.5,752.5,1505,0
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.com_EV_Root_Certification_Authority_RSA_R2,2,4.5,4.5,5,4,,1057.0,1057.0,2114,0
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.Debian,39,5.0,5.0,5,5,,1503.128205128205,1423.0,2567,0
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.gz,3,5.0,5.0,5,5,,0.0,0.0,0,0
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.ru,1,4.0,4.0,4,4,,17735.0,17735.0,17735,17735
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.zh_CN,1,4.0,4.0,4,4,,7071.0,7071.0,7071,7071
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.fr,1,4.0,4.0,4,4,,7797.0,7797.0,7797,7797
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.gpg,2,3.5,3.5,4,3,,2199.5,2199.5,3267,1132
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.sv,1,4.0,4.0,4,4,,9741.0,9741.0,9741,9741
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.el,1,4.0,4.0,4,4,,9741.0,9741.0,9741,9741
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.ja,1,4.0,4.0,4,4,,13621.0,13621.0,13621,13621
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.zh_TW,1,4.0,4.0,4,4,,7102.0,7102.0,7102,7102
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.eo,1,4.0,4.0,4,4,,9741.0,9741.0,9741,9741
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.tr,1,4.0,4.0,4,4,,7651.0,7651.0,7651,7651
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.be,1,4.0,4.0,4,4,,9741.0,9741.0,9741,9741
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.ca,1,4.0,4.0,4,4,,9741.0,9741.0,9741,9741
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.cs,1,4.0,4.0,4,4,,9741.0,9741.0,9741,9741
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.nb,1,4.0,4.0,4,4,,9741.0,9741.0,9741,9741
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.netCA,1,4.0,4.0,4,4,,1984.0,1984.0,1984,1984
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.pt,1,4.0,4.0,4,4,,7873.0,7873.0,7873,7873
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.et,1,4.0,4.0,4,4,,9741.0,9741.0,9741,9741
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.de,1,4.0,4.0,4,4,,9013.0,9013.0,9013,9013
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.pt_BR,1,4.0,4.0,4,4,,7876.0,7876.0,7876,7876
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.it,1,4.0,4.0,4,4,,7691.0,7691.0,7691,7691
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.es,1,4.0,4.0,4,4,,7632.0,7632.0,7632,7632
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.gl,1,4.0,4.0,4,4,,9741.0,9741.0,9741,9741
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.hu,1,4.0,4.0,4,4,,8205.0,8205.0,8205,8205
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.fi,1,4.0,4.0,4,4,,7744.0,7744.0,7744,7744
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.da,1,4.0,4.0,4,4,,9741.0,9741.0,9741,9741
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.id,1,4.0,4.0,4,4,,7535.0,7535.0,7535,7535
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.ro,1,4.0,4.0,4,4,,8112.0,8112.0,8112,8112
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.sk,1,4.0,4.0,4,4,,8085.0,8085.0,8085,8085
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.conf,2,2.5,2.5,3,2,,2983.5,2983.5,5635,332
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.pem,122,4.0,4.0,4,4,,0.0,0.0,0,0
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.0,128,4.0,4.0,4,4,,0.0,0.0,0,0
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.list,34,4.9411764705882355,5.0,5,4,,887.7941176470588,383.0,10339,81
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.dat,2,4.0,4.0,4,4,,265904.0,265904.0,517142,14666
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.dat-old,2,4.0,4.0,4,4,,246878.5,246878.5,490103,3654
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.triggers,16,5.0,5.0,5,5,,73.5,75.0,75,60
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.md5sums,32,5.0,5.0,5,5,,1077.65625,305.0,14557,170
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.preinst,1,5.0,5.0,5,5,,446.0,446.0,446,446
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.symbols,14,5.0,5.0,5,5,,17440.85714285714,9600.0,96406,1110
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.prerm,2,5.0,5.0,5,5,,285.0,285.0,446,124
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.shlibs,15,5.0,5.0,5,5,,47.86666666666667,59.0,67,22
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.postinst,5,5.0,5.0,5,5,,1368.8,256.0,5817,120
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.4-2:amd64,5,5.0,5.0,5,5,,5757.0,506.0,27186,74
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.1:amd64,8,5.0,5.0,5,5,,32206.5,543.0,200918,74
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.postrm,3,5.0,5.0,5,5,,713.6666666666666,446.0,1629,66
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.config,1,5.0,5.0,5,5,,9384.0,9384.0,9384,9384
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.conffiles,3,5.0,5.0,5,5,,37.666666666666664,21.0,72,20
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.templates,1,5.0,5.0,5,5,,25009.0,25009.0,25009,25009
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.log,5,3.6,4.0,4,3,,52936.4,10569.0,228650,4114
tensorflow/serving,nightly-gpu,2c0b908991b7876987fb942308a94c862e4b0bff681a89c5eea84063b24acdc6,774,102,11,.rules,1,4.0,4.0,4,4,,583.0,583.0,583,583
tensorflow/serving,nightly-gpu,284055322776031bac33723839acb0db2d063a525ba4fa1fd268a831c7553b26,2583,580,160,none,830,3.5156626506024096,3.0,6,2,,32673.189156626508,6089.0,2097720,0
tensorflow/serving,nightly-gpu,284055322776031bac33723839acb0db2d063a525ba4fa1fd268a831c7553b26,2583,580,160,.procps,1,3.0,3.0,3,3,,18504.0,18504.0,18504,18504
tensorflow/serving,nightly-gpu,284055322776031bac33723839acb0db2d063a525ba4fa1fd268a831c7553b26,2583,580,160,.26,1,3.0,3.0,3,3,,2097720.0,2097720.0,2097720,2097720
tensorflow/serving,nightly-gpu,284055322776031bac33723839acb0db2d063a525ba4fa1fd268a831c7553b26,2583,580,160,.textutils,1,3.0,3.0,3,3,,43224.0,43224.0,43224,43224
tensorflow/serving,nightly-gpu,284055322776031bac33723839acb0db2d063a525ba4fa1fd268a831c7553b26,2583,580,160,.ul,1,3.0,3.0,3,3,,14408.0,14408.0,14408,14408
tensorflow/serving,nightly-gpu,284055322776031bac33723839acb0db2d063a525ba4fa1fd268a831c7553b26,2583,580,160,.d,3,3.0,3.0,3,3,,10852.666666666666,16031.0,16508,19
tensorflow/serving,nightly-gpu,284055322776031bac33723839acb0db2d063a525ba4fa1fd268a831c7553b26,2583,580,160,.systemd,1,4.0,4.0,4,4,,16045.0,16045.0,16045,16045
tensorflow/serving,nightly-gpu,284055322776031bac33723839acb0db2d063a525ba4fa1fd268a831c7553b26,2583,580,160,.so,445,4.444943820224719,5.0,8,2,,101542.52808988764,14384.0,2030928,0
tensorflow/serving,nightly-gpu,284055322776031bac33723839acb0db2d063a525ba4fa1fd268a831c7553b26,2583,580,160,.3,3,4.333333333333333,4.0,5,4,,587759.0,22962.0,1740240,75
tensorflow/serving,nightly-gpu,284055322776031bac33723839acb0db2d063a525ba4fa1fd268a831c7553b26,2583,580,160,.pm,175,6.1085714285714285,6.0,7,5,,3447.24,1202.0,46927,133
tensorflow/serving,nightly-gpu,284055322776031bac33723839acb0db2d063a525ba4fa1fd268a831c7553b26,2583,580,160,.pl,471,7.868365180467091,8.0,8,4,,4114.101910828025,800.0,399323,409
tensorflow/serving,nightly-gpu,284055322776031bac33723839acb0db2d063a525ba4fa1fd268a831c7553b26,2583,580,160,.110,1,5.0,5.0,5,5,,22608.0,22608.0,22608,22608
tensorflow/serving,nightly-gpu,284055322776031bac33723839acb0db2d063a525ba4fa1fd268a831c7553b26,2583,580,160,.61,1,5.0,5.0,5,5,,22600.0,22600.0,22600,22600
tensorflow/serving,nightly-gpu,284055322776031bac33723839acb0db2d063a525ba4fa1fd268a831c7553b26,2583,580,160,.cache,1,5.0,5.0,5,5,,26376.0,26376.0,26376,26376
tensorflow/serving,nightly-gpu,284055322776031bac33723839acb0db2d063a525ba4fa1fd268a831c7553b26,2583,580,160,.conf,34,2.7941176470588234,3.0,4,2,,1325.4411764705883,665.0,4620,0
tensorflow/serving,nightly-gpu,284055322776031bac33723839acb0db2d063a525ba4fa1fd268a831c7553b26,2583,580,160,.apt,1,6.0,6.0,6,6,,567.0,567.0,567,567
tensorflow/serving,nightly-gpu,284055322776031bac33723839acb0db2d063a525ba4fa1fd268a831c7553b26,2583,580,160,.1,3,4.333333333333333,4.0,5,4,,17428.333333333332,25755.0,26530,0
tensorflow/serving,nightly-gpu,284055322776031bac33723839acb0db2d063a525ba4fa1fd268a831c7553b26,2583,580,160,.gpg,8,4.0,4.0,4,4,,3344.875,2795.0,7399,0
tensorflow/serving,nightly-gpu,284055322776031bac33723839acb0db2d063a525ba4fa1fd268a831c7553b26,2583,580,160,.dpkg,1,5.0,5.0,5,5,,1117.0,1117.0,1117,1117
tensorflow/serving,nightly-gpu,284055322776031bac33723839acb0db2d063a525ba4fa1fd268a831c7553b26,2583,580,160,.profile,2,4.0,4.0,4,4,,110.0,110.0,148,72
tensorflow/serving,nightly-gpu,284055322776031bac33723839acb0db2d063a525ba4fa1fd268a831c7553b26,2583,580,160,.bashrc,2,3.0,3.0,4,2,,2712.5,2712.5,3106,2319
tensorflow/serving,nightly-gpu,284055322776031bac33723839acb0db2d063a525ba4fa1fd268a831c7553b26,2583,580,160,.md5sums,92,4.934782608695652,5.0,5,4,,2461.2391304347825,416.0,49213,46
tensorflow/serving,nightly-gpu,284055322776031bac33723839acb0db2d063a525ba4fa1fd268a831c7553b26,2583,580,160,.dir,1,4.0,4.0,4,4,,771.0,771.0,771,771
tensorflow/serving,nightly-gpu,284055322776031bac33723839acb0db2d063a525ba4fa1fd268a831c7553b26,2583,580,160,.png,1,4.0,4.0,4,4,,1563.0,1563.0,1563,1563
tensorflow/serving,nightly-gpu,284055322776031bac33723839acb0db2d063a525ba4fa1fd268a831c7553b26,2583,580,160,.py,5,6.4,7.0,7,5,,19516.2,1161.0,67991,1
tensorflow/serving,nightly-gpu,284055322776031bac33723839acb0db2d063a525ba4fa1fd268a831c7553b26,2583,580,160,.info,7,4.0,4.0,4,4,,70952.71428571429,52258.0,222504,14828
tensorflow/serving,nightly-gpu,284055322776031bac33723839acb0db2d063a525ba4fa1fd268a831c7553b26,2583,580,160,.Debian,75,5.0,5.0,5,5,,2624.173333333333,1758.0,61196,0
tensorflow/serving,nightly-gpu,284055322776031bac33723839acb0db2d063a525ba4fa1fd268a831c7553b26,2583,580,160,.gz,1,5.0,5.0,5,5,,0.0,0.0,0,0
tensorflow/serving,nightly-gpu,284055322776031bac33723839acb0db2d063a525ba4fa1fd268a831c7553b26,2583,580,160,.txt,1,5.0,5.0,5,5,,0.0,0.0,0,0
tensorflow/serving,nightly-gpu,284055322776031bac33723839acb0db2d063a525ba4fa1fd268a831c7553b26,2583,580,160,.sh,4,3.25,3.0,4,3,,1998.0,2043.5,3809,96
tensorflow/serving,nightly-gpu,284055322776031bac33723839acb0db2d063a525ba4fa1fd268a831c7553b26,2583,580,160,.2,1,4.0,4.0,4,4,,20431.0,20431.0,20431,20431
tensorflow/serving,nightly-gpu,284055322776031bac33723839acb0db2d063a525ba4fa1fd268a831c7553b26,2583,580,160,.0,4,3.75,4.0,4,3,,17695.0,14042.0,35648,7048
tensorflow/serving,nightly-gpu,284055322776031bac33723839acb0db2d063a525ba4fa1fd268a831c7553b26,2583,580,160,.bfs,2,3.5,3.5,5,2,,15728.0,15728.0,30800,656
tensorflow/serving,nightly-gpu,284055322776031bac33723839acb0db2d063a525ba4fa1fd268a831c7553b26,2583,580,160,.minix,4,3.5,3.5,5,2,,43330.25,40337.0,92264,383
tensorflow/serving,nightly-gpu,284055322776031bac33723839acb0db2d063a525ba4fa1fd268a831c7553b26,2583,580,160,.cramfs,4,3.5,3.5,5,2,,17814.25,17822.5,34928,684
tensorflow/serving,nightly-gpu,284055322776031bac33723839acb0db2d063a525ba4fa1fd268a831c7553b26,2583,580,160,.master,2,4.0,4.0,4,4,,661.5,661.5,877,446
tensorflow/serving,nightly-gpu,284055322776031bac33723839acb0db2d063a525ba4fa1fd268a831c7553b26,2583,580,160,.distrib,1,2.0,2.0,2,2,,121432.0,121432.0,121432,121432
tensorflow/serving,nightly-gpu,284055322776031bac33723839acb0db2d063a525ba4fa1fd268a831c7553b26,2583,580,160,.ext4,2,2.0,2.0,2,2,,221712.0,221712.0,314080,129344
tensorflow/serving,nightly-gpu,284055322776031bac33723839acb0db2d063a525ba4fa1fd268a831c7553b26,2583,580,160,.ext3,2,2.0,2.0,2,2,,221712.0,221712.0,314080,129344
tensorflow/serving,nightly-gpu,284055322776031bac33723839acb0db2d063a525ba4fa1fd268a831c7553b26,2583,580,160,.real,1,2.0,2.0,2,2,,1025712.0,1025712.0,1025712,1025712
tensorflow/serving,nightly-gpu,284055322776031bac33723839acb0db2d063a525ba4fa1fd268a831c7553b26,2583,580,160,.ext2,2,2.0,2.0,2,2,,221712.0,221712.0,314080,129344
tensorflow/serving,nightly-gpu,284055322776031bac33723839acb0db2d063a525ba4fa1fd268a831c7553b26,2583,580,160,.net,1,2.0,2.0,2,2,,19.0,19.0,19,19
tensorflow/serving,nightly-gpu,284055322776031bac33723839acb0db2d063a525ba4fa1fd268a831c7553b26,2583,580,160,.blacklist,1,2.0,2.0,2,2,,367.0,367.0,367,367
tensorflow/serving,nightly-gpu,284055322776031bac33723839acb0db2d063a525ba4fa1fd268a831c7553b26,2583,580,160,.lock,1,2.0,2.0,2,2,,0.0,0.0,0,0
tensorflow/serving,nightly-gpu,284055322776031bac33723839acb0db2d063a525ba4fa1fd268a831c7553b26,2583,580,160,.defs,1,2.0,2.0,2,2,,10550.0,10550.0,10550,10550
