Image,RepoTag,layer_digest,total_files,total_directory,total_empty_dirs,file_type,file_type_counts,avg_level,median_level,max_level,min_level,,avg_size,median_size,max_size,min_size
milesg/gordo-model-server,latest,7ca17ec0b5cb98611645ab4582f4b24d577cb2d51ff1b2518aeec88dd1731734,291,98,1,none,7,6.571428571428571,7.0,7,4,,8946.857142857143,226.0,34282,1
milesg/gordo-model-server,latest,7ca17ec0b5cb98611645ab4582f4b24d577cb2d51ff1b2518aeec88dd1731734,291,98,1,.txt,2,7.0,7.0,7,7,,44.0,44.0,65,23
milesg/gordo-model-server,latest,7ca17ec0b5cb98611645ab4582f4b24d577cb2d51ff1b2518aeec88dd1731734,291,98,1,.py,128,8.5703125,9.0,10,7,,4407.59375,2672.0,23568,0
milesg/gordo-model-server,latest,7ca17ec0b5cb98611645ab4582f4b24d577cb2d51ff1b2518aeec88dd1731734,291,98,1,.yaml,2,9.0,9.0,11,7,,1022.5,1022.5,1557,488
milesg/gordo-model-server,latest,7ca17ec0b5cb98611645ab4582f4b24d577cb2d51ff1b2518aeec88dd1731734,291,98,1,.cpython-36,129,9.542635658914728,10.0,11,6,,3941.9922480620153,2496.0,21426,143
milesg/gordo-model-server,latest,7ca17ec0b5cb98611645ab4582f4b24d577cb2d51ff1b2518aeec88dd1731734,291,98,1,.csv,8,12.25,12.0,13,12,,368.75,370.0,370,364
milesg/gordo-model-server,latest,7ca17ec0b5cb98611645ab4582f4b24d577cb2d51ff1b2518aeec88dd1731734,291,98,1,.yml,14,10.928571428571429,11.0,11,10,,4027.714285714286,659.0,48290,179
milesg/gordo-model-server,latest,7ca17ec0b5cb98611645ab4582f4b24d577cb2d51ff1b2518aeec88dd1731734,291,98,1,.37,1,9.0,9.0,9,9,,218940.0,218940.0,218940,218940
milesg/gordo-model-server,latest,a97b990f94a535c4caa6a301faef1766608d0d6f7f3d1e8337cb533630aaf2f8,1086,155,65,none,31,4.838709677419355,5.0,8,2,,12091.612903225807,2218.0,75622,0
milesg/gordo-model-server,latest,a97b990f94a535c4caa6a301faef1766608d0d6f7f3d1e8337cb533630aaf2f8,1086,155,65,.6,10,5.0,4.5,7,4,,65587.3,1267.0,573107,84
milesg/gordo-model-server,latest,a97b990f94a535c4caa6a301faef1766608d0d6f7f3d1e8337cb533630aaf2f8,1086,155,65,.6m-config,1,4.0,4.0,4,4,,3089.0,3089.0,3089,3089
milesg/gordo-model-server,latest,a97b990f94a535c4caa6a301faef1766608d0d6f7f3d1e8337cb533630aaf2f8,1086,155,65,.6m,5,4.6,4.0,6,4,,12314404.4,13404736.0,34728488,286
milesg/gordo-model-server,latest,a97b990f94a535c4caa6a301faef1766608d0d6f7f3d1e8337cb533630aaf2f8,1086,155,65,.6-config,1,4.0,4.0,4,4,,3089.0,3089.0,3089,3089
milesg/gordo-model-server,latest,a97b990f94a535c4caa6a301faef1766608d0d6f7f3d1e8337cb533630aaf2f8,1086,155,65,.h,100,5.0,5.0,5,5,,5933.17,2614.5,81779,253
milesg/gordo-model-server,latest,a97b990f94a535c4caa6a301faef1766608d0d6f7f3d1e8337cb533630aaf2f8,1086,155,65,.so,18,3.5555555555555554,4.0,4,2,,205213.38888888888,39448.0,1078304,7097
milesg/gordo-model-server,latest,a97b990f94a535c4caa6a301faef1766608d0d6f7f3d1e8337cb533630aaf2f8,1086,155,65,.pc,1,5.0,5.0,5,5,,286.0,286.0,286,286
milesg/gordo-model-server,latest,a97b990f94a535c4caa6a301faef1766608d0d6f7f3d1e8337cb533630aaf2f8,1086,155,65,.py,756,6.023809523809524,6.0,7,5,,14989.378306878307,7352.0,643245,0
milesg/gordo-model-server,latest,a97b990f94a535c4caa6a301faef1766608d0d6f7f3d1e8337cb533630aaf2f8,1086,155,65,.foo,1,5.0,5.0,5,5,,64.0,64.0,64,64
milesg/gordo-model-server,latest,a97b990f94a535c4caa6a301faef1766608d0d6f7f3d1e8337cb533630aaf2f8,1086,155,65,.txt,12,6.0,6.0,7,5,,10822.75,8603.5,39839,119
milesg/gordo-model-server,latest,a97b990f94a535c4caa6a301faef1766608d0d6f7f3d1e8337cb533630aaf2f8,1086,155,65,.cpython-36m-x86_64-linux-gnu,67,6.0,6.0,6,6,,194269.73134328358,106824.0,1693344,27192
milesg/gordo-model-server,latest,a97b990f94a535c4caa6a301faef1766608d0d6f7f3d1e8337cb533630aaf2f8,1086,155,65,.1,2,6.5,6.5,7,6,,39585.0,39585.0,65536,13634
milesg/gordo-model-server,latest,a97b990f94a535c4caa6a301faef1766608d0d6f7f3d1e8337cb533630aaf2f8,1086,155,65,.0-amd64,3,7.0,7.0,7,7,,344746.6666666667,224256.0,587776,222208
milesg/gordo-model-server,latest,a97b990f94a535c4caa6a301faef1766608d0d6f7f3d1e8337cb533630aaf2f8,1086,155,65,.0,5,7.0,7.0,7,7,,193638.4,190976.0,458240,61440
milesg/gordo-model-server,latest,a97b990f94a535c4caa6a301faef1766608d0d6f7f3d1e8337cb533630aaf2f8,1086,155,65,.ctypes,1,7.0,7.0,7,7,,296.0,296.0,296,296
milesg/gordo-model-server,latest,a97b990f94a535c4caa6a301faef1766608d0d6f7f3d1e8337cb533630aaf2f8,1086,155,65,.bat,2,6.5,6.5,7,6,,126.0,126.0,177,75
milesg/gordo-model-server,latest,a97b990f94a535c4caa6a301faef1766608d0d6f7f3d1e8337cb533630aaf2f8,1086,155,65,.cfg,1,6.0,6.0,6,6,,160.0,160.0,160,160
milesg/gordo-model-server,latest,a97b990f94a535c4caa6a301faef1766608d0d6f7f3d1e8337cb533630aaf2f8,1086,155,65,.c,2,6.0,6.0,6,6,,2461.5,2461.5,3302,1621
milesg/gordo-model-server,latest,a97b990f94a535c4caa6a301faef1766608d0d6f7f3d1e8337cb533630aaf2f8,1086,155,65,.config,1,6.0,6.0,6,6,,327.0,327.0,327,327
milesg/gordo-model-server,latest,a97b990f94a535c4caa6a301faef1766608d0d6f7f3d1e8337cb533630aaf2f8,1086,155,65,.local,1,6.0,6.0,6,6,,41.0,41.0,41,41
milesg/gordo-model-server,latest,a97b990f94a535c4caa6a301faef1766608d0d6f7f3d1e8337cb533630aaf2f8,1086,155,65,.o,1,6.0,6.0,6,6,,43256.0,43256.0,43256,43256
milesg/gordo-model-server,latest,a97b990f94a535c4caa6a301faef1766608d0d6f7f3d1e8337cb533630aaf2f8,1086,155,65,.1-py2,1,7.0,7.0,7,7,,1323545.0,1323545.0,1323545,1323545
milesg/gordo-model-server,latest,a97b990f94a535c4caa6a301faef1766608d0d6f7f3d1e8337cb533630aaf2f8,1086,155,65,.fish,1,8.0,8.0,8,8,,2438.0,2438.0,2438,2438
milesg/gordo-model-server,latest,a97b990f94a535c4caa6a301faef1766608d0d6f7f3d1e8337cb533630aaf2f8,1086,155,65,.csh,1,8.0,8.0,8,8,,1276.0,1276.0,1276,1276
milesg/gordo-model-server,latest,a97b990f94a535c4caa6a301faef1766608d0d6f7f3d1e8337cb533630aaf2f8,1086,155,65,.html,1,6.0,6.0,6,6,,55114.0,55114.0,55114,55114
milesg/gordo-model-server,latest,a97b990f94a535c4caa6a301faef1766608d0d6f7f3d1e8337cb533630aaf2f8,1086,155,65,.pyw,1,6.0,6.0,6,6,,570.0,570.0,570,570
milesg/gordo-model-server,latest,a97b990f94a535c4caa6a301faef1766608d0d6f7f3d1e8337cb533630aaf2f8,1086,155,65,.def,4,6.0,6.0,6,6,,4714.0,2907.5,10775,2266
milesg/gordo-model-server,latest,a97b990f94a535c4caa6a301faef1766608d0d6f7f3d1e8337cb533630aaf2f8,1086,155,65,.gif,9,7.0,7.0,7,7,,549.6666666666666,125.0,1435,79
milesg/gordo-model-server,latest,a97b990f94a535c4caa6a301faef1766608d0d6f7f3d1e8337cb533630aaf2f8,1086,155,65,.png,3,7.0,7.0,7,7,,2838.6666666666665,2542.0,4710,1264
milesg/gordo-model-server,latest,a97b990f94a535c4caa6a301faef1766608d0d6f7f3d1e8337cb533630aaf2f8,1086,155,65,.icns,1,7.0,7.0,7,7,,57435.0,57435.0,57435,57435
milesg/gordo-model-server,latest,a97b990f94a535c4caa6a301faef1766608d0d6f7f3d1e8337cb533630aaf2f8,1086,155,65,.ico,1,7.0,7.0,7,7,,19790.0,19790.0,19790,19790
milesg/gordo-model-server,latest,a97b990f94a535c4caa6a301faef1766608d0d6f7f3d1e8337cb533630aaf2f8,1086,155,65,.css,1,6.0,6.0,6,6,,96.0,96.0,96,96
milesg/gordo-model-server,latest,a97b990f94a535c4caa6a301faef1766608d0d6f7f3d1e8337cb533630aaf2f8,1086,155,65,.rst,1,6.0,6.0,6,6,,9561.0,9561.0,9561,9561
milesg/gordo-model-server,latest,a97b990f94a535c4caa6a301faef1766608d0d6f7f3d1e8337cb533630aaf2f8,1086,155,65,.dat,3,4.0,4.0,4,4,,268744.0,18008.0,788224,0
milesg/gordo-model-server,latest,a97b990f94a535c4caa6a301faef1766608d0d6f7f3d1e8337cb533630aaf2f8,1086,155,65,.dat-old,2,4.0,4.0,4,4,,419415.0,419415.0,820503,18327
milesg/gordo-model-server,latest,a97b990f94a535c4caa6a301faef1766608d0d6f7f3d1e8337cb533630aaf2f8,1086,155,65,.list,6,5.0,5.0,5,5,,429.3333333333333,400.5,580,248
milesg/gordo-model-server,latest,a97b990f94a535c4caa6a301faef1766608d0d6f7f3d1e8337cb533630aaf2f8,1086,155,65,.md5sums,6,5.0,5.0,5,5,,459.1666666666667,416.0,669,217
milesg/gordo-model-server,latest,a97b990f94a535c4caa6a301faef1766608d0d6f7f3d1e8337cb533630aaf2f8,1086,155,65,.shlibs,5,5.0,5.0,5,5,,55.8,45.0,110,26
milesg/gordo-model-server,latest,a97b990f94a535c4caa6a301faef1766608d0d6f7f3d1e8337cb533630aaf2f8,1086,155,65,.symbols,5,5.0,5.0,5,5,,7943.6,5809.0,22345,1226
milesg/gordo-model-server,latest,a97b990f94a535c4caa6a301faef1766608d0d6f7f3d1e8337cb533630aaf2f8,1086,155,65,.postrm,1,5.0,5.0,5,5,,66.0,66.0,66,66
milesg/gordo-model-server,latest,a97b990f94a535c4caa6a301faef1766608d0d6f7f3d1e8337cb533630aaf2f8,1086,155,65,.triggers,5,5.0,5.0,5,5,,53.2,60.0,60,26
milesg/gordo-model-server,latest,a97b990f94a535c4caa6a301faef1766608d0d6f7f3d1e8337cb533630aaf2f8,1086,155,65,.postinst,1,5.0,5.0,5,5,,205.0,205.0,205,205
milesg/gordo-model-server,latest,a97b990f94a535c4caa6a301faef1766608d0d6f7f3d1e8337cb533630aaf2f8,1086,155,65,.log,5,3.6,4.0,4,3,,43034.8,10232.0,148082,4072
milesg/gordo-model-server,latest,218b2a9833bccb39f17e9f9fe8f152fb50d3f0cfca386b260510da8268ac6705,1,1,0,.txt,1,2.0,2.0,2,2,,3336.0,3336.0,3336,3336
milesg/gordo-model-server,latest,aaba0609d543071ad229fcea4efdc4aa8d3b4479443d214f89411d809631367f,671,50,12,none,24,4.125,4.0,8,2,,36718.875,3622.0,654824,0
milesg/gordo-model-server,latest,aaba0609d543071ad229fcea4efdc4aa8d3b4479443d214f89411d809631367f,671,50,12,.cnf,2,3.5,3.5,4,3,,5758.0,5758.0,10771,745
milesg/gordo-model-server,latest,aaba0609d543071ad229fcea4efdc4aa8d3b4479443d214f89411d809631367f,671,50,12,.pl,1,5.0,5.0,5,5,,6754.0,6754.0,6754,6754
milesg/gordo-model-server,latest,aaba0609d543071ad229fcea4efdc4aa8d3b4479443d214f89411d809631367f,671,50,12,.so,5,4.0,4.0,5,2,,638770.0,22928.0,2715840,6000
milesg/gordo-model-server,latest,aaba0609d543071ad229fcea4efdc4aa8d3b4479443d214f89411d809631367f,671,50,12,.crt,145,4.993103448275862,5.0,5,4,,3161.158620689655,1480.0,235192,656
milesg/gordo-model-server,latest,aaba0609d543071ad229fcea4efdc4aa8d3b4479443d214f89411d809631367f,671,50,12,.com_EV_Root_Certification_Authority_ECC,2,4.5,4.5,5,4,,478.0,478.0,956,0
milesg/gordo-model-server,latest,aaba0609d543071ad229fcea4efdc4aa8d3b4479443d214f89411d809631367f,671,50,12,.com_Root_Certification_Authority_RSA,2,4.5,4.5,5,4,,1047.0,1047.0,2094,0
milesg/gordo-model-server,latest,aaba0609d543071ad229fcea4efdc4aa8d3b4479443d214f89411d809631367f,671,50,12,.com,2,4.5,4.5,5,4,,1061.0,1061.0,2122,0
milesg/gordo-model-server,latest,aaba0609d543071ad229fcea4efdc4aa8d3b4479443d214f89411d809631367f,671,50,12,.com_Root_Certification_Authority_ECC,2,4.5,4.5,5,4,,472.0,472.0,944,0
milesg/gordo-model-server,latest,aaba0609d543071ad229fcea4efdc4aa8d3b4479443d214f89411d809631367f,671,50,12,.net_Premium_2048_Secure_Server_CA,2,4.5,4.5,5,4,,752.5,752.5,1505,0
milesg/gordo-model-server,latest,aaba0609d543071ad229fcea4efdc4aa8d3b4479443d214f89411d809631367f,671,50,12,.A,2,4.5,4.5,5,4,,1140.5,1140.5,2281,0
milesg/gordo-model-server,latest,aaba0609d543071ad229fcea4efdc4aa8d3b4479443d214f89411d809631367f,671,50,12,.com_EV_Root_Certification_Authority_RSA_R2,2,4.5,4.5,5,4,,1057.0,1057.0,2114,0
milesg/gordo-model-server,latest,aaba0609d543071ad229fcea4efdc4aa8d3b4479443d214f89411d809631367f,671,50,12,.conf,1,2.0,2.0,2,2,,6790.0,6790.0,6790,6790
milesg/gordo-model-server,latest,aaba0609d543071ad229fcea4efdc4aa8d3b4479443d214f89411d809631367f,671,50,12,.pem,144,4.0,4.0,4,4,,0.0,0.0,0,0
milesg/gordo-model-server,latest,aaba0609d543071ad229fcea4efdc4aa8d3b4479443d214f89411d809631367f,671,50,12,.0,302,4.0,4.0,4,4,,0.0,0.0,0,0
milesg/gordo-model-server,latest,aaba0609d543071ad229fcea4efdc4aa8d3b4479443d214f89411d809631367f,671,50,12,.dat,3,4.0,4.0,4,4,,268744.0,18008.0,788224,0
milesg/gordo-model-server,latest,aaba0609d543071ad229fcea4efdc4aa8d3b4479443d214f89411d809631367f,671,50,12,.dat-old,2,4.0,4.0,4,4,,382912.5,382912.5,761185,4640
milesg/gordo-model-server,latest,aaba0609d543071ad229fcea4efdc4aa8d3b4479443d214f89411d809631367f,671,50,12,.postinst,3,5.0,5.0,5,5,,2495.0,1563.0,5802,120
milesg/gordo-model-server,latest,aaba0609d543071ad229fcea4efdc4aa8d3b4479443d214f89411d809631367f,671,50,12,.md5sums,3,5.0,5.0,5,5,,7456.666666666667,5064.0,17171,135
milesg/gordo-model-server,latest,aaba0609d543071ad229fcea4efdc4aa8d3b4479443d214f89411d809631367f,671,50,12,.list,3,5.0,5.0,5,5,,5907.666666666667,5380.0,12161,182
milesg/gordo-model-server,latest,aaba0609d543071ad229fcea4efdc4aa8d3b4479443d214f89411d809631367f,671,50,12,.1:amd64,8,5.0,5.0,5,5,,28117.875,477.5,183103,60
milesg/gordo-model-server,latest,aaba0609d543071ad229fcea4efdc4aa8d3b4479443d214f89411d809631367f,671,50,12,.triggers,1,5.0,5.0,5,5,,70.0,70.0,70,70
milesg/gordo-model-server,latest,aaba0609d543071ad229fcea4efdc4aa8d3b4479443d214f89411d809631367f,671,50,12,.config,1,5.0,5.0,5,5,,10562.0,10562.0,10562,10562
milesg/gordo-model-server,latest,aaba0609d543071ad229fcea4efdc4aa8d3b4479443d214f89411d809631367f,671,50,12,.conffiles,2,5.0,5.0,5,5,,29.5,29.5,38,21
milesg/gordo-model-server,latest,aaba0609d543071ad229fcea4efdc4aa8d3b4479443d214f89411d809631367f,671,50,12,.templates,1,5.0,5.0,5,5,,25009.0,25009.0,25009,25009
milesg/gordo-model-server,latest,aaba0609d543071ad229fcea4efdc4aa8d3b4479443d214f89411d809631367f,671,50,12,.postrm,2,5.0,5.0,5,5,,1192.5,1192.5,1629,756
milesg/gordo-model-server,latest,aaba0609d543071ad229fcea4efdc4aa8d3b4479443d214f89411d809631367f,671,50,12,.log,4,3.75,4.0,4,3,,2965.75,3310.5,4932,310
milesg/gordo-model-server,latest,af4a941e5376cf32a37e6e1f84ecd0bab61df154ff6871a29ef19848f5d3ca51,4,3,0,none,4,4.0,4.0,4,4,,0.0,0.0,0,0
milesg/gordo-model-server,latest,f3e4426949c72bbb5feb083dfb7193a94e95ad72a67f7186bde1b4adec7ca7e1,483,179,82,.6,2,4.0,4.0,4,4,,228.5,228.5,235,222
milesg/gordo-model-server,latest,f3e4426949c72bbb5feb083dfb7193a94e95ad72a67f7186bde1b4adec7ca7e1,483,179,82,none,26,5.615384615384615,7.0,7,2,,9196.807692307691,228.5,75622,0
milesg/gordo-model-server,latest,f3e4426949c72bbb5feb083dfb7193a94e95ad72a67f7186bde1b4adec7ca7e1,483,179,82,.py,423,8.825059101654846,9.0,11,6,,12004.217494089835,4343.0,263468,0
milesg/gordo-model-server,latest,f3e4426949c72bbb5feb083dfb7193a94e95ad72a67f7186bde1b4adec7ca7e1,483,179,82,.exe,10,7.8,7.0,9,7,,79667.2,75008.0,102912,65536
milesg/gordo-model-server,latest,f3e4426949c72bbb5feb083dfb7193a94e95ad72a67f7186bde1b4adec7ca7e1,483,179,82,.cfg,1,10.0,10.0,10,10,,2617.0,2617.0,2617,2617
milesg/gordo-model-server,latest,f3e4426949c72bbb5feb083dfb7193a94e95ad72a67f7186bde1b4adec7ca7e1,483,179,82,.pem,1,9.0,9.0,9,9,,278533.0,278533.0,278533,278533
milesg/gordo-model-server,latest,f3e4426949c72bbb5feb083dfb7193a94e95ad72a67f7186bde1b4adec7ca7e1,483,179,82,.txt,9,7.0,7.0,7,7,,634.7777777777778,113.0,2990,4
milesg/gordo-model-server,latest,f3e4426949c72bbb5feb083dfb7193a94e95ad72a67f7186bde1b4adec7ca7e1,483,179,82,.tmpl,2,7.0,7.0,7,7,,178.0,178.0,218,138
milesg/gordo-model-server,latest,f3e4426949c72bbb5feb083dfb7193a94e95ad72a67f7186bde1b4adec7ca7e1,483,179,82,.xml,1,8.0,8.0,8,8,,628.0,628.0,628,628
milesg/gordo-model-server,latest,f3e4426949c72bbb5feb083dfb7193a94e95ad72a67f7186bde1b4adec7ca7e1,483,179,82,.so,1,2.0,2.0,2,2,,7097.0,7097.0,7097,7097
milesg/gordo-model-server,latest,f3e4426949c72bbb5feb083dfb7193a94e95ad72a67f7186bde1b4adec7ca7e1,483,179,82,.dat,3,4.0,4.0,4,4,,268744.0,18008.0,788224,0
milesg/gordo-model-server,latest,f3e4426949c72bbb5feb083dfb7193a94e95ad72a67f7186bde1b4adec7ca7e1,483,179,82,.log,4,3.75,4.0,4,3,,56440.25,29472.5,161408,5408
milesg/gordo-model-server,latest,2fc63c7150c54bd25454d99639f5e87c2a77dd61a2de4dabbc0f31d95c81cd99,1,0,0,.tar,1,1.0,1.0,1,1,,193863.0,193863.0,193863,193863
milesg/gordo-model-server,latest,80369df487363e56aea88d4d41b61f1607fc2ec198e9327cfde36a5346c71bf2,4114,449,59,none,2565,5.008576998050683,5.0,7,2,,11021.030409356725,1416.0,2021960,0
milesg/gordo-model-server,latest,80369df487363e56aea88d4d41b61f1607fc2ec198e9327cfde36a5346c71bf2,4114,449,59,.textutils,1,3.0,3.0,3,3,,43880.0,43880.0,43880,43880
milesg/gordo-model-server,latest,80369df487363e56aea88d4d41b61f1607fc2ec198e9327cfde36a5346c71bf2,4114,449,59,.ul,1,3.0,3.0,3,3,,14824.0,14824.0,14824,14824
milesg/gordo-model-server,latest,80369df487363e56aea88d4d41b61f1607fc2ec198e9327cfde36a5346c71bf2,4114,449,59,.24,21,3.0,3.0,3,3,,282703.61904761905,47688.0,2021960,6304
milesg/gordo-model-server,latest,80369df487363e56aea88d4d41b61f1607fc2ec198e9327cfde36a5346c71bf2,4114,449,59,.d,3,3.0,3.0,3,3,,11475.666666666666,16062.0,18110,255
milesg/gordo-model-server,latest,80369df487363e56aea88d4d41b61f1607fc2ec198e9327cfde36a5346c71bf2,4114,449,59,.py,6,6.166666666666667,6.5,7,5,,15979.833333333334,5971.0,55953,1
milesg/gordo-model-server,latest,80369df487363e56aea88d4d41b61f1607fc2ec198e9327cfde36a5346c71bf2,4114,449,59,.systemd,1,4.0,4.0,4,4,,15416.0,15416.0,15416,15416
milesg/gordo-model-server,latest,80369df487363e56aea88d4d41b61f1607fc2ec198e9327cfde36a5346c71bf2,4114,449,59,.0,5,3.8,4.0,4,3,,98781.6,35744.0,215040,11358
milesg/gordo-model-server,latest,80369df487363e56aea88d4d41b61f1607fc2ec198e9327cfde36a5346c71bf2,4114,449,59,.so,410,4.495121951219512,5.0,8,2,,74199.84146341463,10408.0,1776872,0
milesg/gordo-model-server,latest,80369df487363e56aea88d4d41b61f1607fc2ec198e9327cfde36a5346c71bf2,4114,449,59,.3,2,4.0,4.0,4,4,,925237.0,925237.0,1827512,22962
milesg/gordo-model-server,latest,80369df487363e56aea88d4d41b61f1607fc2ec198e9327cfde36a5346c71bf2,4114,449,59,.pm,175,6.1085714285714285,6.0,7,5,,3415.542857142857,1202.0,46927,133
milesg/gordo-model-server,latest,80369df487363e56aea88d4d41b61f1607fc2ec198e9327cfde36a5346c71bf2,4114,449,59,.pl,457,7.864332603938731,8.0,8,4,,4103.774617067834,801.0,398291,409
milesg/gordo-model-server,latest,80369df487363e56aea88d4d41b61f1607fc2ec198e9327cfde36a5346c71bf2,4114,449,59,.110,1,5.0,5.0,5,5,,22696.0,22696.0,22696,22696
milesg/gordo-model-server,latest,80369df487363e56aea88d4d41b61f1607fc2ec198e9327cfde36a5346c71bf2,4114,449,59,.61,1,5.0,5.0,5,5,,18600.0,18600.0,18600,18600
milesg/gordo-model-server,latest,80369df487363e56aea88d4d41b61f1607fc2ec198e9327cfde36a5346c71bf2,4114,449,59,.cache,1,5.0,5.0,5,5,,26258.0,26258.0,26258,26258
milesg/gordo-model-server,latest,80369df487363e56aea88d4d41b61f1607fc2ec198e9327cfde36a5346c71bf2,4114,449,59,.conf,24,2.75,3.0,4,2,,1465.125,788.5,4620,9
milesg/gordo-model-server,latest,80369df487363e56aea88d4d41b61f1607fc2ec198e9327cfde36a5346c71bf2,4114,449,59,.apt,1,6.0,6.0,6,6,,567.0,567.0,567,567
milesg/gordo-model-server,latest,80369df487363e56aea88d4d41b61f1607fc2ec198e9327cfde36a5346c71bf2,4114,449,59,.gpg,11,4.0,4.0,4,4,,11109.0,7483.0,49015,2275
milesg/gordo-model-server,latest,80369df487363e56aea88d4d41b61f1607fc2ec198e9327cfde36a5346c71bf2,4114,449,59,.tab,3,4.0,4.0,4,4,,13941.666666666666,17938.0,19424,4463
milesg/gordo-model-server,latest,80369df487363e56aea88d4d41b61f1607fc2ec198e9327cfde36a5346c71bf2,4114,449,59,.list,74,4.95945945945946,5.0,5,3,,3832.391891891892,701.0,73965,205
milesg/gordo-model-server,latest,80369df487363e56aea88d4d41b61f1607fc2ec198e9327cfde36a5346c71bf2,4114,449,59,.profile,2,4.0,4.0,4,4,,110.0,110.0,148,72
milesg/gordo-model-server,latest,80369df487363e56aea88d4d41b61f1607fc2ec198e9327cfde36a5346c71bf2,4114,449,59,.bashrc,2,3.0,3.0,4,2,,1216.5,1216.5,1863,570
milesg/gordo-model-server,latest,80369df487363e56aea88d4d41b61f1607fc2ec198e9327cfde36a5346c71bf2,4114,449,59,.md5sums,78,4.923076923076923,5.0,5,4,,3987.9615384615386,573.0,55779,46
milesg/gordo-model-server,latest,80369df487363e56aea88d4d41b61f1607fc2ec198e9327cfde36a5346c71bf2,4114,449,59,.dir,1,4.0,4.0,4,4,,781.0,781.0,781,781
milesg/gordo-model-server,latest,80369df487363e56aea88d4d41b61f1607fc2ec198e9327cfde36a5346c71bf2,4114,449,59,.png,1,4.0,4.0,4,4,,1718.0,1718.0,1718,1718
milesg/gordo-model-server,latest,80369df487363e56aea88d4d41b61f1607fc2ec198e9327cfde36a5346c71bf2,4114,449,59,.sh,6,3.1666666666666665,3.0,4,3,,3220.5,3809.0,3809,1212
milesg/gordo-model-server,latest,80369df487363e56aea88d4d41b61f1607fc2ec198e9327cfde36a5346c71bf2,4114,449,59,.2,1,4.0,4.0,4,4,,20431.0,20431.0,20431,20431
milesg/gordo-model-server,latest,80369df487363e56aea88d4d41b61f1607fc2ec198e9327cfde36a5346c71bf2,4114,449,59,.1,5,3.4,3.0,4,3,,14583.0,20630.0,26530,0
milesg/gordo-model-server,latest,80369df487363e56aea88d4d41b61f1607fc2ec198e9327cfde36a5346c71bf2,4114,449,59,.bfs,2,3.5,3.5,5,2,,16028.0,16028.0,31400,656
milesg/gordo-model-server,latest,80369df487363e56aea88d4d41b61f1607fc2ec198e9327cfde36a5346c71bf2,4114,449,59,.minix,4,3.5,3.5,5,2,,41800.25,40865.0,85088,383
milesg/gordo-model-server,latest,80369df487363e56aea88d4d41b61f1607fc2ec198e9327cfde36a5346c71bf2,4114,449,59,.cramfs,4,3.5,3.5,5,2,,18141.0,18138.5,35680,607
milesg/gordo-model-server,latest,80369df487363e56aea88d4d41b61f1607fc2ec198e9327cfde36a5346c71bf2,4114,449,59,.master,2,4.0,4.0,4,4,,661.5,661.5,877,446
milesg/gordo-model-server,latest,80369df487363e56aea88d4d41b61f1607fc2ec198e9327cfde36a5346c71bf2,4114,449,59,.distrib,1,2.0,2.0,2,2,,117208.0,117208.0,117208,117208
milesg/gordo-model-server,latest,80369df487363e56aea88d4d41b61f1607fc2ec198e9327cfde36a5346c71bf2,4114,449,59,.ext4,2,2.0,2.0,2,2,,217520.0,217520.0,309792,125248
milesg/gordo-model-server,latest,80369df487363e56aea88d4d41b61f1607fc2ec198e9327cfde36a5346c71bf2,4114,449,59,.ext3,2,2.0,2.0,2,2,,217520.0,217520.0,309792,125248
milesg/gordo-model-server,latest,80369df487363e56aea88d4d41b61f1607fc2ec198e9327cfde36a5346c71bf2,4114,449,59,.ext2,2,2.0,2.0,2,2,,217520.0,217520.0,309792,125248
milesg/gordo-model-server,latest,80369df487363e56aea88d4d41b61f1607fc2ec198e9327cfde36a5346c71bf2,4114,449,59,.net,1,2.0,2.0,2,2,,19.0,19.0,19,19
milesg/gordo-model-server,latest,80369df487363e56aea88d4d41b61f1607fc2ec198e9327cfde36a5346c71bf2,4114,449,59,.blacklist,1,2.0,2.0,2,2,,367.0,367.0,367,367
milesg/gordo-model-server,latest,80369df487363e56aea88d4d41b61f1607fc2ec198e9327cfde36a5346c71bf2,4114,449,59,.lock,1,2.0,2.0,2,2,,0.0,0.0,0,0
milesg/gordo-model-server,latest,80369df487363e56aea88d4d41b61f1607fc2ec198e9327cfde36a5346c71bf2,4114,449,59,.defs,1,2.0,2.0,2,2,,10477.0,10477.0,10477,10477
milesg/gordo-model-server,latest,80369df487363e56aea88d4d41b61f1607fc2ec198e9327cfde36a5346c71bf2,4114,449,59,.init,1,3.0,3.0,3,3,,1016.0,1016.0,1016,1016
milesg/gordo-model-server,latest,80369df487363e56aea88d4d41b61f1607fc2ec198e9327cfde36a5346c71bf2,4114,449,59,.timer,8,5.0,5.0,6,4,,57.5,28.0,184,0
milesg/gordo-model-server,latest,80369df487363e56aea88d4d41b61f1607fc2ec198e9327cfde36a5346c71bf2,4114,449,59,.7,2,4.0,4.0,5,3,,41.5,41.5,83,0
milesg/gordo-model-server,latest,80369df487363e56aea88d4d41b61f1607fc2ec198e9327cfde36a5346c71bf2,4114,449,59,.8,1,3.0,3.0,3,3,,0.0,0.0,0,0
milesg/gordo-model-server,latest,80369df487363e56aea88d4d41b61f1607fc2ec198e9327cfde36a5346c71bf2,4114,449,59,.cfg,1,3.0,3.0,3,3,,446.0,446.0,446,446
milesg/gordo-model-server,latest,80369df487363e56aea88d4d41b61f1607fc2ec198e9327cfde36a5346c71bf2,4114,449,59,.dat,3,4.0,4.0,4,4,,243571.33333333334,4454.0,726260,0
