Topic,Repos,Tag,Metrics,Value
MLops,SeldonIO/seldon-core,operator/v1.1.0,Permissions,0.0
MLops,SeldonIO/seldon-core,operator/v1.1.0,Filesystem,21.74
MLops,SeldonIO/seldon-core,operator/v1.1.0,Dependencies,45.65
MLops,SeldonIO/seldon-core,operator/v1.1.0,Build/Execute,32.61
MLops,SeldonIO/seldon-core,operator/v1.1.0,Environment,0.0
MLops,SeldonIO/seldon-core,operator_v1.1.0,Permissions,3.65
MLops,SeldonIO/seldon-core,operator_v1.1.0,Filesystem,22.07
MLops,SeldonIO/seldon-core,operator_v1.1.0,Dependencies,43.76
MLops,SeldonIO/seldon-core,operator_v1.1.0,Build/Execute,30.13
MLops,SeldonIO/seldon-core,operator_v1.1.0,Environment,0.38
MLops,SeldonIO/seldon-core,v1.1.0,Permissions,3.35
MLops,SeldonIO/seldon-core,v1.1.0,Filesystem,22.05
MLops,SeldonIO/seldon-core,v1.1.0,Dependencies,43.92
MLops,SeldonIO/seldon-core,v1.1.0,Build/Execute,30.34
MLops,SeldonIO/seldon-core,v1.1.0,Environment,0.35
MLops,SeldonIO/seldon-core,operator/v1.2.0,Permissions,0.0
MLops,SeldonIO/seldon-core,operator/v1.2.0,Filesystem,21.74
MLops,SeldonIO/seldon-core,operator/v1.2.0,Dependencies,45.65
MLops,SeldonIO/seldon-core,operator/v1.2.0,Build/Execute,32.61
MLops,SeldonIO/seldon-core,operator/v1.2.0,Environment,0.0
MLops,SeldonIO/seldon-core,operator_v1.2.0,Permissions,3.65
MLops,SeldonIO/seldon-core,operator_v1.2.0,Filesystem,22.07
MLops,SeldonIO/seldon-core,operator_v1.2.0,Dependencies,43.76
MLops,SeldonIO/seldon-core,operator_v1.2.0,Build/Execute,30.13
MLops,SeldonIO/seldon-core,operator_v1.2.0,Environment,0.38
MLops,SeldonIO/seldon-core,v1.2.0,Permissions,3.35
MLops,SeldonIO/seldon-core,v1.2.0,Filesystem,22.05
MLops,SeldonIO/seldon-core,v1.2.0,Dependencies,43.92
MLops,SeldonIO/seldon-core,v1.2.0,Build/Execute,30.34
MLops,SeldonIO/seldon-core,v1.2.0,Environment,0.35
MLops,SeldonIO/seldon-core,operator/v1.2.1,Permissions,0.0
MLops,SeldonIO/seldon-core,operator/v1.2.1,Filesystem,21.74
MLops,SeldonIO/seldon-core,operator/v1.2.1,Dependencies,45.65
MLops,SeldonIO/seldon-core,operator/v1.2.1,Build/Execute,32.61
MLops,SeldonIO/seldon-core,operator/v1.2.1,Environment,0.0
MLops,SeldonIO/seldon-core,operator_v1.2.1,Permissions,3.65
MLops,SeldonIO/seldon-core,operator_v1.2.1,Filesystem,22.07
MLops,SeldonIO/seldon-core,operator_v1.2.1,Dependencies,43.76
MLops,SeldonIO/seldon-core,operator_v1.2.1,Build/Execute,30.13
MLops,SeldonIO/seldon-core,operator_v1.2.1,Environment,0.38
MLops,SeldonIO/seldon-core,v1.2.1,Permissions,3.35
MLops,SeldonIO/seldon-core,v1.2.1,Filesystem,22.05
MLops,SeldonIO/seldon-core,v1.2.1,Dependencies,43.92
MLops,SeldonIO/seldon-core,v1.2.1,Build/Execute,30.34
MLops,SeldonIO/seldon-core,v1.2.1,Environment,0.35
MLops,SeldonIO/seldon-core,operator/v1.2.2,Permissions,0.0
MLops,SeldonIO/seldon-core,operator/v1.2.2,Filesystem,21.74
MLops,SeldonIO/seldon-core,operator/v1.2.2,Dependencies,45.65
MLops,SeldonIO/seldon-core,operator/v1.2.2,Build/Execute,32.61
MLops,SeldonIO/seldon-core,operator/v1.2.2,Environment,0.0
MLops,SeldonIO/seldon-core,operator_v1.2.2,Permissions,3.65
MLops,SeldonIO/seldon-core,operator_v1.2.2,Filesystem,22.07
MLops,SeldonIO/seldon-core,operator_v1.2.2,Dependencies,43.76
MLops,SeldonIO/seldon-core,operator_v1.2.2,Build/Execute,30.13
MLops,SeldonIO/seldon-core,operator_v1.2.2,Environment,0.38
MLops,SeldonIO/seldon-core,v1.2.2,Permissions,3.35
MLops,SeldonIO/seldon-core,v1.2.2,Filesystem,22.05
MLops,SeldonIO/seldon-core,v1.2.2,Dependencies,43.92
MLops,SeldonIO/seldon-core,v1.2.2,Build/Execute,30.34
MLops,SeldonIO/seldon-core,v1.2.2,Environment,0.35
MLops,SeldonIO/seldon-core,operator/v1.2.3,Permissions,0.0
MLops,SeldonIO/seldon-core,operator/v1.2.3,Filesystem,21.74
MLops,SeldonIO/seldon-core,operator/v1.2.3,Dependencies,45.65
MLops,SeldonIO/seldon-core,operator/v1.2.3,Build/Execute,32.61
MLops,SeldonIO/seldon-core,operator/v1.2.3,Environment,0.0
MLops,SeldonIO/seldon-core,operator_v1.2.3,Permissions,3.65
MLops,SeldonIO/seldon-core,operator_v1.2.3,Filesystem,22.07
MLops,SeldonIO/seldon-core,operator_v1.2.3,Dependencies,43.76
MLops,SeldonIO/seldon-core,operator_v1.2.3,Build/Execute,30.13
MLops,SeldonIO/seldon-core,operator_v1.2.3,Environment,0.38
MLops,SeldonIO/seldon-core,v1.2.3,Permissions,3.35
MLops,SeldonIO/seldon-core,v1.2.3,Filesystem,22.05
MLops,SeldonIO/seldon-core,v1.2.3,Dependencies,43.92
MLops,SeldonIO/seldon-core,v1.2.3,Build/Execute,30.34
MLops,SeldonIO/seldon-core,v1.2.3,Environment,0.35
MLops,SeldonIO/seldon-core,operator/v1.3.0,Permissions,0.0
MLops,SeldonIO/seldon-core,operator/v1.3.0,Filesystem,21.74
MLops,SeldonIO/seldon-core,operator/v1.3.0,Dependencies,45.65
MLops,SeldonIO/seldon-core,operator/v1.3.0,Build/Execute,32.61
MLops,SeldonIO/seldon-core,operator/v1.3.0,Environment,0.0
MLops,SeldonIO/seldon-core,operator_v1.3.0,Permissions,3.65
MLops,SeldonIO/seldon-core,operator_v1.3.0,Filesystem,22.07
MLops,SeldonIO/seldon-core,operator_v1.3.0,Dependencies,43.76
MLops,SeldonIO/seldon-core,operator_v1.3.0,Build/Execute,30.13
MLops,SeldonIO/seldon-core,operator_v1.3.0,Environment,0.38
MLops,SeldonIO/seldon-core,v1.3.0,Permissions,3.35
MLops,SeldonIO/seldon-core,v1.3.0,Filesystem,22.05
MLops,SeldonIO/seldon-core,v1.3.0,Dependencies,43.92
MLops,SeldonIO/seldon-core,v1.3.0,Build/Execute,30.34
MLops,SeldonIO/seldon-core,v1.3.0,Environment,0.35
MLops,SeldonIO/seldon-core,operator/v1.4.0,Permissions,0.0
MLops,SeldonIO/seldon-core,operator/v1.4.0,Filesystem,21.74
MLops,SeldonIO/seldon-core,operator/v1.4.0,Dependencies,45.65
MLops,SeldonIO/seldon-core,operator/v1.4.0,Build/Execute,32.61
MLops,SeldonIO/seldon-core,operator/v1.4.0,Environment,0.0
MLops,SeldonIO/seldon-core,operator_v1.4.0,Permissions,3.65
MLops,SeldonIO/seldon-core,operator_v1.4.0,Filesystem,22.07
MLops,SeldonIO/seldon-core,operator_v1.4.0,Dependencies,43.76
MLops,SeldonIO/seldon-core,operator_v1.4.0,Build/Execute,30.13
MLops,SeldonIO/seldon-core,operator_v1.4.0,Environment,0.38
MLops,SeldonIO/seldon-core,v1.4.0,Permissions,3.35
MLops,SeldonIO/seldon-core,v1.4.0,Filesystem,22.05
MLops,SeldonIO/seldon-core,v1.4.0,Dependencies,43.92
MLops,SeldonIO/seldon-core,v1.4.0,Build/Execute,30.34
MLops,SeldonIO/seldon-core,v1.4.0,Environment,0.35
MLops,SeldonIO/seldon-core,operator/v1.5.0,Permissions,0.0
MLops,SeldonIO/seldon-core,operator/v1.5.0,Filesystem,21.74
MLops,SeldonIO/seldon-core,operator/v1.5.0,Dependencies,45.65
MLops,SeldonIO/seldon-core,operator/v1.5.0,Build/Execute,32.61
MLops,SeldonIO/seldon-core,operator/v1.5.0,Environment,0.0
MLops,SeldonIO/seldon-core,operator_v1.5.0,Permissions,3.65
MLops,SeldonIO/seldon-core,operator_v1.5.0,Filesystem,22.07
MLops,SeldonIO/seldon-core,operator_v1.5.0,Dependencies,43.76
MLops,SeldonIO/seldon-core,operator_v1.5.0,Build/Execute,30.13
MLops,SeldonIO/seldon-core,operator_v1.5.0,Environment,0.38
MLops,SeldonIO/seldon-core,v1.5.0,Permissions,3.35
MLops,SeldonIO/seldon-core,v1.5.0,Filesystem,22.05
MLops,SeldonIO/seldon-core,v1.5.0,Dependencies,43.92
MLops,SeldonIO/seldon-core,v1.5.0,Build/Execute,30.34
MLops,SeldonIO/seldon-core,v1.5.0,Environment,0.35
MLops,SeldonIO/seldon-core,operator/v1.5.1,Permissions,0.0
MLops,SeldonIO/seldon-core,operator/v1.5.1,Filesystem,21.74
MLops,SeldonIO/seldon-core,operator/v1.5.1,Dependencies,45.65
MLops,SeldonIO/seldon-core,operator/v1.5.1,Build/Execute,32.61
MLops,SeldonIO/seldon-core,operator/v1.5.1,Environment,0.0
MLops,SeldonIO/seldon-core,operator_v1.5.1,Permissions,3.65
MLops,SeldonIO/seldon-core,operator_v1.5.1,Filesystem,22.07
MLops,SeldonIO/seldon-core,operator_v1.5.1,Dependencies,43.76
MLops,SeldonIO/seldon-core,operator_v1.5.1,Build/Execute,30.13
MLops,SeldonIO/seldon-core,operator_v1.5.1,Environment,0.38
MLops,SeldonIO/seldon-core,v1.5.1,Permissions,3.35
MLops,SeldonIO/seldon-core,v1.5.1,Filesystem,22.05
MLops,SeldonIO/seldon-core,v1.5.1,Dependencies,43.92
MLops,SeldonIO/seldon-core,v1.5.1,Build/Execute,30.34
MLops,SeldonIO/seldon-core,v1.5.1,Environment,0.35
MLops,SeldonIO/seldon-core,operator/v1.6.0,Permissions,0.0
MLops,SeldonIO/seldon-core,operator/v1.6.0,Filesystem,21.74
MLops,SeldonIO/seldon-core,operator/v1.6.0,Dependencies,45.65
MLops,SeldonIO/seldon-core,operator/v1.6.0,Build/Execute,32.61
MLops,SeldonIO/seldon-core,operator/v1.6.0,Environment,0.0
MLops,SeldonIO/seldon-core,operator_v1.6.0,Permissions,3.65
MLops,SeldonIO/seldon-core,operator_v1.6.0,Filesystem,22.07
MLops,SeldonIO/seldon-core,operator_v1.6.0,Dependencies,43.76
MLops,SeldonIO/seldon-core,operator_v1.6.0,Build/Execute,30.13
MLops,SeldonIO/seldon-core,operator_v1.6.0,Environment,0.38
MLops,SeldonIO/seldon-core,v1.6.0,Permissions,3.35
MLops,SeldonIO/seldon-core,v1.6.0,Filesystem,22.05
MLops,SeldonIO/seldon-core,v1.6.0,Dependencies,43.92
MLops,SeldonIO/seldon-core,v1.6.0,Build/Execute,30.34
MLops,SeldonIO/seldon-core,v1.6.0,Environment,0.35
MLops,SeldonIO/seldon-core,operator/v1.2.4,Permissions,0.0
MLops,SeldonIO/seldon-core,operator/v1.2.4,Filesystem,21.74
MLops,SeldonIO/seldon-core,operator/v1.2.4,Dependencies,45.65
MLops,SeldonIO/seldon-core,operator/v1.2.4,Build/Execute,32.61
MLops,SeldonIO/seldon-core,operator/v1.2.4,Environment,0.0
MLops,SeldonIO/seldon-core,operator_v1.2.4,Permissions,3.65
MLops,SeldonIO/seldon-core,operator_v1.2.4,Filesystem,22.07
MLops,SeldonIO/seldon-core,operator_v1.2.4,Dependencies,43.76
MLops,SeldonIO/seldon-core,operator_v1.2.4,Build/Execute,30.13
MLops,SeldonIO/seldon-core,operator_v1.2.4,Environment,0.38
MLops,SeldonIO/seldon-core,v1.2.4,Permissions,3.35
MLops,SeldonIO/seldon-core,v1.2.4,Filesystem,22.05
MLops,SeldonIO/seldon-core,v1.2.4,Dependencies,43.92
MLops,SeldonIO/seldon-core,v1.2.4,Build/Execute,30.34
MLops,SeldonIO/seldon-core,v1.2.4,Environment,0.35
MLops,SeldonIO/seldon-core,operator/v1.5.2,Permissions,0.0
MLops,SeldonIO/seldon-core,operator/v1.5.2,Filesystem,21.74
MLops,SeldonIO/seldon-core,operator/v1.5.2,Dependencies,45.65
MLops,SeldonIO/seldon-core,operator/v1.5.2,Build/Execute,32.61
MLops,SeldonIO/seldon-core,operator/v1.5.2,Environment,0.0
MLops,SeldonIO/seldon-core,operator_v1.5.2,Permissions,3.65
MLops,SeldonIO/seldon-core,operator_v1.5.2,Filesystem,22.07
MLops,SeldonIO/seldon-core,operator_v1.5.2,Dependencies,43.76
MLops,SeldonIO/seldon-core,operator_v1.5.2,Build/Execute,30.13
MLops,SeldonIO/seldon-core,operator_v1.5.2,Environment,0.38
MLops,SeldonIO/seldon-core,v1.5.2,Permissions,3.35
MLops,SeldonIO/seldon-core,v1.5.2,Filesystem,22.05
MLops,SeldonIO/seldon-core,v1.5.2,Dependencies,43.92
MLops,SeldonIO/seldon-core,v1.5.2,Build/Execute,30.34
MLops,SeldonIO/seldon-core,v1.5.2,Environment,0.35
MLops,SeldonIO/seldon-core,operator/v1.7.0,Permissions,0.0
MLops,SeldonIO/seldon-core,operator/v1.7.0,Filesystem,21.74
MLops,SeldonIO/seldon-core,operator/v1.7.0,Dependencies,45.65
MLops,SeldonIO/seldon-core,operator/v1.7.0,Build/Execute,32.61
MLops,SeldonIO/seldon-core,operator/v1.7.0,Environment,0.0
MLops,SeldonIO/seldon-core,operator_v1.7.0,Permissions,3.65
MLops,SeldonIO/seldon-core,operator_v1.7.0,Filesystem,22.07
MLops,SeldonIO/seldon-core,operator_v1.7.0,Dependencies,43.76
MLops,SeldonIO/seldon-core,operator_v1.7.0,Build/Execute,30.13
MLops,SeldonIO/seldon-core,operator_v1.7.0,Environment,0.38
MLops,SeldonIO/seldon-core,v1.7.0,Permissions,3.35
MLops,SeldonIO/seldon-core,v1.7.0,Filesystem,22.05
MLops,SeldonIO/seldon-core,v1.7.0,Dependencies,43.92
MLops,SeldonIO/seldon-core,v1.7.0,Build/Execute,30.34
MLops,SeldonIO/seldon-core,v1.7.0,Environment,0.35
MLops,SeldonIO/seldon-core,operator/v1.8.0,Permissions,0.0
MLops,SeldonIO/seldon-core,operator/v1.8.0,Filesystem,21.74
MLops,SeldonIO/seldon-core,operator/v1.8.0,Dependencies,45.65
MLops,SeldonIO/seldon-core,operator/v1.8.0,Build/Execute,32.61
MLops,SeldonIO/seldon-core,operator/v1.8.0,Environment,0.0
MLops,SeldonIO/seldon-core,operator_v1.8.0,Permissions,3.65
MLops,SeldonIO/seldon-core,operator_v1.8.0,Filesystem,22.07
MLops,SeldonIO/seldon-core,operator_v1.8.0,Dependencies,43.76
MLops,SeldonIO/seldon-core,operator_v1.8.0,Build/Execute,30.13
MLops,SeldonIO/seldon-core,operator_v1.8.0,Environment,0.38
MLops,SeldonIO/seldon-core,v1.8.0,Permissions,3.35
MLops,SeldonIO/seldon-core,v1.8.0,Filesystem,22.05
MLops,SeldonIO/seldon-core,v1.8.0,Dependencies,43.92
MLops,SeldonIO/seldon-core,v1.8.0,Build/Execute,30.34
MLops,SeldonIO/seldon-core,v1.8.0,Environment,0.35
MLops,SeldonIO/seldon-core,operator/v1.9.0,Permissions,0.0
MLops,SeldonIO/seldon-core,operator/v1.9.0,Filesystem,21.74
MLops,SeldonIO/seldon-core,operator/v1.9.0,Dependencies,45.65
MLops,SeldonIO/seldon-core,operator/v1.9.0,Build/Execute,32.61
MLops,SeldonIO/seldon-core,operator/v1.9.0,Environment,0.0
MLops,SeldonIO/seldon-core,operator_v1.9.0,Permissions,3.65
MLops,SeldonIO/seldon-core,operator_v1.9.0,Filesystem,22.07
MLops,SeldonIO/seldon-core,operator_v1.9.0,Dependencies,43.76
MLops,SeldonIO/seldon-core,operator_v1.9.0,Build/Execute,30.13
MLops,SeldonIO/seldon-core,operator_v1.9.0,Environment,0.38
MLops,SeldonIO/seldon-core,v1.9.0,Permissions,3.35
MLops,SeldonIO/seldon-core,v1.9.0,Filesystem,22.05
MLops,SeldonIO/seldon-core,v1.9.0,Dependencies,43.92
MLops,SeldonIO/seldon-core,v1.9.0,Build/Execute,30.34
MLops,SeldonIO/seldon-core,v1.9.0,Environment,0.35
MLops,SeldonIO/seldon-core,operator/v1.9.1,Permissions,0.0
MLops,SeldonIO/seldon-core,operator/v1.9.1,Filesystem,21.74
MLops,SeldonIO/seldon-core,operator/v1.9.1,Dependencies,45.65
MLops,SeldonIO/seldon-core,operator/v1.9.1,Build/Execute,32.61
MLops,SeldonIO/seldon-core,operator/v1.9.1,Environment,0.0
MLops,SeldonIO/seldon-core,operator_v1.9.1,Permissions,3.65
MLops,SeldonIO/seldon-core,operator_v1.9.1,Filesystem,22.07
MLops,SeldonIO/seldon-core,operator_v1.9.1,Dependencies,43.76
MLops,SeldonIO/seldon-core,operator_v1.9.1,Build/Execute,30.13
MLops,SeldonIO/seldon-core,operator_v1.9.1,Environment,0.38
MLops,SeldonIO/seldon-core,v1.9.1,Permissions,3.35
MLops,SeldonIO/seldon-core,v1.9.1,Filesystem,22.05
MLops,SeldonIO/seldon-core,v1.9.1,Dependencies,43.92
MLops,SeldonIO/seldon-core,v1.9.1,Build/Execute,30.34
MLops,SeldonIO/seldon-core,v1.9.1,Environment,0.35
MLops,SeldonIO/seldon-core,operator/v1.10.0,Permissions,0.0
MLops,SeldonIO/seldon-core,operator/v1.10.0,Filesystem,21.74
MLops,SeldonIO/seldon-core,operator/v1.10.0,Dependencies,45.65
MLops,SeldonIO/seldon-core,operator/v1.10.0,Build/Execute,32.61
MLops,SeldonIO/seldon-core,operator/v1.10.0,Environment,0.0
MLops,SeldonIO/seldon-core,operator_v1.10.0,Permissions,3.65
MLops,SeldonIO/seldon-core,operator_v1.10.0,Filesystem,22.07
MLops,SeldonIO/seldon-core,operator_v1.10.0,Dependencies,43.76
MLops,SeldonIO/seldon-core,operator_v1.10.0,Build/Execute,30.13
MLops,SeldonIO/seldon-core,operator_v1.10.0,Environment,0.38
MLops,SeldonIO/seldon-core,v1.10.0,Permissions,3.35
MLops,SeldonIO/seldon-core,v1.10.0,Filesystem,22.05
MLops,SeldonIO/seldon-core,v1.10.0,Dependencies,43.92
MLops,SeldonIO/seldon-core,v1.10.0,Build/Execute,30.34
MLops,SeldonIO/seldon-core,v1.10.0,Environment,0.35
MLops,SeldonIO/seldon-core,v1.11.0,Permissions,3.35
MLops,SeldonIO/seldon-core,v1.11.0,Filesystem,22.05
MLops,SeldonIO/seldon-core,v1.11.0,Dependencies,43.92
MLops,SeldonIO/seldon-core,v1.11.0,Build/Execute,30.34
MLops,SeldonIO/seldon-core,v1.11.0,Environment,0.35
MLops,SeldonIO/seldon-core,operator/v1.11.1,Permissions,0.0
MLops,SeldonIO/seldon-core,operator/v1.11.1,Filesystem,21.74
MLops,SeldonIO/seldon-core,operator/v1.11.1,Dependencies,45.65
MLops,SeldonIO/seldon-core,operator/v1.11.1,Build/Execute,32.61
MLops,SeldonIO/seldon-core,operator/v1.11.1,Environment,0.0
MLops,SeldonIO/seldon-core,operator_v1.11.1,Permissions,3.65
MLops,SeldonIO/seldon-core,operator_v1.11.1,Filesystem,22.07
MLops,SeldonIO/seldon-core,operator_v1.11.1,Dependencies,43.76
MLops,SeldonIO/seldon-core,operator_v1.11.1,Build/Execute,30.13
MLops,SeldonIO/seldon-core,operator_v1.11.1,Environment,0.38
MLops,SeldonIO/seldon-core,v1.11.1,Permissions,3.35
MLops,SeldonIO/seldon-core,v1.11.1,Filesystem,22.05
MLops,SeldonIO/seldon-core,v1.11.1,Dependencies,43.92
MLops,SeldonIO/seldon-core,v1.11.1,Build/Execute,30.34
MLops,SeldonIO/seldon-core,v1.11.1,Environment,0.35
MLops,SeldonIO/seldon-core,operator/v1.11.2,Permissions,0.0
MLops,SeldonIO/seldon-core,operator/v1.11.2,Filesystem,21.74
MLops,SeldonIO/seldon-core,operator/v1.11.2,Dependencies,45.65
MLops,SeldonIO/seldon-core,operator/v1.11.2,Build/Execute,32.61
MLops,SeldonIO/seldon-core,operator/v1.11.2,Environment,0.0
MLops,SeldonIO/seldon-core,operator_v1.11.2,Permissions,3.65
MLops,SeldonIO/seldon-core,operator_v1.11.2,Filesystem,22.07
MLops,SeldonIO/seldon-core,operator_v1.11.2,Dependencies,43.76
MLops,SeldonIO/seldon-core,operator_v1.11.2,Build/Execute,30.13
MLops,SeldonIO/seldon-core,operator_v1.11.2,Environment,0.38
MLops,SeldonIO/seldon-core,v1.11.2,Permissions,3.35
MLops,SeldonIO/seldon-core,v1.11.2,Filesystem,22.05
MLops,SeldonIO/seldon-core,v1.11.2,Dependencies,43.92
MLops,SeldonIO/seldon-core,v1.11.2,Build/Execute,30.34
MLops,SeldonIO/seldon-core,v1.11.2,Environment,0.35
MLops,tensorflow/tfx,0.12.0rc3,Permissions,1.59
MLops,tensorflow/tfx,0.12.0rc3,Filesystem,7.94
MLops,tensorflow/tfx,0.12.0rc3,Dependencies,41.27
MLops,tensorflow/tfx,0.12.0rc3,Build/Execute,47.62
MLops,tensorflow/tfx,0.12.0rc3,Environment,1.59
MLops,tensorflow/tfx,0.12.0,Permissions,1.59
MLops,tensorflow/tfx,0.12.0,Filesystem,7.94
MLops,tensorflow/tfx,0.12.0,Dependencies,41.27
MLops,tensorflow/tfx,0.12.0,Build/Execute,47.62
MLops,tensorflow/tfx,0.12.0,Environment,1.59
MLops,tensorflow/tfx,0.13.0rc0,Permissions,1.59
MLops,tensorflow/tfx,0.13.0rc0,Filesystem,7.94
MLops,tensorflow/tfx,0.13.0rc0,Dependencies,41.27
MLops,tensorflow/tfx,0.13.0rc0,Build/Execute,47.62
MLops,tensorflow/tfx,0.13.0rc0,Environment,1.59
MLops,tensorflow/tfx,0.13.0rc1,Permissions,1.59
MLops,tensorflow/tfx,0.13.0rc1,Filesystem,7.94
MLops,tensorflow/tfx,0.13.0rc1,Dependencies,41.27
MLops,tensorflow/tfx,0.13.0rc1,Build/Execute,47.62
MLops,tensorflow/tfx,0.13.0rc1,Environment,1.59
MLops,tensorflow/tfx,0.13.0rc2,Permissions,1.59
MLops,tensorflow/tfx,0.13.0rc2,Filesystem,7.94
MLops,tensorflow/tfx,0.13.0rc2,Dependencies,41.27
MLops,tensorflow/tfx,0.13.0rc2,Build/Execute,47.62
MLops,tensorflow/tfx,0.13.0rc2,Environment,1.59
MLops,tensorflow/tfx,0.13.0,Permissions,1.59
MLops,tensorflow/tfx,0.13.0,Filesystem,7.94
MLops,tensorflow/tfx,0.13.0,Dependencies,41.27
MLops,tensorflow/tfx,0.13.0,Build/Execute,47.62
MLops,tensorflow/tfx,0.13.0,Environment,1.59
MLops,tensorflow/tfx,0.14.0rc1,Permissions,1.59
MLops,tensorflow/tfx,0.14.0rc1,Filesystem,7.94
MLops,tensorflow/tfx,0.14.0rc1,Dependencies,41.27
MLops,tensorflow/tfx,0.14.0rc1,Build/Execute,47.62
MLops,tensorflow/tfx,0.14.0rc1,Environment,1.59
MLops,tensorflow/tfx,0.14.0,Permissions,1.59
MLops,tensorflow/tfx,0.14.0,Filesystem,7.94
MLops,tensorflow/tfx,0.14.0,Dependencies,41.27
MLops,tensorflow/tfx,0.14.0,Build/Execute,47.62
MLops,tensorflow/tfx,0.14.0,Environment,1.59
MLops,tensorflow/tfx,0.15.0rc0,Permissions,1.59
MLops,tensorflow/tfx,0.15.0rc0,Filesystem,7.94
MLops,tensorflow/tfx,0.15.0rc0,Dependencies,41.27
MLops,tensorflow/tfx,0.15.0rc0,Build/Execute,47.62
MLops,tensorflow/tfx,0.15.0rc0,Environment,1.59
MLops,tensorflow/tfx,0.15.0,Permissions,1.59
MLops,tensorflow/tfx,0.15.0,Filesystem,7.94
MLops,tensorflow/tfx,0.15.0,Dependencies,41.27
MLops,tensorflow/tfx,0.15.0,Build/Execute,47.62
MLops,tensorflow/tfx,0.15.0,Environment,1.59
MLops,tensorflow/tfx,0.21.0rc0,Permissions,1.59
MLops,tensorflow/tfx,0.21.0rc0,Filesystem,7.94
MLops,tensorflow/tfx,0.21.0rc0,Dependencies,41.27
MLops,tensorflow/tfx,0.21.0rc0,Build/Execute,47.62
MLops,tensorflow/tfx,0.21.0rc0,Environment,1.59
MLops,tensorflow/tfx,0.21.0,Permissions,1.59
MLops,tensorflow/tfx,0.21.0,Filesystem,7.94
MLops,tensorflow/tfx,0.21.0,Dependencies,41.27
MLops,tensorflow/tfx,0.21.0,Build/Execute,47.62
MLops,tensorflow/tfx,0.21.0,Environment,1.59
MLops,tensorflow/tfx,latest,Permissions,1.59
MLops,tensorflow/tfx,latest,Filesystem,7.94
MLops,tensorflow/tfx,latest,Dependencies,41.27
MLops,tensorflow/tfx,latest,Build/Execute,47.62
MLops,tensorflow/tfx,latest,Environment,1.59
MLops,tensorflow/tfx,0.21.1,Permissions,1.59
MLops,tensorflow/tfx,0.21.1,Filesystem,7.94
MLops,tensorflow/tfx,0.21.1,Dependencies,41.27
MLops,tensorflow/tfx,0.21.1,Build/Execute,47.62
MLops,tensorflow/tfx,0.21.1,Environment,1.59
MLops,tensorflow/tfx,v0.21.2,Permissions,1.59
MLops,tensorflow/tfx,v0.21.2,Filesystem,7.94
MLops,tensorflow/tfx,v0.21.2,Dependencies,41.27
MLops,tensorflow/tfx,v0.21.2,Build/Execute,47.62
MLops,tensorflow/tfx,v0.21.2,Environment,1.59
MLops,tensorflow/tfx,v0.21.3,Permissions,1.59
MLops,tensorflow/tfx,v0.21.3,Filesystem,7.94
MLops,tensorflow/tfx,v0.21.3,Dependencies,41.27
MLops,tensorflow/tfx,v0.21.3,Build/Execute,47.62
MLops,tensorflow/tfx,v0.21.3,Environment,1.59
MLops,tensorflow/tfx,v0.21.4,Permissions,1.59
MLops,tensorflow/tfx,v0.21.4,Filesystem,7.94
MLops,tensorflow/tfx,v0.21.4,Dependencies,41.27
MLops,tensorflow/tfx,v0.21.4,Build/Execute,47.62
MLops,tensorflow/tfx,v0.21.4,Environment,1.59
MLops,tensorflow/tfx,v0.22.0-rc0,Permissions,1.59
MLops,tensorflow/tfx,v0.22.0-rc0,Filesystem,7.94
MLops,tensorflow/tfx,v0.22.0-rc0,Dependencies,41.27
MLops,tensorflow/tfx,v0.22.0-rc0,Build/Execute,47.62
MLops,tensorflow/tfx,v0.22.0-rc0,Environment,1.59
MLops,tensorflow/tfx,v0.22.0,Permissions,1.59
MLops,tensorflow/tfx,v0.22.0,Filesystem,7.94
MLops,tensorflow/tfx,v0.22.0,Dependencies,41.27
MLops,tensorflow/tfx,v0.22.0,Build/Execute,47.62
MLops,tensorflow/tfx,v0.22.0,Environment,1.59
MLops,tensorflow/tfx,v0.22.1-rc0,Permissions,1.59
MLops,tensorflow/tfx,v0.22.1-rc0,Filesystem,7.94
MLops,tensorflow/tfx,v0.22.1-rc0,Dependencies,41.27
MLops,tensorflow/tfx,v0.22.1-rc0,Build/Execute,47.62
MLops,tensorflow/tfx,v0.22.1-rc0,Environment,1.59
MLops,tensorflow/tfx,v0.22.1-rc1,Permissions,1.59
MLops,tensorflow/tfx,v0.22.1-rc1,Filesystem,7.94
MLops,tensorflow/tfx,v0.22.1-rc1,Dependencies,41.27
MLops,tensorflow/tfx,v0.22.1-rc1,Build/Execute,47.62
MLops,tensorflow/tfx,v0.22.1-rc1,Environment,1.59
MLops,tensorflow/tfx,v0.22.1,Permissions,1.59
MLops,tensorflow/tfx,v0.22.1,Filesystem,7.94
MLops,tensorflow/tfx,v0.22.1,Dependencies,41.27
MLops,tensorflow/tfx,v0.22.1,Build/Execute,47.62
MLops,tensorflow/tfx,v0.22.1,Environment,1.59
MLops,tensorflow/tfx,v0.23.0-rc0,Permissions,1.59
MLops,tensorflow/tfx,v0.23.0-rc0,Filesystem,7.94
MLops,tensorflow/tfx,v0.23.0-rc0,Dependencies,41.27
MLops,tensorflow/tfx,v0.23.0-rc0,Build/Execute,47.62
MLops,tensorflow/tfx,v0.23.0-rc0,Environment,1.59
MLops,tensorflow/tfx,v0.23.0,Permissions,1.59
