Category,image,metrics,layer_size
MLOps/ AIOps,wixee/old_he-transformer,CLS,11.2
MLOps/ AIOps,mesosphere/dcos-commons,FLS,3.73
MLOps/ AIOps,mesosphere/dcos-commons,CLS,1.35
MLOps/ AIOps,wasmedge/wasmedge,FLS,3.11
MLOps/ AIOps,wasmedge/wasmedge,CLS,498.32
MLOps/ AIOps,blazingdb/blazingsql,FLS,18.07
MLOps/ AIOps,blazingdb/blazingsql,CLS,4.77
MLOps/ AIOps,paddlepaddle/serving,FLS,544.14
MLOps/ AIOps,paddlepaddle/serving,CLS,161.46
MLOps/ AIOps,fedlearner/fedlearner,FLS,2.76
MLOps/ AIOps,fedlearner/fedlearner-apiserver,FLS,54.73
MLOps/ AIOps,fedlearner/fedlearner-operator,FLS,56.16
MLOps/ AIOps,fedlearner/fedlearner-operator,CLS,643.43
MLOps/ AIOps,fedlearner/fedlearner-operator,CLS,23.01
MLOps/ AIOps,fedlearner/fedlearner-operator,CLS,22.63
MLOps/ AIOps,openvino/model_server,FLS,591.28
MLOps/ AIOps,openvino/model_server,CLS,113.6
MLOps/ AIOps,orchest/orchest-ctl,FLS,725.62
MLOps/ AIOps,orchest/orchest-api,FLS,1.74
MLOps/ AIOps,orchest/orchest-api,CLS,95.15
MLOps/ AIOps,orchest/orchest-api,CLS,372.35
MLOps/ AIOps,mltooling/opyrator-playground,FLS,5.19
MLOps/ AIOps,mltooling/opyrator-playground,CLS,1.85
MLOps/ AIOps,blueoil/blueoil,FLS,7.69
MLOps/ AIOps,blueoil/blueoil,CLS,3.17
MLOps/ AIOps,zenmldocker/zenml,FLS,1.17
MLOps/ AIOps,zenmldocker/zenml,CLS,278.41
MLOps/ AIOps,metabrainz/acousticbrainz,FLS,2.19
MLOps/ AIOps,metabrainz/acousticbrainz,CLS,564.05
MLOps/ AIOps,learningathome/hivemind,FLS,23.92
MLOps/ AIOps,learningathome/hivemind,CLS,7.62
MLOps/ AIOps,kubedl/kubedl,FLS,111.62
MLOps/ AIOps,kubedl/kubedl,CLS,44.76
MLOps/ AIOps,mltooling/ml-hub,FLS,1.26
MLOps/ AIOps,mltooling/ml-hub,CLS,293.21
MLOps/ AIOps,novetta/adaptnlp,FLS,6.02
MLOps/ AIOps,novetta/adaptnlp,CLS,2.0
MLOps/ AIOps,s22s/rasterframes-notebook,FLS,8.96
MLOps/ AIOps,s22s/rasterframes-notebook,CLS,2.7
MLOps/ AIOps,asuprem/raydp,FLS,3.83
MLOps/ AIOps,asuprem/raydp,CLS,955.31
MLOps/ AIOps,cylondata/cylon,FLS,2.31
MLOps/ AIOps,cylondata/cylon,CLS,606.03
MLOps/ AIOps,huangrh9/autodist,FLS,5.52
MLOps/ AIOps,huangrh9/autodist,CLS,1.69
MLOps/ AIOps,milesg/gordo-model-server,FLS,1.25
MLOps/ AIOps,milesg/gordo-model-server,CLS,524.47
MLOps/ AIOps,camazaqui/learningorchestra,FLS,1.17
MLOps/ AIOps,camazaqui/learningorchestra,CLS,409.26
MLOps/ AIOps,marsproject/mars,FLS,6.78
MLOps/ AIOps,marsproject/mars,CLS,751.21
MLOps/ AIOps,llnl/merlin,FLS,864.46
MLOps/ AIOps,llnl/merlin,CLS,348.61
MLOps/ AIOps,mcr.microsoft.com/azureml/aml-triton,FLS,27.4
MLOps/ AIOps,mcr.microsoft.com/azureml/aml-triton,CLS,5.15
MLOps/ AIOps,arangoml/arangopipe_ui,FLS,637.45
MLOps/ AIOps,arangoml/arangopipe_ui,CLS,192.7
MLOps/ AIOps,bitnami/tensorflow-serving,FLS,1.33
MLOps/ AIOps,bitnami/tensorflow-serving,CLS,370.18
MLOps/ AIOps,augerai/a2ml,FLS,668.73
MLOps/ AIOps,augerai/a2ml,CLS,193.38
MLOps/ AIOps,omegaml/omegaml,FLS,6.01
MLOps/ AIOps,omegaml/omegaml-base,FLS,9.93
MLOps/ AIOps,omegaml/omegaml-base,CLS,1.45
MLOps/ AIOps,omegaml/omegaml-base,CLS,1.59
Toolkit,challisa/easyocr,FLS,12.33
Toolkit,challisa/easyocr,CLS,2.31
Toolkit,ziggerzz/openspiel,FLS,5.84
Toolkit,ziggerzz/openspiel,CLS,1.53
Toolkit,alicevision/alicevision,FLS,7.19
Toolkit,alicevision/alicevision,CLS,2.73
Toolkit,jkim57/torch2trt,FLS,31.8
Toolkit,jkim57/torch2trt,CLS,14.19
Toolkit,lilydedbb/mmdetection3d,FLS,21.38
Toolkit,lilydedbb/mmdetection3d,CLS,5.53
Toolkit,ceccocats/tkdnn,FLS,12.3
Toolkit,ceccocats/tkdnn,CLS,4.83
Toolkit,asciidoctor/docker-asciidoctor,FLS,957.37
Toolkit,asciidoctor/docker-asciidoctor,CLS,327.15
Toolkit,ng1997/decord-pytorch,FLS,17.89
Toolkit,ng1997/decord-pytorch,CLS,5.52
Toolkit,fuzzylite/fuzzylite,FLS,128.0
Toolkit,fuzzylite/fuzzylite,CLS,198.63
Toolkit,kitware/fletch,FLS,4.12
Toolkit,kitware/fletch,CLS,752.92
Toolkit,scilus/scilpy,FLS,3.36
Toolkit,scilus/scilpy,CLS,962.21
Toolkit,pccl/holodeck,FLS,5.53
Toolkit,pccl/holodeck,CLS,2.43
Toolkit,plstcharles/litiv,FLS,2.28
Toolkit,plstcharles/litiv,CLS,1.05
Toolkit,kmaehashi/onnx-chainer,FLS,5.43
Toolkit,kmaehashi/onnx-chainer,CLS,1.95
Toolkit,knorth55/coral_usb_ros,FLS,6.76
Toolkit,knorth55/coral_usb_ros,CLS,2.06
Toolkit,espnet/espnet,FLS,26.54
Toolkit,espnet/espnet,CLS,6.02
Toolkit,openvino/ubuntu20_dev_no_samples,FLS,3.12
Toolkit,openvino/ubuntu20_data_runtime,FLS,3.01
Toolkit,openvino/onnxruntime_ep_ubuntu18,FLS,2.33
Toolkit,openvino/ubuntu20_data_dev,FLS,7.47
Toolkit,openvino/ubuntu20_data_dev,CLS,518.49
Toolkit,openvino/ubuntu20_data_dev,CLS,778.6
Toolkit,openvino/ubuntu20_data_dev,CLS,0
Toolkit,openvino/ubuntu20_data_dev,CLS,2.56
Toolkit,openvino/ubuntu20_data_dev,CLS,0
Toolkit,openvino/ubuntu20_data_dev,CLS,694.14
Toolkit,projectmonai/monai,FLS,22.77
Toolkit,projectmonai/monai,CLS,6.99
Toolkit,nvidia/tensorrt-labs,FLS,4.18
Toolkit,nvidia/tensorrt-labs,CLS,1.54
Toolkit,stillwater/universal,FLS,294.06
Toolkit,stillwater/universal,CLS,97.23
Toolkit,berlius/face-alignment,FLS,10.23
Toolkit,berlius/face-alignment,CLS,3.3
Toolkit,erdosproject/erdos,FLS,4.9
Toolkit,erdosproject/erdos,CLS,1.03
Toolkit,shogun/shogun-dev,FLS,3.68
Toolkit,shogun/shogun-dev,CLS,991.25
Toolkit,nvidia/cuda,FLS,7.11
Toolkit,nvidia/cuda,CLS,2.38
Toolkit,flml/flashlight,FLS,22.28
Toolkit,flml/flashlight,CLS,6.03
Toolkit,waikato/moa,FLS,814.94
Toolkit,waikato/moa,CLS,196.8
Toolkit,ibmcom/helayers-lab,FLS,5.55
Toolkit,ibmcom/helayers-pylab,FLS,5.0
Toolkit,ibmcom/helayers-pylab-s390x,FLS,5.1
Toolkit,ibmcom/helayers-lab-s390x,FLS,5.96
Toolkit,ibmcom/helayers-lab-s390x,CLS,1.85
Toolkit,ibmcom/helayers-lab-s390x,CLS,1.55
Toolkit,ibmcom/helayers-lab-s390x,CLS,2.09
Toolkit,ibmcom/helayers-lab-s390x,CLS,1.79
Application System,faceswap/faceswap,FLS,128.01
Application System,faceswap/faceswap,CLS,2.69
Application System,cmusatyalab/openface,FLS,128.0
Application System,cmusatyalab/openface,CLS,1.0
Application System,nagadomi/waifu2x,FLS,33.24
Application System,nagadomi/waifu2x,CLS,3.5
Application System,pmoulon/openmvg,FLS,128.0
Application System,pmoulon/openmvg,CLS,474.06
Application System,mycroftai/docker-mycroft,FLS,4.11
Application System,mycroftai/docker-mycroft,CLS,642.68
Application System,robocarstore/donkeycar,FLS,4.41
Application System,robocarstore/donkeycar,CLS,1.38
Application System,chadockerxom/pyrocent,FLS,19.19
Application System,chadockerxom/pyrocent,CLS,2.44
Application System,alicevision/meshroom,FLS,14.03
Application System,alicevision/meshroom,CLS,5.87
Application System,tnarik/malmo,FLS,128.0
Application System,tnarik/malmo,CLS,738.45
Application System,jbarlow83/ocrmypdf-ss,FLS,3.1
Application System,jbarlow83/ocrmypdf,FLS,1.57
Application System,jbarlow83/ocrmypdf,CLS,248.42
Application System,jbarlow83/ocrmypdf,CLS,564.97
Application System,cloudannotations/cloudannotations,FLS,232.19
Application System,cloudannotations/cloudannotations,CLS,70.25
Application System,k4yt3x/video2x,FLS,21.23
Application System,k4yt3x/video2x,CLS,3.0
Application System,mapbox/robosat,FLS,5.4
Application System,mapbox/robosat,CLS,2.01
Application System,borispolonsky/vizdoom-pytorch,FLS,128.01
Application System,borispolonsky/vizdoom-pytorch,CLS,3.11
Application System,mmkamani/mmclassification,FLS,16.83
Application System,mmkamani/mmclassification,CLS,3.74
Application System,svarogcldo/make-sense,FLS,2.12
Application System,svarogcldo/make-sense,CLS,456.34
Application System,hqkhan/bindsnet,FLS,128.0
Application System,hqkhan/bindsnet,CLS,1.77
Application System,pipcook/pipcook,FLS,6.78
Application System,pipcook/pipcook,CLS,2.31
Application System,animcogn/face_recognition,FLS,364.29
Application System,animcogn/face_recognition,CLS,172.25
Application System,synesthesiam/mycroft-precise-trainer,FLS,4.7
Application System,synesthesiam/mycroft-precise-trainer,CLS,642.89
Application System,oilpal/fastmot,FLS,15.42
Application System,oilpal/fastmot,CLS,4.55
Application System,robotology/yarp,FLS,128.0
Application System,robotology/yarp,CLS,332.48
Application System,marccote19/textworld,FLS,2.52
Application System,marccote19/textworld,CLS,663.69
Application System,probcomp/gen-quickstart,FLS,11.57
Application System,probcomp/gen-quickstart,CLS,2.67
Application System,koma1231/pypylon-python3.8,FLS,2.95
Application System,koma1231/pypylon-python3.8,CLS,455.63
Application System,owlbarn/owl,FLS,7.34
Application System,owlbarn/owl,CLS,1.97
Application System,zivkaziv/videoflow,FLS,1.09
Application System,zivkaziv/videoflow,CLS,341.43
Application System,kitware/kwiver,FLS,10.66
Application System,kitware/kwiver,CLS,2.59
Application System,kundajelab/dragonn,FLS,128.01
Application System,kundajelab/dragonn,CLS,2.23
Application System,alicevision/cctag,FLS,5.22
Application System,alicevision/cctag,CLS,1.69
Application System,jahi9791/paperai_repo1,FLS,15.59
Application System,jahi9791/paperai_repo1,CLS,4.62
Application System,devopsteampl/voice-cloning-app,FLS,17.61
Application System,devopsteampl/voice-cloning-app,CLS,2.67
Application System,libertem/libertem-dev,FLS,1.77
Application System,libertem/libertem-dev,CLS,403.3
Application System,asreview/asreview,FLS,4.15
Application System,asreview/asreview,CLS,543.31
Application System,alliander/imagetagger,FLS,1.08
Application System,alliander/imagetagger,CLS,277.08
Application System,projectglow/glow-aws,FLS,5.44
Application System,projectglow/glow-azure,FLS,8.27
Application System,projectglow/glow-azure,CLS,1.21
Application System,projectglow/glow-azure,CLS,1.9
Application System,nipy/mindboggle,FLS,10.12
Application System,nipy/mindboggle,CLS,1.45
Application System,cbica/captk,FLS,39.39
Application System,cbica/captk,CLS,7.48
Application System,weilbyte/esmbotmin,FLS,1.8
Application System,weilbyte/esmbotmin,CLS,533.39
Application System,barksim/bark,FLS,2.6
Application System,barksim/bark,CLS,899.3
Application System,rosetteapi/java-examples,FLS,177.04
Application System,rosetteapi/java-examples,CLS,63.19
Application System,hamelsmu/ktext-test,FLS,422.8
Application System,hamelsmu/ktext-test,CLS,119.9
Application System,marvinler/pypownet,FLS,4.85
Application System,marvinler/pypownet,CLS,2.27
Application System,local0state/trojanzoo,FLS,18.87
Application System,local0state/trojanzoo,CLS,2.92
Application System,skkueslab/ant-build-test,FLS,4.28
Application System,skkueslab/ant-build-test,CLS,1.47
Application System,claraomics/atacworks,FLS,6.46
Application System,claraomics/atacworks,CLS,2.8
Application System,sirimullalab/dlscore,FLS,1.6
Application System,sirimullalab/dlscore,CLS,1019.16
Application System,weiji14/deepbedmap,FLS,15.22
Application System,weiji14/deepbedmap,CLS,2.5
Application System,cair/deeprts,FLS,1.44
Application System,cair/deeprts,CLS,417.14
Application System,mlrun/mlrun-ui,FLS,70.22
Application System,mlrun/ml-models,FLS,5.43
Application System,mlrun/mlrun-api,FLS,1.72
Application System,mlrun/ml-models-gpu,FLS,42.76
Application System,mlrun/ml-models-gpu,CLS,18.9
Application System,mlrun/ml-models-gpu,CLS,1.35
Application System,mlrun/ml-models-gpu,CLS,9.14
Application System,mlrun/ml-models-gpu,CLS,349.83
Application System,andrejorsula/drl_grasping,FLS,29.65
Application System,andrejorsula/drl_grasping,CLS,9.13
Application System,certifaiai/classifai,FLS,550.94
Application System,certifaiai/classifai,CLS,287.52
Application System,spacechop/spacechop,FLS,1.07
Application System,spacechop/spacechop,CLS,237.18
Application System,bscwdc/dislib,FLS,2.37
Application System,bscwdc/dislib-base,FLS,2.92
Application System,bscwdc/dislib-base,CLS,735.91
Application System,bscwdc/dislib-base,CLS,838.87
Application System,dcanlabs/abcd-hcp-pipeline,FLS,15.87
Application System,dcanlabs/abcd-hcp-pipeline,CLS,6.16
Application System,aldro61/kover,FLS,1.36
Application System,aldro61/kover,CLS,354.9
Application System,dicegroup/tebaqa,FLS,1.92
Application System,dicegroup/tebaqa,CLS,944.63
Application System,vwxyzjn/gym-microrts,FLS,9.62
Application System,vwxyzjn/gym-microrts,CLS,3.86
Application System,erechtheus79/geolocation,FLS,9.38
Application System,erechtheus79/geolocation,CLS,1.55
Application System,hkubal/clair3,FLS,3.83
Application System,hkubal/clair3,CLS,1010.24
Application System,viadee/bpmn.ai,FLS,573.43
Application System,viadee/bpmn.ai-ui,FLS,546.05
Application System,viadee/bpmn.ai-ui,CLS,366.27
Application System,viadee/bpmn.ai-ui,CLS,352.06
Application System,cselab/korali,FLS,6.92
Application System,cselab/korali,CLS,1.6
Application System,librealsense/librealsense,FLS,478.3
Application System,librealsense/librealsense,CLS,99.48
Application System,openmined/pysyft-notebook,FLS,5.73
Application System,openmined/pysyft-notebook,CLS,1.49
Application System,deeplabcut/deeplabcut,FLS,39.27
Application System,deeplabcut/deeplabcut,CLS,3.02
Application System,photoprism/photoprism-arm64,FLS,2.12
Application System,photoprism/photoprism-arm64,CLS,534.54
Application System,alphacep/kaldi-en-in,FLS,2.03
Application System,alphacep/vosk-unimrcp,FLS,4.09
Application System,alphacep/kaldi-es,FLS,1.41
Application System,alphacep/kaldi-en-gpu,FLS,10.55
Application System,alphacep/kaldi-manylinux,FLS,4.66
Application System,alphacep/kaldi-grpc-en,FLS,4.05
Application System,alphacep/kaldi-ru,FLS,3.86
Application System,alphacep/kaldi-en-spk,FLS,4.04
Application System,alphacep/kaldi-vosk-server,FLS,1.35
Application System,alphacep/kaldi-cn,FLS,1.75
Application System,alphacep/kaldi-de,FLS,3.35
Application System,alphacep/kaldi-en,FLS,4.02
Application System,alphacep/kaldi-fr,FLS,3.68
Application System,alphacep/kaldi-fr,CLS,2.1
Application System,alphacep/kaldi-fr,CLS,640.83
Application System,alphacep/kaldi-fr,CLS,2.11
Application System,alphacep/kaldi-fr,CLS,4.82
Application System,alphacep/kaldi-fr,CLS,1.76
Application System,alphacep/kaldi-fr,CLS,267.3
Application System,alphacep/kaldi-fr,CLS,1.38
Application System,alphacep/kaldi-fr,CLS,465.37
Application System,alphacep/kaldi-fr,CLS,1.78
Application System,alphacep/kaldi-fr,CLS,300.49
Application System,alphacep/kaldi-fr,CLS,1.01
Application System,alphacep/kaldi-fr,CLS,2.12
Application System,alphacep/kaldi-fr,CLS,2.11
Application System,pytorchlightning/metrics-dev,FLS,4.69
Application System,pytorchlightning/metrics-dev,CLS,1.6
Application System,beammodel/beam,FLS,299.25
Application System,beammodel/beam,CLS,172.66
Application System,fetchai/aea-deploy,FLS,1.12
Application System,fetchai/aea-develop,FLS,3.45
Application System,fetchai/aea-user,FLS,1.07
Application System,fetchai/aea-user,CLS,436.98
Application System,fetchai/aea-user,CLS,257.36
Application System,fetchai/aea-user,CLS,1.46
Application System,jguweka/jguweka,FLS,792.9
Application System,jguweka/jguweka,CLS,379.15
Application System,projectmonai/monailabel,FLS,23.09
Application System,projectmonai/monailabel,CLS,7.08
Application System,z1pti3/jimi_core,FLS,1.07
Application System,z1pti3/jimi_web,FLS,1.07
Application System,z1pti3/jimi_web,CLS,288.05
Application System,z1pti3/jimi_web,CLS,287.81
Application System,masatoka/jetson-base,FLS,3.7
Application System,masatoka/jetson-nano-torch-sample,FLS,5.36
Application System,masatoka/jetson-nano-base,FLS,5.36
Application System,masatoka/jetson-nano-base,CLS,1.14
Application System,masatoka/jetson-nano-base,CLS,1.47
Application System,masatoka/jetson-nano-base,CLS,1.47
Application System,openalpr/openalpr,FLS,2.16
Application System,openalpr/openalpr,CLS,391.57
Application System,farmng/base,FLS,4.63
Application System,farmng/devel,FLS,3.87
Application System,farmng/devel,CLS,1.18
Application System,farmng/devel,CLS,974.42
Application System,linonetwork/linox,FLS,1.34
Application System,linonetwork/linox,CLS,368.71
Application System,ailemondocker/asrt_service,FLS,1.79
Application System,ailemondocker/asrt_service,CLS,686.24
Application System,g4challenge/mmocr,FLS,37.32
Application System,g4challenge/mmocr,CLS,8.05
Application System,shinyeyes/perceptualsimilarity,FLS,14.29
Application System,shinyeyes/perceptualsimilarity,CLS,3.63
Application System,rasa/financial-demo,FLS,272.49
Application System,rasa/financial-demo,CLS,77.22
Application System,mozilla/deepspeech-train,FLS,6.14
Application System,mozilla/deepspeech-server,FLS,5.39
Application System,mozilla/deepspeech-server,CLS,2.2
Application System,mozilla/deepspeech-server,CLS,2.12
Application System,wkentaro/labelme,FLS,1.66
Application System,wkentaro/labelme,CLS,333.89
Application System,carlasim/carla,FLS,15.97
Application System,carlasim/carla,CLS,6.59
Application System,deezer/spleeter,FLS,4.27
Application System,deezer/spleeter-gpu,FLS,7.16
Application System,deezer/spleeter-gpu,CLS,1.73
Application System,openvino/workbench,FLS,5.65
Application System,openvino/cvat_server,FLS,5.29
Application System,openvino/cvat_ui,FLS,59.5
Application System,openvino/cvat_ui,CLS,2.75
Application System,openvino/cvat_ui,CLS,15.11
Application System,openvino/cvat_ui,CLS,1.85
Application System,numenta/nupic,FLS,128.0
Application System,numenta/nupic,CLS,781.09
Application System,silviostanzani/open3d-ml,FLS,17.03
Application System,silviostanzani/open3d-ml,CLS,5.07
Application System,doccano/doccano,FLS,917.95
Application System,doccano/doccano,CLS,344.8
Application System,federatedai/fateboard,FLS,268.06
Application System,federatedai/fateboard,CLS,107.71
Application System,colmap/colmap,FLS,6.07
Application System,colmap/colmap,CLS,1.96
Application System,heartexlabs/label-studio,FLS,1.7
Application System,heartexlabs/label-studio,CLS,368.35
Application System,dany06/ai-chatbot-framework,FLS,2.55
Application System,dany06/ai-chatbot-framework,CLS,660.34
Application System,deepspeed/deepspeed,FLS,11.21
Application System,deepspeed/deepspeed,CLS,4.85
Application System,google/deepvariant,FLS,6.62
Application System,google/deepvariant,CLS,3.28
Application System,interpretml/interpret,FLS,1.97
Application System,interpretml/interpret,CLS,673.87
Application System,mindsdb/mindsdb,FLS,20.93
Application System,mindsdb/mindsdb,CLS,3.83
Application System,quantylab/rltrader,FLS,128.01
Application System,quantylab/rltrader,CLS,2.12
Application System,zhenghaoz/gorse-master,FLS,73.77
Application System,zhenghaoz/gorse-server,FLS,68.93
Application System,zhenghaoz/gorse-worker,FLS,59.82
Application System,zhenghaoz/gorse-worker,CLS,30.19
Application System,zhenghaoz/gorse-worker,CLS,33.89
Application System,zhenghaoz/gorse-worker,CLS,27.0
Application System,daviddocker78/mxnet-ssd,FLS,256.01
Application System,daviddocker78/mxnet-ssd,CLS,3.8
Application System,hooram/ownphotos,FLS,128.01
Application System,hooram/ownphotos,CLS,3.44
Application System,jsbroks/coco-annotator,FLS,2.79
Application System,jsbroks/coco-annotator,CLS,1.04
Application System,blakeblackshear/frigate,FLS,906.09
Application System,blakeblackshear/frigate,CLS,361.69
Application System,drakkarsoftware/octobot,FLS,991.49
Application System,drakkarsoftware/octobot,CLS,250.71
Application System,vincentmatthys/grobid,FLS,1.2
Application System,vincentmatthys/grobid,CLS,677.76
Application System,oliviaai/olivia,FLS,1.25
Application System,oliviaai/olivia,CLS,329.47
Application System,opendatacam/opendatacam,FLS,8.46
Application System,opendatacam/opendatacam-darknet-base,FLS,8.02
Application System,opendatacam/opendatacam-darknet-base,CLS,2.75
Application System,opendatacam/opendatacam-darknet-base,CLS,2.57
Application System,sentinelhub/eolearn,FLS,3.37
Application System,sentinelhub/eolearn,CLS,933.44
Application System,dragoncomputer/dragonfire,FLS,9.25
Application System,dragoncomputer/dragonfire,CLS,4.73
Application System,jonaswinkler/paperless-ng,FLS,1.28
Application System,jonaswinkler/paperless-ng,CLS,345.78
Application System,polakowo/vectorbt,FLS,4.62
Application System,polakowo/vectorbt-full,FLS,4.84
Application System,polakowo/vectorbt-full,CLS,1.02
Application System,polakowo/vectorbt-full,CLS,1.1
Application System,joorock12/tensorflowasr,FLS,7.99
Application System,joorock12/tensorflowasr,CLS,2.75
Application System,exadel/compreface-core-base,FLS,3.46
Application System,exadel/compreface-fe,FLS,200.23
Application System,exadel/compreface-api,FLS,370.65
Application System,exadel/compreface-core,FLS,4.51
Application System,exadel/compreface-core,CLS,51.92
Application System,exadel/compreface-core,CLS,1.48
Application System,exadel/compreface-core,CLS,202.77
Application System,exadel/compreface-core,CLS,979.05
Application System,fcore/txtai,FLS,4.51
Application System,fcore/txtai,CLS,2.36
Application System,openml/openml-python,FLS,2.52
Application System,openml/openml-python,CLS,919.36
Application System,tiangolo/uwsgi-nginx-flask,FLS,1.48
Application System,tiangolo/uwsgi-nginx-flask,CLS,335.32
Application System,nipreps/mriqc,FLS,28.18
Application System,nipreps/mriqc,CLS,6.73
Application System,nelinski/reddit-karma-farming-bot,FLS,1.68
Application System,nelinski/reddit-karma-farming-bot,CLS,430.73
Application System,gnina/gnina,FLS,9.3
Application System,gnina/gnina,CLS,3.46
Application System,jeff1evesque/ml-default,FLS,1001.43
Application System,jeff1evesque/ml-default,CLS,266.94
Application System,dsarchive/histomicstk,FLS,7.03
Application System,dsarchive/histomicstk,CLS,2.6
Application System,bdonnot/grid2op,FLS,2.5
Application System,bdonnot/grid2op,CLS,892.05
Application System,erdosproject/pylot,FLS,37.92
Application System,erdosproject/pylot,CLS,16.85
Application System,modernmt/master,FLS,5.75
Application System,modernmt/master,CLS,2.08
Application System,deepquestai/deepstack-base,FLS,19.28
Application System,deepquestai/deepstack,FLS,5.34
Application System,deepquestai/deepstack,CLS,1.98
Application System,deepquestai/deepstack,CLS,6.98
Application System,obsei/obsei-ui-demo,FLS,3.22
Application System,obsei/obsei-sdk,FLS,6.15
Application System,obsei/obsei-sdk,CLS,1.12
Application System,obsei/obsei-sdk,CLS,1.21
Application System,intel/openfl,FLS,659.34
Application System,intel/openfl,CLS,227.14
Application System,msahraeian/neusomatic,FLS,9.24
Application System,msahraeian/neusomatic,CLS,1.92
Application System,generall/qdrant,FLS,141.13
Application System,generall/qdrant,CLS,40.09
Application System,opendilab/ding,FLS,19.23
Application System,opendilab/ding,CLS,2.84
Application System,recognai/rubrix,FLS,2.15
Application System,recognai/rubrix,CLS,553.59
Application System,imaginative/credential-digger_credential_digger,FLS,3.75
Application System,imaginative/credential-digger_credential_digger,CLS,1.54
Application System,pascalbergeron/geo-deep-learning-cpu,FLS,21.0
Application System,pascalbergeron/geo-deep-learning-cpu,CLS,3.18
Application System,neuralet/smart-social-distancing,FLS,3.14
Application System,neuralet/smart-social-distancing,CLS,801.35
Application System,nnabla/nnabla-ext-cuda-multi-gpu,FLS,8.01
Application System,nnabla/nnabla-ext-cuda-multi-gpu,CLS,3.3
Application System,af01/bolero_dependencies,FLS,2.28
Application System,af01/bolero,FLS,5.42
Application System,af01/bolero,CLS,1.33
Application System,af01/bolero,CLS,480.8
Application System,mlovci/flotilla,FLS,6.29
Application System,mlovci/flotilla,CLS,1.53
Application System,rostlab/bio_embeddings,FLS,4.75
Application System,rostlab/bio_embeddings,CLS,1.68
Application System,kevinmenden/scaden,FLS,1.92
Application System,kevinmenden/scaden,CLS,921.51
Application System,pyronear/pyro-vision,FLS,1.96
Application System,pyronear/pyro-vision,CLS,726.61
Application System,will5448/camera-trap-classifier,FLS,6.09
Application System,will5448/camera-trap-classifier,CLS,1.99
Application System,cogstacksystems/medcat-trainer-nginx,FLS,209.27
Application System,cogstacksystems/medcat-trainer,FLS,5.42
Application System,cogstacksystems/medcat-trainer,CLS,2.5
Application System,cogstacksystems/medcat-trainer,CLS,54.09
Application System,modelchimp/modelchimp-ui,FLS,2.3
Application System,modelchimp/modelchimp-server,FLS,1.89
Application System,modelchimp/modelchimp-server,CLS,507.82
Application System,modelchimp/modelchimp-server,CLS,616.57
Application System,kitware/diva,FLS,13.74
Application System,kitware/diva,CLS,5.24
Application System,milenapavlovic/immuneml,FLS,7.25
Application System,milenapavlovic/immuneml,CLS,2.85
Application System,unitytechnologies/datasetinsights,FLS,4.31
Application System,unitytechnologies/datasetinsights,CLS,1.39
Application System,ubcctlt/compair-app,FLS,493.51
Application System,ubcctlt/compair-app,CLS,149.82
