Topic,Repos,Tag,TagID,Metrics,composition,total
mlops,kubeflow/kubeflow,v0.2.0,11,Dependencies,35.09,100
mlops,kubeflow/kubeflow,v0.2.0,11,Permissions,11.93,34
mlops,kubeflow/kubeflow,v0.2.0,11,Environment,1.75,5
mlops,kubeflow/kubeflow,v0.2.0,11,Build/Execute,23.16,66
mlops,kubeflow/kubeflow,v0.2.0,11,Filesystem,28.07,80
mlops,kubeflow/kubeflow,v0.2.1-rc.0,12,Dependencies,35.09,100
mlops,kubeflow/kubeflow,v0.2.1-rc.0,12,Permissions,11.93,34
mlops,kubeflow/kubeflow,v0.2.1-rc.0,12,Environment,1.75,5
mlops,kubeflow/kubeflow,v0.2.1-rc.0,12,Build/Execute,23.16,66
mlops,kubeflow/kubeflow,v0.2.1-rc.0,12,Filesystem,28.07,80
mlops,kubeflow/kubeflow,v0.2.1,13,Dependencies,35.09,100
mlops,kubeflow/kubeflow,v0.2.1,13,Permissions,11.93,34
mlops,kubeflow/kubeflow,v0.2.1,13,Environment,1.75,5
mlops,kubeflow/kubeflow,v0.2.1,13,Build/Execute,23.16,66
mlops,kubeflow/kubeflow,v0.2.1,13,Filesystem,28.07,80
mlops,kubeflow/kubeflow,v0.2.1-rc.1,14,Dependencies,35.09,100
mlops,kubeflow/kubeflow,v0.2.1-rc.1,14,Permissions,11.93,34
mlops,kubeflow/kubeflow,v0.2.1-rc.1,14,Environment,1.75,5
mlops,kubeflow/kubeflow,v0.2.1-rc.1,14,Build/Execute,23.16,66
mlops,kubeflow/kubeflow,v0.2.1-rc.1,14,Filesystem,28.07,80
mlops,kubeflow/kubeflow,v0.2.2,15,Dependencies,35.09,100
mlops,kubeflow/kubeflow,v0.2.2,15,Permissions,11.93,34
mlops,kubeflow/kubeflow,v0.2.2,15,Environment,1.75,5
mlops,kubeflow/kubeflow,v0.2.2,15,Build/Execute,23.16,66
mlops,kubeflow/kubeflow,v0.2.2,15,Filesystem,28.07,80
mlops,kubeflow/kubeflow,v0.2.2-rc.0,16,Dependencies,35.09,100
mlops,kubeflow/kubeflow,v0.2.2-rc.0,16,Permissions,11.93,34
mlops,kubeflow/kubeflow,v0.2.2-rc.0,16,Environment,1.75,5
mlops,kubeflow/kubeflow,v0.2.2-rc.0,16,Build/Execute,23.16,66
mlops,kubeflow/kubeflow,v0.2.2-rc.0,16,Filesystem,28.07,80
mlops,kubeflow/kubeflow,v0.2.3,17,Dependencies,35.09,100
mlops,kubeflow/kubeflow,v0.2.3,17,Permissions,11.93,34
mlops,kubeflow/kubeflow,v0.2.3,17,Environment,1.75,5
mlops,kubeflow/kubeflow,v0.2.3,17,Build/Execute,23.16,66
mlops,kubeflow/kubeflow,v0.2.3,17,Filesystem,28.07,80
mlops,kubeflow/kubeflow,v0.2.3-rc.0,18,Dependencies,35.09,100
mlops,kubeflow/kubeflow,v0.2.3-rc.0,18,Permissions,11.93,34
mlops,kubeflow/kubeflow,v0.2.3-rc.0,18,Environment,1.75,5
mlops,kubeflow/kubeflow,v0.2.3-rc.0,18,Build/Execute,23.16,66
mlops,kubeflow/kubeflow,v0.2.3-rc.0,18,Filesystem,28.07,80
mlops,kubeflow/kubeflow,v0.2.4,19,Dependencies,35.09,100
mlops,kubeflow/kubeflow,v0.2.4,19,Permissions,11.93,34
mlops,kubeflow/kubeflow,v0.2.4,19,Environment,1.75,5
mlops,kubeflow/kubeflow,v0.2.4,19,Build/Execute,23.16,66
mlops,kubeflow/kubeflow,v0.2.4,19,Filesystem,28.07,80
mlops,kubeflow/kubeflow,v0.2.4-rc.0,20,Dependencies,35.09,100
mlops,kubeflow/kubeflow,v0.2.4-rc.0,20,Permissions,11.93,34
mlops,kubeflow/kubeflow,v0.2.4-rc.0,20,Environment,1.75,5
mlops,kubeflow/kubeflow,v0.2.4-rc.0,20,Build/Execute,23.16,66
mlops,kubeflow/kubeflow,v0.2.4-rc.0,20,Filesystem,28.07,80
mlops,kubeflow/kubeflow,v0.2.5,21,Dependencies,35.09,100
mlops,kubeflow/kubeflow,v0.2.5,21,Permissions,11.93,34
mlops,kubeflow/kubeflow,v0.2.5,21,Environment,1.75,5
mlops,kubeflow/kubeflow,v0.2.5,21,Build/Execute,23.16,66
mlops,kubeflow/kubeflow,v0.2.5,21,Filesystem,28.07,80
mlops,kubeflow/kubeflow,4e7f4ed,22,Dependencies,35.09,100
mlops,kubeflow/kubeflow,4e7f4ed,22,Permissions,11.93,34
mlops,kubeflow/kubeflow,4e7f4ed,22,Environment,1.75,5
mlops,kubeflow/kubeflow,4e7f4ed,22,Build/Execute,23.16,66
mlops,kubeflow/kubeflow,4e7f4ed,22,Filesystem,28.07,80
mlops,kubeflow/kubeflow,v0.2.6,23,Dependencies,35.09,100
mlops,kubeflow/kubeflow,v0.2.6,23,Permissions,11.93,34
mlops,kubeflow/kubeflow,v0.2.6,23,Environment,1.75,5
mlops,kubeflow/kubeflow,v0.2.6,23,Build/Execute,23.16,66
mlops,kubeflow/kubeflow,v0.2.6,23,Filesystem,28.07,80
mlops,kubeflow/kubeflow,v0.3.0-rc.1,24,Dependencies,35.09,100
mlops,kubeflow/kubeflow,v0.3.0-rc.1,24,Permissions,11.93,34
mlops,kubeflow/kubeflow,v0.3.0-rc.1,24,Environment,1.75,5
mlops,kubeflow/kubeflow,v0.3.0-rc.1,24,Build/Execute,23.16,66
mlops,kubeflow/kubeflow,v0.3.0-rc.1,24,Filesystem,28.07,80
mlops,kubeflow/kubeflow,v0.3.0-rc.2,25,Dependencies,35.09,100
mlops,kubeflow/kubeflow,v0.3.0-rc.2,25,Permissions,11.93,34
mlops,kubeflow/kubeflow,v0.3.0-rc.2,25,Environment,1.75,5
mlops,kubeflow/kubeflow,v0.3.0-rc.2,25,Build/Execute,23.16,66
mlops,kubeflow/kubeflow,v0.3.0-rc.2,25,Filesystem,28.07,80
mlops,kubeflow/kubeflow,v0.3.0-rc.3,26,Dependencies,35.09,100
mlops,kubeflow/kubeflow,v0.3.0-rc.3,26,Permissions,11.93,34
mlops,kubeflow/kubeflow,v0.3.0-rc.3,26,Environment,1.75,5
mlops,kubeflow/kubeflow,v0.3.0-rc.3,26,Build/Execute,23.16,66
mlops,kubeflow/kubeflow,v0.3.0-rc.3,26,Filesystem,28.07,80
mlops,kubeflow/kubeflow,v0.3.0,27,Dependencies,35.09,100
mlops,kubeflow/kubeflow,v0.3.0,27,Permissions,11.93,34
mlops,kubeflow/kubeflow,v0.3.0,27,Environment,1.75,5
mlops,kubeflow/kubeflow,v0.3.0,27,Build/Execute,23.16,66
mlops,kubeflow/kubeflow,v0.3.0,27,Filesystem,28.07,80
mlops,kubeflow/kubeflow,v0.2.7,28,Dependencies,35.09,100
mlops,kubeflow/kubeflow,v0.2.7,28,Permissions,11.93,34
mlops,kubeflow/kubeflow,v0.2.7,28,Environment,1.75,5
mlops,kubeflow/kubeflow,v0.2.7,28,Build/Execute,23.16,66
mlops,kubeflow/kubeflow,v0.2.7,28,Filesystem,28.07,80
mlops,kubeflow/kubeflow,v0.3.1,29,Dependencies,35.09,100
mlops,kubeflow/kubeflow,v0.3.1,29,Permissions,11.93,34
mlops,kubeflow/kubeflow,v0.3.1,29,Environment,1.75,5
mlops,kubeflow/kubeflow,v0.3.1,29,Build/Execute,23.16,66
mlops,kubeflow/kubeflow,v0.3.1,29,Filesystem,28.07,80
mlops,kubeflow/kubeflow,v0.3.2,30,Dependencies,35.09,100
mlops,kubeflow/kubeflow,v0.3.2,30,Permissions,11.93,34
mlops,kubeflow/kubeflow,v0.3.2,30,Environment,1.75,5
mlops,kubeflow/kubeflow,v0.3.2,30,Build/Execute,23.16,66
mlops,kubeflow/kubeflow,v0.3.2,30,Filesystem,28.07,80
mlops,kubeflow/kubeflow,v0.3.3,31,Dependencies,35.09,100
mlops,kubeflow/kubeflow,v0.3.3,31,Permissions,11.93,34
mlops,kubeflow/kubeflow,v0.3.3,31,Environment,1.75,5
mlops,kubeflow/kubeflow,v0.3.3,31,Build/Execute,23.16,66
mlops,kubeflow/kubeflow,v0.3.3,31,Filesystem,28.07,80
mlops,kubeflow/kubeflow,v0.3.4-rc.1,32,Dependencies,35.09,100
mlops,kubeflow/kubeflow,v0.3.4-rc.1,32,Permissions,11.93,34
mlops,kubeflow/kubeflow,v0.3.4-rc.1,32,Environment,1.75,5
mlops,kubeflow/kubeflow,v0.3.4-rc.1,32,Build/Execute,23.16,66
mlops,kubeflow/kubeflow,v0.3.4-rc.1,32,Filesystem,28.07,80
mlops,kubeflow/kubeflow,v0.3.4,33,Dependencies,35.09,100
mlops,kubeflow/kubeflow,v0.3.4,33,Permissions,11.93,34
mlops,kubeflow/kubeflow,v0.3.4,33,Environment,1.75,5
mlops,kubeflow/kubeflow,v0.3.4,33,Build/Execute,23.16,66
mlops,kubeflow/kubeflow,v0.3.4,33,Filesystem,28.07,80
mlops,kubeflow/kubeflow,v0.3.4-rc.2,34,Dependencies,35.09,100
mlops,kubeflow/kubeflow,v0.3.4-rc.2,34,Permissions,11.93,34
mlops,kubeflow/kubeflow,v0.3.4-rc.2,34,Environment,1.75,5
mlops,kubeflow/kubeflow,v0.3.4-rc.2,34,Build/Execute,23.16,66
mlops,kubeflow/kubeflow,v0.3.4-rc.2,34,Filesystem,28.07,80
mlops,kubeflow/kubeflow,v0.3.5,35,Dependencies,35.09,100
mlops,kubeflow/kubeflow,v0.3.5,35,Permissions,11.93,34
mlops,kubeflow/kubeflow,v0.3.5,35,Environment,1.75,5
mlops,kubeflow/kubeflow,v0.3.5,35,Build/Execute,23.16,66
mlops,kubeflow/kubeflow,v0.3.5,35,Filesystem,28.07,80
mlops,kubeflow/kubeflow,v0.4.0-rc.1,36,Dependencies,35.09,100
mlops,kubeflow/kubeflow,v0.4.0-rc.1,36,Permissions,11.93,34
mlops,kubeflow/kubeflow,v0.4.0-rc.1,36,Environment,1.75,5
mlops,kubeflow/kubeflow,v0.4.0-rc.1,36,Build/Execute,23.16,66
mlops,kubeflow/kubeflow,v0.4.0-rc.1,36,Filesystem,28.07,80
mlops,kubeflow/kubeflow,v0.4.0-rc.2,37,Dependencies,35.09,100
mlops,kubeflow/kubeflow,v0.4.0-rc.2,37,Permissions,11.93,34
mlops,kubeflow/kubeflow,v0.4.0-rc.2,37,Environment,1.75,5
mlops,kubeflow/kubeflow,v0.4.0-rc.2,37,Build/Execute,23.16,66
mlops,kubeflow/kubeflow,v0.4.0-rc.2,37,Filesystem,28.07,80
mlops,kubeflow/kubeflow,v0.4.0-rc.3,38,Dependencies,35.09,100
mlops,kubeflow/kubeflow,v0.4.0-rc.3,38,Permissions,11.93,34
mlops,kubeflow/kubeflow,v0.4.0-rc.3,38,Environment,1.75,5
mlops,kubeflow/kubeflow,v0.4.0-rc.3,38,Build/Execute,23.16,66
mlops,kubeflow/kubeflow,v0.4.0-rc.3,38,Filesystem,28.07,80
mlops,kubeflow/kubeflow,v0.4.0,39,Dependencies,35.09,100
mlops,kubeflow/kubeflow,v0.4.0,39,Permissions,11.93,34
mlops,kubeflow/kubeflow,v0.4.0,39,Environment,1.75,5
mlops,kubeflow/kubeflow,v0.4.0,39,Build/Execute,23.16,66
mlops,kubeflow/kubeflow,v0.4.0,39,Filesystem,28.07,80
mlops,kubeflow/kubeflow,v0.4.1-rc.1,40,Dependencies,35.09,100
mlops,kubeflow/kubeflow,v0.4.1-rc.1,40,Permissions,11.93,34
mlops,kubeflow/kubeflow,v0.4.1-rc.1,40,Environment,1.75,5
mlops,kubeflow/kubeflow,v0.4.1-rc.1,40,Build/Execute,23.16,66
mlops,kubeflow/kubeflow,v0.4.1-rc.1,40,Filesystem,28.07,80
mlops,kubeflow/kubeflow,v0.4.1-rc.2,41,Dependencies,35.09,100
mlops,kubeflow/kubeflow,v0.4.1-rc.2,41,Permissions,11.93,34
mlops,kubeflow/kubeflow,v0.4.1-rc.2,41,Environment,1.75,5
mlops,kubeflow/kubeflow,v0.4.1-rc.2,41,Build/Execute,23.16,66
mlops,kubeflow/kubeflow,v0.4.1-rc.2,41,Filesystem,28.07,80
mlops,kubeflow/kubeflow,v0.4.1-rc.3,42,Dependencies,35.09,100
mlops,kubeflow/kubeflow,v0.4.1-rc.3,42,Permissions,11.93,34
mlops,kubeflow/kubeflow,v0.4.1-rc.3,42,Environment,1.75,5
mlops,kubeflow/kubeflow,v0.4.1-rc.3,42,Build/Execute,23.16,66
mlops,kubeflow/kubeflow,v0.4.1-rc.3,42,Filesystem,28.07,80
mlops,kubeflow/kubeflow,v0.4.1,43,Dependencies,35.09,100
mlops,kubeflow/kubeflow,v0.4.1,43,Permissions,11.93,34
mlops,kubeflow/kubeflow,v0.4.1,43,Environment,1.75,5
mlops,kubeflow/kubeflow,v0.4.1,43,Build/Execute,23.16,66
mlops,kubeflow/kubeflow,v0.4.1,43,Filesystem,28.07,80
mlops,kubeflow/kubeflow,v0.4.1-rc.4,44,Dependencies,35.09,100
mlops,kubeflow/kubeflow,v0.4.1-rc.4,44,Permissions,11.93,34
mlops,kubeflow/kubeflow,v0.4.1-rc.4,44,Environment,1.75,5
mlops,kubeflow/kubeflow,v0.4.1-rc.4,44,Build/Execute,23.16,66
mlops,kubeflow/kubeflow,v0.4.1-rc.4,44,Filesystem,28.07,80
mlops,kubeflow/kubeflow,v0.5.0-rc.0,45,Dependencies,35.09,100
mlops,kubeflow/kubeflow,v0.5.0-rc.0,45,Permissions,11.93,34
mlops,kubeflow/kubeflow,v0.5.0-rc.0,45,Environment,1.75,5
mlops,kubeflow/kubeflow,v0.5.0-rc.0,45,Build/Execute,23.16,66
mlops,kubeflow/kubeflow,v0.5.0-rc.0,45,Filesystem,28.07,80
mlops,kubeflow/kubeflow,v0.5.0-rc.1,46,Dependencies,35.09,100
mlops,kubeflow/kubeflow,v0.5.0-rc.1,46,Permissions,11.93,34
mlops,kubeflow/kubeflow,v0.5.0-rc.1,46,Environment,1.75,5
mlops,kubeflow/kubeflow,v0.5.0-rc.1,46,Build/Execute,23.16,66
mlops,kubeflow/kubeflow,v0.5.0-rc.1,46,Filesystem,28.07,80
mlops,kubeflow/kubeflow,v0.5.0-rc2,47,Dependencies,35.09,100
mlops,kubeflow/kubeflow,v0.5.0-rc2,47,Permissions,11.93,34
mlops,kubeflow/kubeflow,v0.5.0-rc2,47,Environment,1.75,5
mlops,kubeflow/kubeflow,v0.5.0-rc2,47,Build/Execute,23.16,66
mlops,kubeflow/kubeflow,v0.5.0-rc2,47,Filesystem,28.07,80
mlops,kubeflow/kubeflow,v0,48,Dependencies,35.09,100
mlops,kubeflow/kubeflow,v0,48,Permissions,11.93,34
mlops,kubeflow/kubeflow,v0,48,Environment,1.75,5
mlops,kubeflow/kubeflow,v0,48,Build/Execute,23.16,66
mlops,kubeflow/kubeflow,v0,48,Filesystem,28.07,80
mlops,kubeflow/kubeflow,v0.5.0-rc.3,49,Dependencies,35.09,100
mlops,kubeflow/kubeflow,v0.5.0-rc.3,49,Permissions,11.93,34
mlops,kubeflow/kubeflow,v0.5.0-rc.3,49,Environment,1.75,5
mlops,kubeflow/kubeflow,v0.5.0-rc.3,49,Build/Execute,23.16,66
mlops,kubeflow/kubeflow,v0.5.0-rc.3,49,Filesystem,28.07,80
mlops,kubeflow/kubeflow,v0.5.0,50,Dependencies,35.09,100
mlops,kubeflow/kubeflow,v0.5.0,50,Permissions,11.93,34
mlops,kubeflow/kubeflow,v0.5.0,50,Environment,1.75,5
mlops,kubeflow/kubeflow,v0.5.0,50,Build/Execute,23.16,66
mlops,kubeflow/kubeflow,v0.5.0,50,Filesystem,28.07,80
mlops,kubeflow/kubeflow,v0.5.0-rc.4,51,Dependencies,35.09,100
mlops,kubeflow/kubeflow,v0.5.0-rc.4,51,Permissions,11.93,34
mlops,kubeflow/kubeflow,v0.5.0-rc.4,51,Environment,1.75,5
mlops,kubeflow/kubeflow,v0.5.0-rc.4,51,Build/Execute,23.16,66
mlops,kubeflow/kubeflow,v0.5.0-rc.4,51,Filesystem,28.07,80
mlops,kubeflow/kubeflow,v0.5.1,52,Dependencies,35.09,100
mlops,kubeflow/kubeflow,v0.5.1,52,Permissions,11.93,34
mlops,kubeflow/kubeflow,v0.5.1,52,Environment,1.75,5
mlops,kubeflow/kubeflow,v0.5.1,52,Build/Execute,23.16,66
mlops,kubeflow/kubeflow,v0.5.1,52,Filesystem,28.07,80
mlops,kubeflow/kubeflow,v0.6.0-rc.0,53,Dependencies,35.09,100
mlops,kubeflow/kubeflow,v0.6.0-rc.0,53,Permissions,11.93,34
mlops,kubeflow/kubeflow,v0.6.0-rc.0,53,Environment,1.75,5
mlops,kubeflow/kubeflow,v0.6.0-rc.0,53,Build/Execute,23.16,66
mlops,kubeflow/kubeflow,v0.6.0-rc.0,53,Filesystem,28.07,80
mlops,kubeflow/kubeflow,v0.6.start,54,Dependencies,35.09,100
mlops,kubeflow/kubeflow,v0.6.start,54,Permissions,11.93,34
mlops,kubeflow/kubeflow,v0.6.start,54,Environment,1.75,5
mlops,kubeflow/kubeflow,v0.6.start,54,Build/Execute,23.16,66
mlops,kubeflow/kubeflow,v0.6.start,54,Filesystem,28.07,80
mlops,kubeflow/kubeflow,v0.6.0-rc.1,55,Dependencies,35.09,100
mlops,kubeflow/kubeflow,v0.6.0-rc.1,55,Permissions,11.93,34
mlops,kubeflow/kubeflow,v0.6.0-rc.1,55,Environment,1.75,5
mlops,kubeflow/kubeflow,v0.6.0-rc.1,55,Build/Execute,23.16,66
mlops,kubeflow/kubeflow,v0.6.0-rc.1,55,Filesystem,28.07,80
mlops,kubeflow/kubeflow,v0.6.0,56,Dependencies,35.09,100
mlops,kubeflow/kubeflow,v0.6.0,56,Permissions,11.93,34
mlops,kubeflow/kubeflow,v0.6.0,56,Environment,1.75,5
mlops,kubeflow/kubeflow,v0.6.0,56,Build/Execute,23.16,66
mlops,kubeflow/kubeflow,v0.6.0,56,Filesystem,28.07,80
mlops,kubeflow/kubeflow,v0.6.1-rc.0,57,Dependencies,35.09,100
mlops,kubeflow/kubeflow,v0.6.1-rc.0,57,Permissions,11.93,34
mlops,kubeflow/kubeflow,v0.6.1-rc.0,57,Environment,1.75,5
mlops,kubeflow/kubeflow,v0.6.1-rc.0,57,Build/Execute,23.16,66
mlops,kubeflow/kubeflow,v0.6.1-rc.0,57,Filesystem,28.07,80
mlops,kubeflow/kubeflow,v0.6.1-rc.1,58,Dependencies,35.09,100
mlops,kubeflow/kubeflow,v0.6.1-rc.1,58,Permissions,11.93,34
mlops,kubeflow/kubeflow,v0.6.1-rc.1,58,Environment,1.75,5
mlops,kubeflow/kubeflow,v0.6.1-rc.1,58,Build/Execute,23.16,66
mlops,kubeflow/kubeflow,v0.6.1-rc.1,58,Filesystem,28.07,80
mlops,kubeflow/kubeflow,v0.6.1-rc.2,59,Dependencies,35.09,100
mlops,kubeflow/kubeflow,v0.6.1-rc.2,59,Permissions,11.93,34
mlops,kubeflow/kubeflow,v0.6.1-rc.2,59,Environment,1.75,5
mlops,kubeflow/kubeflow,v0.6.1-rc.2,59,Build/Execute,23.16,66
mlops,kubeflow/kubeflow,v0.6.1-rc.2,59,Filesystem,28.07,80
mlops,kubeflow/kubeflow,v0.6.1,60,Dependencies,35.09,100
mlops,kubeflow/kubeflow,v0.6.1,60,Permissions,11.93,34
mlops,kubeflow/kubeflow,v0.6.1,60,Environment,1.75,5
mlops,kubeflow/kubeflow,v0.6.1,60,Build/Execute,23.16,66
mlops,kubeflow/kubeflow,v0.6.1,60,Filesystem,28.07,80
mlops,kubeflow/kubeflow,v0.6.2-rc.0,61,Dependencies,35.09,100
mlops,kubeflow/kubeflow,v0.6.2-rc.0,61,Permissions,11.93,34
mlops,kubeflow/kubeflow,v0.6.2-rc.0,61,Environment,1.75,5
mlops,kubeflow/kubeflow,v0.6.2-rc.0,61,Build/Execute,23.16,66
mlops,kubeflow/kubeflow,v0.6.2-rc.0,61,Filesystem,28.07,80
mlops,kubeflow/kubeflow,v0.6.2-rc.1,62,Dependencies,35.09,100
mlops,kubeflow/kubeflow,v0.6.2-rc.1,62,Permissions,11.93,34
mlops,kubeflow/kubeflow,v0.6.2-rc.1,62,Environment,1.75,5
mlops,kubeflow/kubeflow,v0.6.2-rc.1,62,Build/Execute,23.16,66
mlops,kubeflow/kubeflow,v0.6.2-rc.1,62,Filesystem,28.07,80
mlops,kubeflow/kubeflow,v0.6.2-rc.2,63,Dependencies,35.09,100
mlops,kubeflow/kubeflow,v0.6.2-rc.2,63,Permissions,11.93,34
mlops,kubeflow/kubeflow,v0.6.2-rc.2,63,Environment,1.75,5
mlops,kubeflow/kubeflow,v0.6.2-rc.2,63,Build/Execute,23.16,66
mlops,kubeflow/kubeflow,v0.6.2-rc.2,63,Filesystem,28.07,80
mlops,kubeflow/kubeflow,v0.6.2,64,Dependencies,35.09,100
mlops,kubeflow/kubeflow,v0.6.2,64,Permissions,11.93,34
mlops,kubeflow/kubeflow,v0.6.2,64,Environment,1.75,5
mlops,kubeflow/kubeflow,v0.6.2,64,Build/Execute,23.16,66
mlops,kubeflow/kubeflow,v0.6.2,64,Filesystem,28.07,80
mlops,kubeflow/kubeflow,v0.7.0-rc.0,65,Dependencies,35.09,100
mlops,kubeflow/kubeflow,v0.7.0-rc.0,65,Permissions,11.93,34
mlops,kubeflow/kubeflow,v0.7.0-rc.0,65,Environment,1.75,5
mlops,kubeflow/kubeflow,v0.7.0-rc.0,65,Build/Execute,23.16,66
mlops,kubeflow/kubeflow,v0.7.0-rc.0,65,Filesystem,28.07,80
mlops,kubeflow/kubeflow,v0.7.0-rc.1,66,Dependencies,35.09,100
mlops,kubeflow/kubeflow,v0.7.0-rc.1,66,Permissions,11.93,34
mlops,kubeflow/kubeflow,v0.7.0-rc.1,66,Environment,1.75,5
mlops,kubeflow/kubeflow,v0.7.0-rc.1,66,Build/Execute,23.16,66
mlops,kubeflow/kubeflow,v0.7.0-rc.1,66,Filesystem,28.07,80
mlops,kubeflow/kubeflow,v0.7.0-rc.2,67,Dependencies,35.09,100
mlops,kubeflow/kubeflow,v0.7.0-rc.2,67,Permissions,11.93,34
mlops,kubeflow/kubeflow,v0.7.0-rc.2,67,Environment,1.75,5
mlops,kubeflow/kubeflow,v0.7.0-rc.2,67,Build/Execute,23.16,66
mlops,kubeflow/kubeflow,v0.7.0-rc.2,67,Filesystem,28.07,80
mlops,kubeflow/kubeflow,v0.7.0-rc.3,68,Dependencies,35.09,100
mlops,kubeflow/kubeflow,v0.7.0-rc.3,68,Permissions,11.93,34
mlops,kubeflow/kubeflow,v0.7.0-rc.3,68,Environment,1.75,5
mlops,kubeflow/kubeflow,v0.7.0-rc.3,68,Build/Execute,23.16,66
mlops,kubeflow/kubeflow,v0.7.0-rc.3,68,Filesystem,28.07,80
mlops,kubeflow/kubeflow,v0.7.0-rc.4,69,Dependencies,35.09,100
mlops,kubeflow/kubeflow,v0.7.0-rc.4,69,Permissions,11.93,34
mlops,kubeflow/kubeflow,v0.7.0-rc.4,69,Environment,1.75,5
mlops,kubeflow/kubeflow,v0.7.0-rc.4,69,Build/Execute,23.16,66
mlops,kubeflow/kubeflow,v0.7.0-rc.4,69,Filesystem,28.07,80
mlops,kubeflow/kubeflow,v0.7.0-rc.5,70,Dependencies,35.09,100
mlops,kubeflow/kubeflow,v0.7.0-rc.5,70,Permissions,11.93,34
