Topic,Repos,Tag,TagID,Metrics,composition,total
AutoML,microsoft/nni,v0.7.1,19,Permissions,0.0,0
AutoML,microsoft/nni,v0.7.1,19,Environment,0.0,0
AutoML,microsoft/nni,v0.7.1,19,Build/Execute,39.77,35
AutoML,microsoft/nni,v0.7.1,19,Filesystem,21.59,19
AutoML,microsoft/nni,v0.5.2.1.1,20,Dependencies,38.64,34
AutoML,microsoft/nni,v0.5.2.1.1,20,Permissions,0.0,0
AutoML,microsoft/nni,v0.5.2.1.1,20,Environment,0.0,0
AutoML,microsoft/nni,v0.5.2.1.1,20,Build/Execute,39.77,35
AutoML,microsoft/nni,v0.5.2.1.1,20,Filesystem,21.59,19
AutoML,microsoft/nni,v0.9.1.1,21,Dependencies,38.64,34
AutoML,microsoft/nni,v0.9.1.1,21,Permissions,0.0,0
AutoML,microsoft/nni,v0.9.1.1,21,Environment,0.0,0
AutoML,microsoft/nni,v0.9.1.1,21,Build/Execute,39.77,35
AutoML,microsoft/nni,v0.9.1.1,21,Filesystem,21.59,19
AutoML,microsoft/nni,v0.9.1.2,22,Dependencies,38.64,34
AutoML,microsoft/nni,v0.9.1.2,22,Permissions,0.0,0
AutoML,microsoft/nni,v0.9.1.2,22,Environment,0.0,0
AutoML,microsoft/nni,v0.9.1.2,22,Build/Execute,39.77,35
AutoML,microsoft/nni,v0.9.1.2,22,Filesystem,21.59,19
AutoML,microsoft/nni,v1.0,23,Dependencies,38.64,34
AutoML,microsoft/nni,v1.0,23,Permissions,0.0,0
AutoML,microsoft/nni,v1.0,23,Environment,0.0,0
AutoML,microsoft/nni,v1.0,23,Build/Execute,39.77,35
AutoML,microsoft/nni,v1.0,23,Filesystem,21.59,19
AutoML,microsoft/nni,v1.1,24,Dependencies,38.64,34
AutoML,microsoft/nni,v1.1,24,Permissions,0.0,0
AutoML,microsoft/nni,v1.1,24,Environment,0.0,0
AutoML,microsoft/nni,v1.1,24,Build/Execute,39.77,35
AutoML,microsoft/nni,v1.1,24,Filesystem,21.59,19
AutoML,microsoft/nni,v1.2,25,Dependencies,38.64,34
AutoML,microsoft/nni,v1.2,25,Permissions,0.0,0
AutoML,microsoft/nni,v1.2,25,Environment,0.0,0
AutoML,microsoft/nni,v1.2,25,Build/Execute,39.77,35
AutoML,microsoft/nni,v1.2,25,Filesystem,21.59,19
AutoML,microsoft/nni,v1.3,26,Dependencies,38.64,34
AutoML,microsoft/nni,v1.3,26,Permissions,0.0,0
AutoML,microsoft/nni,v1.3,26,Environment,0.0,0
AutoML,microsoft/nni,v1.3,26,Build/Execute,39.77,35
AutoML,microsoft/nni,v1.3,26,Filesystem,21.59,19
AutoML,microsoft/nni,v1.4,27,Dependencies,38.64,34
AutoML,microsoft/nni,v1.4,27,Permissions,0.0,0
AutoML,microsoft/nni,v1.4,27,Environment,0.0,0
AutoML,microsoft/nni,v1.4,27,Build/Execute,39.77,35
AutoML,microsoft/nni,v1.4,27,Filesystem,21.59,19
AutoML,microsoft/nni,v1.5,28,Dependencies,38.64,34
AutoML,microsoft/nni,v1.5,28,Permissions,0.0,0
AutoML,microsoft/nni,v1.5,28,Environment,0.0,0
AutoML,microsoft/nni,v1.5,28,Build/Execute,39.77,35
AutoML,microsoft/nni,v1.5,28,Filesystem,21.59,19
AutoML,microsoft/nni,v1.6,29,Dependencies,38.64,34
AutoML,microsoft/nni,v1.6,29,Permissions,0.0,0
AutoML,microsoft/nni,v1.6,29,Environment,0.0,0
AutoML,microsoft/nni,v1.6,29,Build/Execute,39.77,35
AutoML,microsoft/nni,v1.6,29,Filesystem,21.59,19
AutoML,microsoft/nni,v1.7,30,Dependencies,38.64,34
AutoML,microsoft/nni,v1.7,30,Permissions,0.0,0
AutoML,microsoft/nni,v1.7,30,Environment,0.0,0
AutoML,microsoft/nni,v1.7,30,Build/Execute,39.77,35
AutoML,microsoft/nni,v1.7,30,Filesystem,21.59,19
AutoML,microsoft/nni,v1.7.1,31,Dependencies,38.64,34
AutoML,microsoft/nni,v1.7.1,31,Permissions,0.0,0
AutoML,microsoft/nni,v1.7.1,31,Environment,0.0,0
AutoML,microsoft/nni,v1.7.1,31,Build/Execute,39.77,35
AutoML,microsoft/nni,v1.7.1,31,Filesystem,21.59,19
AutoML,microsoft/nni,v1.8,32,Dependencies,38.64,34
AutoML,microsoft/nni,v1.8,32,Permissions,0.0,0
AutoML,microsoft/nni,v1.8,32,Environment,0.0,0
AutoML,microsoft/nni,v1.8,32,Build/Execute,39.77,35
AutoML,microsoft/nni,v1.8,32,Filesystem,21.59,19
AutoML,microsoft/nni,v1.9,33,Dependencies,38.64,34
AutoML,microsoft/nni,v1.9,33,Permissions,0.0,0
AutoML,microsoft/nni,v1.9,33,Environment,0.0,0
AutoML,microsoft/nni,v1.9,33,Build/Execute,39.77,35
AutoML,microsoft/nni,v1.9,33,Filesystem,21.59,19
AutoML,microsoft/nni,v2.0,34,Dependencies,38.64,34
