Topic,Repos,ProjectID,Tag,Metrics,Values
Application,ageitgey/face_recognition,P1,0.1.3,Memory,1854563580
Application,ageitgey/face_recognition,P1,0.2.0,Layers count,18
Application,ageitgey/face_recognition,P1,0.2.0,Memory,1854978297
Application,ageitgey/face_recognition,P1,latest,Layers count,18
Application,ageitgey/face_recognition,P1,latest,Memory,2056538567
Application,ageitgey/face_recognition,P1,test,Layers count,18
Application,ageitgey/face_recognition,P1,test,Memory,2579055370
Application,ageitgey/face_recognition,P1,latest,Layers count,5
Application,ageitgey/face_recognition,P1,latest,Memory,2140923746
Application,ageitgey/face_recognition,P1,0.1.0,Layers count,15
Application,ageitgey/face_recognition,P1,0.1.0,Memory,2855615514
Application,ageitgey/face_recognition,P1,0.2.1,Layers count,6
Application,ageitgey/face_recognition,P1,0.2.1,Memory,2262975881
Application,ageitgey/face_recognition,P1,0.3.0,Layers count,6
Application,ageitgey/face_recognition,P1,0.3.0,Memory,2201353800
Application,ageitgey/face_recognition,P1,1.0.0,Layers count,49
Application,ageitgey/face_recognition,P1,1.0.0,Memory,4106783745
Application,ageitgey/face_recognition,P1,latest,Layers count,10
Application,ageitgey/face_recognition,P1,latest,Memory,753457998
Application,ageitgey/face_recognition,P1,0.4.0,Layers count,8
Application,ageitgey/face_recognition,P1,0.4.0,Memory,53945159
Application,ageitgey/face_recognition,P1,0.5.0,Layers count,8
Application,ageitgey/face_recognition,P1,0.5.0,Memory,54018949
Application,ageitgey/face_recognition,P1,0.5.1,Layers count,8
Application,ageitgey/face_recognition,P1,0.5.1,Memory,54019610
Application,ageitgey/face_recognition,P1,0.6.1,Layers count,9
Application,ageitgey/face_recognition,P1,0.6.1,Memory,54439683
Application,ageitgey/face_recognition,P1,latest,Layers count,9
Application,ageitgey/face_recognition,P1,latest,Memory,54439683
Application,ageitgey/face_recognition,P1,0.4.0,Layers count,25
Application,ageitgey/face_recognition,P1,0.4.0,Memory,1037463736
Application,ageitgey/face_recognition,P1,0.5.0-mobilenet-gpu,Layers count,25
Application,ageitgey/face_recognition,P1,0.5.0-mobilenet-gpu,Memory,1857472452
Application,ageitgey/face_recognition,P1,0.5.1-mobilenet-gpu,Layers count,25
Application,ageitgey/face_recognition,P1,0.5.1-mobilenet-gpu,Memory,1857472608
Application,ageitgey/face_recognition,P1,0.6.1,Layers count,17
Application,ageitgey/face_recognition,P1,0.6.1,Memory,1587434463
Application,ageitgey/face_recognition,P1,latest,Layers count,17
Application,ageitgey/face_recognition,P1,latest,Memory,1587434463
Application,ageitgey/face_recognition,P1,0.4.0,Layers count,10
Application,ageitgey/face_recognition,P1,0.4.0,Memory,411513102
Application,ageitgey/face_recognition,P1,0.5.0,Layers count,10
Application,ageitgey/face_recognition,P1,0.5.0,Memory,411720492
Application,ageitgey/face_recognition,P1,0.5.1,Layers count,10
Application,ageitgey/face_recognition,P1,0.5.1,Memory,411751676
Application,ageitgey/face_recognition,P1,0.6.1,Layers count,10
Application,ageitgey/face_recognition,P1,0.6.1,Memory,425241232
Application,ageitgey/face_recognition,P1,latest,Layers count,10
Application,ageitgey/face_recognition,P1,latest,Memory,425241232
Application,ageitgey/face_recognition,P1,latest,Layers count,17
Application,ageitgey/face_recognition,P1,latest,Memory,1640334970
Application,ageitgey/face_recognition,P1,ci,Layers count,40
Application,ageitgey/face_recognition,P1,ci,Memory,2264934695
Application,ageitgey/face_recognition,P1,jupyter,Layers count,9
Application,ageitgey/face_recognition,P1,jupyter,Memory,132351778
Application,ageitgey/face_recognition,P1,mysql,Layers count,5
Application,ageitgey/face_recognition,P1,mysql,Memory,64625612
Application,ageitgey/face_recognition,P1,step,Layers count,12
Application,ageitgey/face_recognition,P1,step,Memory,733824918
Application,ageitgey/face_recognition,P1,v0.4.0,Layers count,24
Application,ageitgey/face_recognition,P1,v0.4.0,Memory,2205363839
Application,ageitgey/face_recognition,P1,latest,Layers count,24
Application,ageitgey/face_recognition,P1,latest,Memory,1814374406
Application,ageitgey/face_recognition,P1,0.4,Layers count,12
Application,ageitgey/face_recognition,P1,0.4,Memory,636516486
Application,ageitgey/face_recognition,P1,0.4.1,Layers count,12
Application,ageitgey/face_recognition,P1,0.4.1,Memory,636516486
Application,ageitgey/face_recognition,P1,0.4.2,Layers count,13
Application,ageitgey/face_recognition,P1,0.4.2,Memory,636520875
Application,ageitgey/face_recognition,P1,latest,Layers count,14
Application,ageitgey/face_recognition,P1,latest,Memory,635466551
Application,ageitgey/face_recognition,P1,full_sequence_simulation,Layers count,17
Application,ageitgey/face_recognition,P1,full_sequence_simulation,Memory,3013456723
Application,ageitgey/face_recognition,P1,sha-442ce57,Layers count,11
Application,ageitgey/face_recognition,P1,sha-442ce57,Memory,4087973441
Application,ageitgey/face_recognition,P1,sha-7945a68,Layers count,12
Application,ageitgey/face_recognition,P1,sha-7945a68,Memory,3299723496
Application,ageitgey/face_recognition,P1,sha-c6b2f4d,Layers count,11
Application,ageitgey/face_recognition,P1,sha-c6b2f4d,Memory,4087910985
Application,ageitgey/face_recognition,P1,sha-fdcd76a,Layers count,12
Application,ageitgey/face_recognition,P1,sha-fdcd76a,Memory,3299427973
Application,ageitgey/face_recognition,P1,audio-command,Layers count,35
Application,ageitgey/face_recognition,P1,audio-command,Memory,4415464814
Application,ageitgey/face_recognition,P1,basic,Layers count,15
Application,ageitgey/face_recognition,P1,basic,Memory,631314414
Application,ageitgey/face_recognition,P1,latest,Layers count,32
Application,ageitgey/face_recognition,P1,latest,Memory,4425223051
Application,ageitgey/face_recognition,P1,2.0.0-snapshot,Layers count,9
Application,ageitgey/face_recognition,P1,2.0.0-snapshot,Memory,301491629
Application,ageitgey/face_recognition,P1,latest,Layers count,9
Application,ageitgey/face_recognition,P1,latest,Memory,301491629
Application,ageitgey/face_recognition,P1,latest,Layers count,16
Application,ageitgey/face_recognition,P1,latest,Memory,1697451633
Application,ageitgey/face_recognition,P1,version-0.9-cuda10.2-ubuntu18.04,Layers count,16
Application,ageitgey/face_recognition,P1,version-0.9-cuda10.2-ubuntu18.04,Memory,1697491371
Application,ageitgey/face_recognition,P1,0.1.9,Layers count,10
Application,ageitgey/face_recognition,P1,0.1.9,Memory,887126541
Application,ageitgey/face_recognition,P1,latest,Layers count,10
Application,ageitgey/face_recognition,P1,latest,Memory,888380657
Application,ageitgey/face_recognition,P1,latest,Layers count,2
Application,ageitgey/face_recognition,P1,latest,Memory,19552214
Application,ageitgey/face_recognition,P1,latest,Layers count,9
Application,ageitgey/face_recognition,P1,latest,Memory,6440150764
Application,ageitgey/face_recognition,P1,full,Layers count,23
Application,ageitgey/face_recognition,P1,full,Memory,4900369162
Application,ageitgey/face_recognition,P1,py3-full,Layers count,24
Application,ageitgey/face_recognition,P1,py3-full,Memory,3666027956
Application,ageitgey/face_recognition,P1,py3-full-torch-jq,Layers count,24
Application,ageitgey/face_recognition,P1,py3-full-torch-jq,Memory,4877166776
Application,ageitgey/face_recognition,P1,py3-minimal,Layers count,24
Application,ageitgey/face_recognition,P1,py3-minimal,Memory,1934836562
Application,ageitgey/face_recognition,P1,py3-tf-minimal,Layers count,23
Application,ageitgey/face_recognition,P1,py3-tf-minimal,Memory,755269502
Application,ageitgey/face_recognition,P1,ci,Layers count,12
Application,ageitgey/face_recognition,P1,ci,Memory,259461813
Application,ageitgey/face_recognition,P1,v11.4.4,Layers count,13
Application,ageitgey/face_recognition,P1,v11.4.4,Memory,190997052
Application,ageitgey/face_recognition,P1,v13,Layers count,11
Application,ageitgey/face_recognition,P1,v13,Memory,258667214
Application,ageitgey/face_recognition,P1,v8.0.1,Layers count,13
Application,ageitgey/face_recognition,P1,v8.0.1,Memory,294935461
Application,ageitgey/face_recognition,P1,v9.8.2,Layers count,14
Application,ageitgey/face_recognition,P1,v9.8.2,Memory,189489605
Application,ageitgey/face_recognition,P1,add-category-for-articles,Layers count,6
Application,ageitgey/face_recognition,P1,add-category-for-articles,Memory,128845783
Application,ageitgey/face_recognition,P1,add-new-category-for-benchmarks,Layers count,5
Application,ageitgey/face_recognition,P1,add-new-category-for-benchmarks,Memory,118766678
Application,ageitgey/face_recognition,P1,idvoretskyi-install-removed,Layers count,6
Application,ageitgey/face_recognition,P1,idvoretskyi-install-removed,Memory,128185938
Application,ageitgey/face_recognition,P1,new_master,Layers count,5
Application,ageitgey/face_recognition,P1,new_master,Memory,118885105
Application,ageitgey/face_recognition,P1,remove-long-line-descriptions,Layers count,5
Application,ageitgey/face_recognition,P1,remove-long-line-descriptions,Memory,117232057
Application,ageitgey/face_recognition,P1,dev-env,Layers count,15
Application,ageitgey/face_recognition,P1,dev-env,Memory,275837274
Application,ageitgey/face_recognition,P1,dev-ubuntu17.04,Layers count,15
Application,ageitgey/face_recognition,P1,dev-ubuntu17.04,Memory,275837274
Application,ageitgey/face_recognition,P1,latest,Layers count,15
Application,ageitgey/face_recognition,P1,latest,Memory,275837274
Application,ageitgey/face_recognition,P1,latest,Layers count,48
Application,ageitgey/face_recognition,P1,latest,Memory,18095140499
Application,ageitgey/face_recognition,P1,v0.3.0,Layers count,44
Application,ageitgey/face_recognition,P1,v0.3.0,Memory,15100548665
Application,ageitgey/face_recognition,P1,v0.3.1,Layers count,44
Application,ageitgey/face_recognition,P1,v0.3.1,Memory,15764920027
Application,ageitgey/face_recognition,P1,v0.3.2,Layers count,47
Application,ageitgey/face_recognition,P1,v0.3.2,Memory,17613386774
Application,ageitgey/face_recognition,P1,v0.3.3,Layers count,48
Application,ageitgey/face_recognition,P1,v0.3.3,Memory,18095140499
Application,ageitgey/face_recognition,P1,0.5.0,Layers count,11
Application,ageitgey/face_recognition,P1,0.5.0,Memory,338373966
Application,ageitgey/face_recognition,P1,0.6.0,Layers count,20
Application,ageitgey/face_recognition,P1,0.6.0,Memory,722706393
Application,ageitgey/face_recognition,P1,latest,Layers count,20
Application,ageitgey/face_recognition,P1,latest,Memory,722706393
Application,ageitgey/face_recognition,P1,0.5.0,Layers count,11
Application,ageitgey/face_recognition,P1,0.5.0,Memory,492682050
Application,ageitgey/face_recognition,P1,0.6.0,Layers count,11
Application,ageitgey/face_recognition,P1,0.6.0,Memory,498418278
Application,ageitgey/face_recognition,P1,dev,Layers count,12
Application,ageitgey/face_recognition,P1,dev,Memory,493359580
Application,ageitgey/face_recognition,P1,latest,Layers count,11
Application,ageitgey/face_recognition,P1,latest,Memory,498418278
Application,ageitgey/face_recognition,P1,latest,Layers count,21
Application,ageitgey/face_recognition,P1,latest,Memory,3562047485
Application,ageitgey/face_recognition,P1,v2.1.0,Layers count,16
Application,ageitgey/face_recognition,P1,v2.1.0,Memory,3837358818
Application,ageitgey/face_recognition,P1,v2.2.0,Layers count,21
Application,ageitgey/face_recognition,P1,v2.2.0,Memory,3562047485
Application,ageitgey/face_recognition,P1,v2.2.0-cu10.2,Layers count,20
Application,ageitgey/face_recognition,P1,v2.2.0-cu10.2,Memory,4532364617
Application,ageitgey/face_recognition,P1,0.10.0,Layers count,19
Application,ageitgey/face_recognition,P1,0.10.0,Memory,2960797782
Application,ageitgey/face_recognition,P1,0.6.0a0,Layers count,21
Application,ageitgey/face_recognition,P1,0.6.0a0,Memory,2922598312
Application,ageitgey/face_recognition,P1,0.8.0a4,Layers count,19
Application,ageitgey/face_recognition,P1,0.8.0a4,Memory,2937806160
Application,ageitgey/face_recognition,P1,1.1.0a6,Layers count,20
Application,ageitgey/face_recognition,P1,1.1.0a6,Memory,3148305012
Application,ageitgey/face_recognition,P1,latest,Layers count,20
Application,ageitgey/face_recognition,P1,latest,Memory,4075140307
Application,ageitgey/face_recognition,P1,3.4,Layers count,45
Application,ageitgey/face_recognition,P1,3.4,Memory,1931318515
Application,ageitgey/face_recognition,P1,cpu-3.3,Layers count,44
Application,ageitgey/face_recognition,P1,cpu-3.3,Memory,1927236334
Application,ageitgey/face_recognition,P1,gpu-2021.06.2,Layers count,45
Application,ageitgey/face_recognition,P1,gpu-2021.06.2,Memory,3437706448
Application,ageitgey/face_recognition,P1,gpu-x4-beta,Layers count,41
Application,ageitgey/face_recognition,P1,gpu-x4-beta,Memory,3642103743
Application,ageitgey/face_recognition,P1,noavx-3.4,Layers count,46
Application,ageitgey/face_recognition,P1,noavx-3.4,Memory,1833106616
Application,ageitgey/face_recognition,P1,latest,Layers count,57
Application,ageitgey/face_recognition,P1,latest,Memory,6615807665
Application,ageitgey/face_recognition,P1,v0.0.0,Layers count,55
Application,ageitgey/face_recognition,P1,v0.0.0,Memory,6339336651
Application,ageitgey/face_recognition,P1,v0.0.1,Layers count,55
Application,ageitgey/face_recognition,P1,v0.0.1,Memory,6339427701
Application,ageitgey/face_recognition,P1,v0.0.3,Layers count,54
Application,ageitgey/face_recognition,P1,v0.0.3,Memory,6336825207
Application,ageitgey/face_recognition,P1,latest,Layers count,14
Application,ageitgey/face_recognition,P1,latest,Memory,1666889828
Application,ageitgey/face_recognition,P1,v0.1,Layers count,14
Application,ageitgey/face_recognition,P1,v0.1,Memory,1666889828
Application,ageitgey/face_recognition,P1,v2.0.0-sshd,Layers count,15
Application,ageitgey/face_recognition,P1,v2.0.0-sshd,Memory,1859634326
Application,ageitgey/face_recognition,P1,04b99e9fa67274722c670dd0b6f186eaf27e0c89,Layers count,12
Application,ageitgey/face_recognition,P1,04b99e9fa67274722c670dd0b6f186eaf27e0c89,Memory,424358924
Application,ageitgey/face_recognition,P1,68bd33411d3553c7236ece724da924ba56a34600,Layers count,12
Application,ageitgey/face_recognition,P1,68bd33411d3553c7236ece724da924ba56a34600,Memory,416238019
Application,ageitgey/face_recognition,P1,9cde6efe6c0b0d07dcb27cc6078cad6ab89711c2,Layers count,12
Application,ageitgey/face_recognition,P1,9cde6efe6c0b0d07dcb27cc6078cad6ab89711c2,Memory,424357824
Application,ageitgey/face_recognition,P1,cfa65d8d993e22afcde474a8ed817030bf9e9710,Layers count,12
Application,ageitgey/face_recognition,P1,cfa65d8d993e22afcde474a8ed817030bf9e9710,Memory,416216262
Application,ageitgey/face_recognition,P1,latest,Layers count,12
Application,ageitgey/face_recognition,P1,latest,Memory,424358539
Application,ageitgey/face_recognition,P1,0.1.0,Layers count,66
Application,ageitgey/face_recognition,P1,0.1.0,Memory,3042216787
Application,ageitgey/face_recognition,P1,0.3.0,Layers count,69
Application,ageitgey/face_recognition,P1,0.3.0,Memory,3063732881
Application,ageitgey/face_recognition,P1,0.5.1,Layers count,67
Application,ageitgey/face_recognition,P1,0.5.1,Memory,2799988760
Application,ageitgey/face_recognition,P1,0.7.0,Layers count,72
Application,ageitgey/face_recognition,P1,0.7.0,Memory,2803516722
Application,ageitgey/face_recognition,P1,latest,Layers count,76
Application,ageitgey/face_recognition,P1,latest,Memory,3294166172
Application,ageitgey/face_recognition,P1,detect,Layers count,19
Application,ageitgey/face_recognition,P1,detect,Memory,1073916532
Application,ageitgey/face_recognition,P1,latest,Layers count,19
Application,ageitgey/face_recognition,P1,latest,Memory,1073916420
Application,ageitgey/face_recognition,P1,1.1.1,Layers count,10
Application,ageitgey/face_recognition,P1,1.1.1,Memory,371423594
Application,ageitgey/face_recognition,P1,1.2.1,Layers count,10
Application,ageitgey/face_recognition,P1,1.2.1,Memory,372716545
Application,ageitgey/face_recognition,P1,1.2.2,Layers count,10
Application,ageitgey/face_recognition,P1,1.2.2,Memory,373049673
Application,ageitgey/face_recognition,P1,latest,Layers count,9
Application,ageitgey/face_recognition,P1,latest,Memory,384056756
Application,ageitgey/face_recognition,P1,snapshot,Layers count,10
Application,ageitgey/face_recognition,P1,snapshot,Memory,372854311
Application,ageitgey/face_recognition,P1,latest,Layers count,22
Application,ageitgey/face_recognition,P1,latest,Memory,5184939919
Application,ageitgey/face_recognition,P1,latest,Layers count,23
Application,ageitgey/face_recognition,P1,latest,Memory,3416424285
Application,ageitgey/face_recognition,P1,latest,Layers count,5
Application,ageitgey/face_recognition,P1,latest,Memory,48729276
Application,ageitgey/face_recognition,P1,v1.1.12,Layers count,5
Application,ageitgey/face_recognition,P1,v1.1.12,Memory,47209888
Application,ageitgey/face_recognition,P1,v1.1.18,Layers count,5
Application,ageitgey/face_recognition,P1,v1.1.18,Memory,48476171
Application,ageitgey/face_recognition,P1,v1.1.21,Layers count,5
Application,ageitgey/face_recognition,P1,v1.1.21,Memory,48476177
Application,ageitgey/face_recognition,P1,v1.1.22,Layers count,5
Application,ageitgey/face_recognition,P1,v1.1.22,Memory,48729276
Application,ageitgey/face_recognition,P1,latest,Layers count,27
Application,ageitgey/face_recognition,P1,latest,Memory,2808983862
Application,ageitgey/face_recognition,P1,latest-gpu,Layers count,30
Application,ageitgey/face_recognition,P1,latest-gpu,Memory,5261671242
Application,ageitgey/face_recognition,P1,latest,Layers count,11
Application,ageitgey/face_recognition,P1,latest,Memory,1001719080
Application,ageitgey/face_recognition,P1,latest,Layers count,13
Application,ageitgey/face_recognition,P1,latest,Memory,3717333630
Application,ageitgey/face_recognition,P1,rc1,Layers count,13
Application,ageitgey/face_recognition,P1,rc1,Memory,7597862959
Application,ageitgey/face_recognition,P1,v1.0,Layers count,14
Application,ageitgey/face_recognition,P1,v1.0,Memory,7966597896
Application,ageitgey/face_recognition,P1,v1.0.1,Layers count,13
Application,ageitgey/face_recognition,P1,v1.0.1,Memory,3717333630
Application,ageitgey/face_recognition,P1,latest,Layers count,33
Application,ageitgey/face_recognition,P1,latest,Memory,2890068397
Application,ageitgey/face_recognition,P1,0.2,Layers count,14
Application,ageitgey/face_recognition,P1,0.2,Memory,1083600197
Application,ageitgey/face_recognition,P1,1.0,Layers count,14
Application,ageitgey/face_recognition,P1,1.0,Memory,1084778468
Application,ageitgey/face_recognition,P1,latest,Layers count,11
Application,ageitgey/face_recognition,P1,latest,Memory,1239682768
Application,ageitgey/face_recognition,P1,latest,Layers count,5
Application,ageitgey/face_recognition,P1,latest,Memory,472409368
Application,ageitgey/face_recognition,P1,cuda10.1-cudnn7-devel-ubuntu18.04,Layers count,15
Application,ageitgey/face_recognition,P1,cuda10.1-cudnn7-devel-ubuntu18.04,Memory,3759356211
Application,ageitgey/face_recognition,P1,latest,Layers count,15
Application,ageitgey/face_recognition,P1,latest,Memory,3759356211
Application,ageitgey/face_recognition,P1,latest,Layers count,8
Application,ageitgey/face_recognition,P1,latest,Memory,437405924
Application,ageitgey/face_recognition,P1,0.3.0,Layers count,15
Application,ageitgey/face_recognition,P1,0.3.0,Memory,531979186
Application,ageitgey/face_recognition,P1,0.3.1,Layers count,15
Application,ageitgey/face_recognition,P1,0.3.1,Memory,532252015
Application,ageitgey/face_recognition,P1,0.4.0,Layers count,15
Application,ageitgey/face_recognition,P1,0.4.0,Memory,532491658
Application,ageitgey/face_recognition,P1,latest,Layers count,15
Application,ageitgey/face_recognition,P1,latest,Memory,532491658
Application,ageitgey/face_recognition,P1,0.3.0,Layers count,12
Application,ageitgey/face_recognition,P1,0.3.0,Memory,643732622
Application,ageitgey/face_recognition,P1,0.3.1,Layers count,12
Application,ageitgey/face_recognition,P1,0.3.1,Memory,646520877
Application,ageitgey/face_recognition,P1,0.4.0,Layers count,12
Application,ageitgey/face_recognition,P1,0.4.0,Memory,646521856
Application,ageitgey/face_recognition,P1,latest,Layers count,12
Application,ageitgey/face_recognition,P1,latest,Memory,646521856
Application,ageitgey/face_recognition,P1,0.4,Layers count,7
Application,ageitgey/face_recognition,P1,0.4,Memory,202059677
Application,ageitgey/face_recognition,P1,latest,Layers count,7
Application,ageitgey/face_recognition,P1,latest,Memory,202059677
Application,ageitgey/face_recognition,P1,GTC,Layers count,27
Application,ageitgey/face_recognition,P1,GTC,Memory,2213968538
Application,ageitgey/face_recognition,P1,docker,Layers count,29
Application,ageitgey/face_recognition,P1,docker,Memory,2478349546
Application,ageitgey/face_recognition,P1,latest,Layers count,31
Application,ageitgey/face_recognition,P1,latest,Memory,2390393327
Application,ageitgey/face_recognition,P1,master,Layers count,33
Application,ageitgey/face_recognition,P1,master,Memory,2382404496
Application,ageitgey/face_recognition,P1,0.7,Layers count,11
Application,ageitgey/face_recognition,P1,0.7,Memory,893181873
Application,ageitgey/face_recognition,P1,0.8,Layers count,11
Application,ageitgey/face_recognition,P1,0.8,Memory,745267507
Application,ageitgey/face_recognition,P1,latest,Layers count,10
Application,ageitgey/face_recognition,P1,latest,Memory,821130145
Application,ageitgey/face_recognition,P1,latest,Layers count,8
Application,ageitgey/face_recognition,P1,latest,Memory,990519989
Application,ageitgey/face_recognition,P1,1.1,Layers count,10
Application,ageitgey/face_recognition,P1,1.1,Memory,238171639
Application,ageitgey/face_recognition,P1,latest,Layers count,10
Application,ageitgey/face_recognition,P1,latest,Memory,238171639
Application,ageitgey/face_recognition,P1,latest,Layers count,11
Application,ageitgey/face_recognition,P1,latest,Memory,731979358
Application,ageitgey/face_recognition,P1,latest,Layers count,13
Application,ageitgey/face_recognition,P1,latest,Memory,1238005947
Application,ageitgey/face_recognition,P1,profiling,Layers count,19
Application,ageitgey/face_recognition,P1,profiling,Memory,1237815344
Application,ageitgey/face_recognition,P1,profiling20190911,Layers count,19
Application,ageitgey/face_recognition,P1,profiling20190911,Memory,1237815344
Application,ageitgey/face_recognition,P1,latest,Layers count,22
Application,ageitgey/face_recognition,P1,latest,Memory,761906611
Application,ageitgey/face_recognition,P1,v0.1.2,Layers count,27
Application,ageitgey/face_recognition,P1,v0.1.2,Memory,751660248
Application,ageitgey/face_recognition,P1,v0.1.3,Layers count,10
Application,ageitgey/face_recognition,P1,v0.1.3,Memory,1001352069
Application,ageitgey/face_recognition,P1,gcc7,Layers count,20
Application,ageitgey/face_recognition,P1,gcc7,Memory,1047695353
Application,ageitgey/face_recognition,P1,latest,Layers count,17
Application,ageitgey/face_recognition,P1,latest,Memory,942985454
Application,ageitgey/face_recognition,P1,2.0.0alpha,Layers count,7
Application,ageitgey/face_recognition,P1,2.0.0alpha,Memory,264715326
Application,ageitgey/face_recognition,P1,2.0.5,Layers count,7
Application,ageitgey/face_recognition,P1,2.0.5,Memory,273214169
Application,ageitgey/face_recognition,P1,2.0.7,Layers count,7
Application,ageitgey/face_recognition,P1,2.0.7,Memory,274241708
Application,ageitgey/face_recognition,P1,kubeflow,Layers count,13
Application,ageitgey/face_recognition,P1,kubeflow,Memory,467769288
Application,ageitgey/face_recognition,P1,modeldb2.0.1,Layers count,7
Application,ageitgey/face_recognition,P1,modeldb2.0.1,Memory,270011338
Application,ageitgey/face_recognition,P1,base,Layers count,44
Application,ageitgey/face_recognition,P1,base,Memory,2647854992
Application,ageitgey/face_recognition,P1,latest,Layers count,52
Application,ageitgey/face_recognition,P1,latest,Memory,3236738968
Application,ageitgey/face_recognition,P1,latest,Layers count,28
Application,ageitgey/face_recognition,P1,latest,Memory,1741536321
Application,ageitgey/face_recognition,P1,v0.2b,Layers count,28
Application,ageitgey/face_recognition,P1,v0.2b,Memory,1741554527
Application,ageitgey/face_recognition,P1,v0.3-pre1,Layers count,29
Application,ageitgey/face_recognition,P1,v0.3-pre1,Memory,1745658084
Application,ageitgey/face_recognition,P1,v0.3-pre7,Layers count,37
Application,ageitgey/face_recognition,P1,v0.3-pre7,Memory,1793630422
Application,ageitgey/face_recognition,P1,v0.3.2,Layers count,37
Application,ageitgey/face_recognition,P1,v0.3.2,Memory,1780673166
Application,ageitgey/face_recognition,P1,coursera,Layers count,10
Application,ageitgey/face_recognition,P1,coursera,Memory,2699699396
Application,ageitgey/face_recognition,P1,latest,Layers count,10
Application,ageitgey/face_recognition,P1,latest,Memory,1689341084
Application,ageitgey/face_recognition,P1,spring19,Layers count,10
Application,ageitgey/face_recognition,P1,spring19,Memory,1770905852
Application,ageitgey/face_recognition,P1,0.18.1,Layers count,31
Application,ageitgey/face_recognition,P1,0.18.1,Memory,1149382931
Application,ageitgey/face_recognition,P1,0.19.0,Layers count,31
Application,ageitgey/face_recognition,P1,0.19.0,Memory,1189064011
Application,ageitgey/face_recognition,P1,0.19.2,Layers count,31
Application,ageitgey/face_recognition,P1,0.19.2,Memory,1190483087
Application,ageitgey/face_recognition,P1,0.20.0,Layers count,31
Application,ageitgey/face_recognition,P1,0.20.0,Memory,1207818627
Application,ageitgey/face_recognition,P1,latest,Layers count,31
Application,ageitgey/face_recognition,P1,latest,Memory,1174355624
Application,ageitgey/face_recognition,P1,latest,Layers count,9
Application,ageitgey/face_recognition,P1,latest,Memory,2633090636
Application,ageitgey/face_recognition,P1,2020-09-11,Layers count,12
Application,ageitgey/face_recognition,P1,2020-09-11,Memory,887964680
Application,ageitgey/face_recognition,P1,2020-10-20,Layers count,11
Application,ageitgey/face_recognition,P1,2020-10-20,Memory,885168187
Application,ageitgey/face_recognition,P1,2020-11-28,Layers count,11
Application,ageitgey/face_recognition,P1,2020-11-28,Memory,750897413
Application,ageitgey/face_recognition,P1,2021-01-05,Layers count,11
Application,ageitgey/face_recognition,P1,2021-01-05,Memory,1025436222
Application,ageitgey/face_recognition,P1,latest,Layers count,9
Application,ageitgey/face_recognition,P1,latest,Memory,1194269976
Application,ageitgey/face_recognition,P1,latest,Layers count,15
Application,ageitgey/face_recognition,P1,latest,Memory,1875872497
Application,ageitgey/face_recognition,P1,latest,Layers count,9
Application,ageitgey/face_recognition,P1,latest,Memory,674116383
Application,ageitgey/face_recognition,P1,latest,Layers count,23
Application,ageitgey/face_recognition,P1,latest,Memory,1068668086
Application,ageitgey/face_recognition,P1,cpu,Layers count,8
Application,ageitgey/face_recognition,P1,cpu,Memory,180620896
Application,ageitgey/face_recognition,P1,cpu-jupyter-kubeflow-0.1,Layers count,10
Application,ageitgey/face_recognition,P1,cpu-jupyter-kubeflow-0.1,Memory,390430808
Application,ageitgey/face_recognition,P1,gpu,Layers count,13
Application,ageitgey/face_recognition,P1,gpu,Memory,2441436743
Application,ageitgey/face_recognition,P1,gpu-jupyter-kubeflow-nightly,Layers count,15
Application,ageitgey/face_recognition,P1,gpu-jupyter-kubeflow-nightly,Memory,2654476642
Application,ageitgey/face_recognition,P1,latest,Layers count,8
Application,ageitgey/face_recognition,P1,latest,Memory,180620896
Application,ageitgey/face_recognition,P1,latest,Layers count,17
Application,ageitgey/face_recognition,P1,latest,Memory,2270553970
Application,ageitgey/face_recognition,P1,1.0.0,Layers count,30
Application,ageitgey/face_recognition,P1,1.0.0,Memory,8307653316
Application,ageitgey/face_recognition,P1,1.1.0,Layers count,29
Application,ageitgey/face_recognition,P1,1.1.0,Memory,9804058397
Application,ageitgey/face_recognition,P1,latest,Layers count,29
Application,ageitgey/face_recognition,P1,latest,Memory,9804058397
Application,ageitgey/face_recognition,P1,1.0,Layers count,41
Application,ageitgey/face_recognition,P1,1.0,Memory,1964029853
Application,ageitgey/face_recognition,P1,1.0.12,Layers count,43
Application,ageitgey/face_recognition,P1,1.0.12,Memory,1831123075
Application,ageitgey/face_recognition,P1,latest,Layers count,43
Application,ageitgey/face_recognition,P1,latest,Memory,1831123075
Application,ageitgey/face_recognition,P1,1.0,Layers count,46
Application,ageitgey/face_recognition,P1,1.0,Memory,1544942002
Application,ageitgey/face_recognition,P1,1.0.12,Layers count,49
Application,ageitgey/face_recognition,P1,1.0.12,Memory,1560312231
Application,ageitgey/face_recognition,P1,latest,Layers count,49
Application,ageitgey/face_recognition,P1,latest,Memory,1560312231
Application,ageitgey/face_recognition,P1,1.0,Layers count,48
Application,ageitgey/face_recognition,P1,1.0,Memory,1136932810
Application,ageitgey/face_recognition,P1,1.0.12,Layers count,52
Application,ageitgey/face_recognition,P1,1.0.12,Memory,2136128297
Application,ageitgey/face_recognition,P1,latest,Layers count,52
Application,ageitgey/face_recognition,P1,latest,Memory,2136128297
Application,ageitgey/face_recognition,P1,1.0,Layers count,53
Application,ageitgey/face_recognition,P1,1.0,Memory,1747871074
Application,ageitgey/face_recognition,P1,1.0.12,Layers count,57
