repos,repo_version,filename,option,option_count,category
takuya-takeuchi/FaceRecognitionDotNet,latest,/docker/build/centos/7/Dockerfile,chmod,2,Permissions
takuya-takeuchi/FaceRecognitionDotNet,latest,/docker/build/centos/7/Dockerfile,yum,3,Dependencies
takuya-takeuchi/FaceRecognitionDotNet,latest,/docker/build/centos/7/Dockerfile,git,1,Dependencies
takuya-takeuchi/FaceRecognitionDotNet,latest,/docker/build/centos/7/Dockerfile,install,1,Build/Execute
takuya-takeuchi/FaceRecognitionDotNet,latest,/docker/build/ubuntu/16/Dockerfile,apt-get,7,Dependencies
takuya-takeuchi/FaceRecognitionDotNet,latest,/docker/build/ubuntu/16/Dockerfile,install,3,Build/Execute
takuya-takeuchi/FaceRecognitionDotNet,latest,/docker/build/ubuntu/16/Dockerfile,git,1,Dependencies
takuya-takeuchi/FaceRecognitionDotNet,latest,/docker/build/ubuntu/16/Dockerfile,add-apt-repository,1,Dependencies
takuya-takeuchi/FaceRecognitionDotNet,latest,/docker/build/ubuntu/16/Dockerfile,rm,1,Filesystem
takuya-takeuchi/FaceRecognitionDotNet,latest,/docker/build/ubuntu/16/Dockerfile,chmod,1,Permissions
aws/deep-learning-containers,latest,/habana/tensorflow/training/docker/2.5/py3/example/Dockerfile.hpu,git,1,Dependencies
aws/deep-learning-containers,latest,/habana/tensorflow/training/docker/2.5/py3/example/Dockerfile.hpu,sed,1,Filesystem
aws/deep-learning-containers,latest,/habana/tensorflow/training/docker/2.5/py3/synapseai0.15.4/Dockerfile.hpu,apt-get,8,Dependencies
aws/deep-learning-containers,latest,/habana/tensorflow/training/docker/2.5/py3/synapseai0.15.4/Dockerfile.hpu,curl,3,Dependencies
aws/deep-learning-containers,latest,/habana/tensorflow/training/docker/2.5/py3/synapseai0.15.4/Dockerfile.hpu,wget,1,Dependencies
aws/deep-learning-containers,latest,/habana/tensorflow/training/docker/2.5/py3/synapseai0.15.4/Dockerfile.hpu,git,1,Dependencies
aws/deep-learning-containers,latest,/habana/tensorflow/training/docker/2.5/py3/synapseai0.15.4/Dockerfile.hpu,rm,4,Filesystem
aws/deep-learning-containers,latest,/habana/tensorflow/training/docker/2.5/py3/synapseai0.15.4/Dockerfile.hpu,unzip,2,Filesystem
aws/deep-learning-containers,latest,/habana/tensorflow/training/docker/2.5/py3/synapseai0.15.4/Dockerfile.hpu,install,7,Build/Execute
aws/deep-learning-containers,latest,/habana/tensorflow/training/docker/2.5/py3/synapseai0.15.4/Dockerfile.hpu,sed,1,Filesystem
aws/deep-learning-containers,latest,/habana/tensorflow/training/docker/2.5/py3/synapseai0.15.4/Dockerfile.hpu,mkdir,2,Filesystem
aws/deep-learning-containers,latest,/habana/tensorflow/training/docker/2.5/py3/synapseai0.15.4/Dockerfile.hpu,cp,2,Filesystem
aws/deep-learning-containers,latest,/habana/tensorflow/training/docker/2.5/py3/synapseai0.15.4/Dockerfile.hpu,pip,1,Dependencies
aws/deep-learning-containers,latest,/habana/tensorflow/training/docker/2.5/py3/synapseai0.15.4/Dockerfile.hpu,ln,2,Filesystem
aws/deep-learning-containers,latest,/habana/tensorflow/training/docker/2.5/py3/synapseai0.15.4/Dockerfile.hpu,cmake,1,Build/Execute
aws/deep-learning-containers,latest,/habana/tensorflow/training/docker/2.5/py3/synapseai0.15.4/Dockerfile.hpu,chmod,3,Permissions
aws/deep-learning-containers,latest,/habana/pytorch/training/docker/1.7/py3/example/Dockerfile.hpu,git,1,Dependencies
aws/deep-learning-containers,latest,/habana/pytorch/training/docker/1.7/py3/example/Dockerfile.hpu,sed,1,Filesystem
aws/deep-learning-containers,latest,/habana/pytorch/training/docker/1.7/py3/synapseai0.15.4/Dockerfile.hpu,apt-get,3,Dependencies
aws/deep-learning-containers,latest,/habana/pytorch/training/docker/1.7/py3/synapseai0.15.4/Dockerfile.hpu,curl,3,Dependencies
aws/deep-learning-containers,latest,/habana/pytorch/training/docker/1.7/py3/synapseai0.15.4/Dockerfile.hpu,wget,1,Dependencies
aws/deep-learning-containers,latest,/habana/pytorch/training/docker/1.7/py3/synapseai0.15.4/Dockerfile.hpu,git,1,Dependencies
aws/deep-learning-containers,latest,/habana/pytorch/training/docker/1.7/py3/synapseai0.15.4/Dockerfile.hpu,rm,4,Filesystem
aws/deep-learning-containers,latest,/habana/pytorch/training/docker/1.7/py3/synapseai0.15.4/Dockerfile.hpu,unzip,2,Filesystem
aws/deep-learning-containers,latest,/habana/pytorch/training/docker/1.7/py3/synapseai0.15.4/Dockerfile.hpu,install,6,Build/Execute
aws/deep-learning-containers,latest,/habana/pytorch/training/docker/1.7/py3/synapseai0.15.4/Dockerfile.hpu,pip,10,Dependencies
aws/deep-learning-containers,latest,/habana/pytorch/training/docker/1.7/py3/synapseai0.15.4/Dockerfile.hpu,ln,2,Filesystem
aws/deep-learning-containers,latest,/habana/pytorch/training/docker/1.7/py3/synapseai0.15.4/Dockerfile.hpu,chmod,4,Permissions
aws/deep-learning-containers,latest,/habana/pytorch/training/docker/1.7/py3/synapseai0.15.4/Dockerfile.hpu,cp,1,Filesystem
aws/deep-learning-containers,latest,/autogluon/training/docker/0.3/py3/Dockerfile.cpu,apt-get,5,Dependencies
aws/deep-learning-containers,latest,/autogluon/training/docker/0.3/py3/Dockerfile.cpu,curl,3,Dependencies
aws/deep-learning-containers,latest,/autogluon/training/docker/0.3/py3/Dockerfile.cpu,wget,4,Dependencies
aws/deep-learning-containers,latest,/autogluon/training/docker/0.3/py3/Dockerfile.cpu,git,1,Dependencies
aws/deep-learning-containers,latest,/autogluon/training/docker/0.3/py3/Dockerfile.cpu,rm,6,Filesystem
aws/deep-learning-containers,latest,/autogluon/training/docker/0.3/py3/Dockerfile.cpu,unzip,2,Filesystem
aws/deep-learning-containers,latest,/autogluon/training/docker/0.3/py3/Dockerfile.cpu,cmake,1,Build/Execute
aws/deep-learning-containers,latest,/autogluon/training/docker/0.3/py3/Dockerfile.cpu,install,9,Build/Execute
aws/deep-learning-containers,latest,/autogluon/training/docker/0.3/py3/Dockerfile.cpu,cd,7,Filesystem
aws/deep-learning-containers,latest,/autogluon/training/docker/0.3/py3/Dockerfile.cpu,tar,3,Filesystem
aws/deep-learning-containers,latest,/autogluon/training/docker/0.3/py3/Dockerfile.cpu,ln,4,Filesystem
aws/deep-learning-containers,latest,/autogluon/training/docker/0.3/py3/Dockerfile.cpu,make,6,Build/Execute
aws/deep-learning-containers,latest,/autogluon/training/docker/0.3/py3/Dockerfile.cpu,mkdir,3,Filesystem
aws/deep-learning-containers,latest,/autogluon/training/docker/0.3/py3/Dockerfile.cpu,./configure,2,Build/Execute
aws/deep-learning-containers,latest,/autogluon/training/docker/0.3/py3/Dockerfile.cpu,echo,5,Filesystem
aws/deep-learning-containers,latest,/autogluon/training/docker/0.3/py3/Dockerfile.cpu,mv,2,Filesystem
aws/deep-learning-containers,latest,/autogluon/training/docker/0.3/py3/Dockerfile.cpu,chmod,3,Permissions
aws/deep-learning-containers,latest,/autogluon/training/docker/0.3/py3/Dockerfile.cpu,pip,7,Dependencies
aws/deep-learning-containers,latest,/autogluon/training/docker/0.3/py3/Dockerfile.cpu,cat,1,Filesystem
aws/deep-learning-containers,latest,/autogluon/training/docker/0.3/py3/Dockerfile.cpu,sed,1,Filesystem
aws/deep-learning-containers,latest,/autogluon/training/docker/0.3/py3/Dockerfile.cpu,cp,2,Filesystem
aws/deep-learning-containers,latest,/autogluon/training/docker/0.3/py3/cu102/Dockerfile.gpu,apt-get,5,Dependencies
aws/deep-learning-containers,latest,/autogluon/training/docker/0.3/py3/cu102/Dockerfile.gpu,rm,5,Filesystem
aws/deep-learning-containers,latest,/autogluon/training/docker/0.3/py3/cu102/Dockerfile.gpu,install,10,Build/Execute
aws/deep-learning-containers,latest,/autogluon/training/docker/0.3/py3/cu102/Dockerfile.gpu,wget,1,Dependencies
aws/deep-learning-containers,latest,/autogluon/training/docker/0.3/py3/cu102/Dockerfile.gpu,cd,2,Filesystem
aws/deep-learning-containers,latest,/autogluon/training/docker/0.3/py3/cu102/Dockerfile.gpu,tar,1,Filesystem
aws/deep-learning-containers,latest,/autogluon/training/docker/0.3/py3/cu102/Dockerfile.gpu,ln,2,Filesystem
aws/deep-learning-containers,latest,/autogluon/training/docker/0.3/py3/cu102/Dockerfile.gpu,make,2,Build/Execute
aws/deep-learning-containers,latest,/autogluon/training/docker/0.3/py3/cu102/Dockerfile.gpu,conda,7,Dependencies
aws/deep-learning-containers,latest,/autogluon/training/docker/0.3/py3/cu102/Dockerfile.gpu,source,2,Environment
aws/deep-learning-containers,latest,/autogluon/training/docker/0.3/py3/cu102/Dockerfile.gpu,pip,10,Dependencies
aws/deep-learning-containers,latest,/autogluon/training/docker/0.3/py3/cu102/Dockerfile.gpu,sed,1,Filesystem
aws/deep-learning-containers,latest,/autogluon/training/docker/0.3/py3/cu102/Dockerfile.gpu,echo,1,Filesystem
aws/deep-learning-containers,latest,/autogluon/training/docker/0.3/py3/cu102/Dockerfile.gpu,mv,1,Filesystem
aws/deep-learning-containers,latest,/autogluon/training/docker/0.3/py3/cu102/Dockerfile.gpu,cat,1,Filesystem
aws/deep-learning-containers,latest,/autogluon/training/docker/0.3/py3/cu102/Dockerfile.gpu,mkdir,1,Filesystem
aws/deep-learning-containers,latest,/autogluon/training/docker/0.3/py3/cu102/Dockerfile.gpu,cp,2,Filesystem
aws/deep-learning-containers,latest,/autogluon/training/docker/0.3/py3/cu102/Dockerfile.gpu,curl,2,Dependencies
aws/deep-learning-containers,latest,/autogluon/training/docker/0.3/py3/cu102/Dockerfile.gpu,unzip,1,Filesystem
aws/deep-learning-containers,latest,/autogluon/training/docker/0.3/py3/cu102/Dockerfile.gpu,python3,1,Build/Execute
aws/deep-learning-containers,latest,/autogluon/training/docker/0.3/py3/cu102/Dockerfile.gpu,chmod,3,Permissions
aws/deep-learning-containers,latest,/autogluon/training/docker/0.2/py3/Dockerfile.cpu,apt-get,5,Dependencies
aws/deep-learning-containers,latest,/autogluon/training/docker/0.2/py3/Dockerfile.cpu,curl,3,Dependencies
aws/deep-learning-containers,latest,/autogluon/training/docker/0.2/py3/Dockerfile.cpu,wget,4,Dependencies
aws/deep-learning-containers,latest,/autogluon/training/docker/0.2/py3/Dockerfile.cpu,git,1,Dependencies
aws/deep-learning-containers,latest,/autogluon/training/docker/0.2/py3/Dockerfile.cpu,rm,6,Filesystem
aws/deep-learning-containers,latest,/autogluon/training/docker/0.2/py3/Dockerfile.cpu,unzip,2,Filesystem
aws/deep-learning-containers,latest,/autogluon/training/docker/0.2/py3/Dockerfile.cpu,cmake,1,Build/Execute
aws/deep-learning-containers,latest,/autogluon/training/docker/0.2/py3/Dockerfile.cpu,install,8,Build/Execute
aws/deep-learning-containers,latest,/autogluon/training/docker/0.2/py3/Dockerfile.cpu,cd,7,Filesystem
aws/deep-learning-containers,latest,/autogluon/training/docker/0.2/py3/Dockerfile.cpu,tar,3,Filesystem
aws/deep-learning-containers,latest,/autogluon/training/docker/0.2/py3/Dockerfile.cpu,ln,4,Filesystem
aws/deep-learning-containers,latest,/autogluon/training/docker/0.2/py3/Dockerfile.cpu,make,6,Build/Execute
aws/deep-learning-containers,latest,/autogluon/training/docker/0.2/py3/Dockerfile.cpu,mkdir,3,Filesystem
aws/deep-learning-containers,latest,/autogluon/training/docker/0.2/py3/Dockerfile.cpu,./configure,2,Build/Execute
aws/deep-learning-containers,latest,/autogluon/training/docker/0.2/py3/Dockerfile.cpu,echo,5,Filesystem
aws/deep-learning-containers,latest,/autogluon/training/docker/0.2/py3/Dockerfile.cpu,mv,2,Filesystem
aws/deep-learning-containers,latest,/autogluon/training/docker/0.2/py3/Dockerfile.cpu,chmod,3,Permissions
aws/deep-learning-containers,latest,/autogluon/training/docker/0.2/py3/Dockerfile.cpu,pip,6,Dependencies
aws/deep-learning-containers,latest,/autogluon/training/docker/0.2/py3/Dockerfile.cpu,cat,1,Filesystem
aws/deep-learning-containers,latest,/autogluon/training/docker/0.2/py3/Dockerfile.cpu,sed,1,Filesystem
aws/deep-learning-containers,latest,/autogluon/training/docker/0.2/py3/Dockerfile.cpu,cp,2,Filesystem
aws/deep-learning-containers,latest,/autogluon/training/docker/0.2/py3/cu102/Dockerfile.gpu,apt-get,5,Dependencies
aws/deep-learning-containers,latest,/autogluon/training/docker/0.2/py3/cu102/Dockerfile.gpu,rm,5,Filesystem
aws/deep-learning-containers,latest,/autogluon/training/docker/0.2/py3/cu102/Dockerfile.gpu,install,9,Build/Execute
aws/deep-learning-containers,latest,/autogluon/training/docker/0.2/py3/cu102/Dockerfile.gpu,wget,1,Dependencies
aws/deep-learning-containers,latest,/autogluon/training/docker/0.2/py3/cu102/Dockerfile.gpu,cd,2,Filesystem
aws/deep-learning-containers,latest,/autogluon/training/docker/0.2/py3/cu102/Dockerfile.gpu,tar,1,Filesystem
aws/deep-learning-containers,latest,/autogluon/training/docker/0.2/py3/cu102/Dockerfile.gpu,ln,2,Filesystem
aws/deep-learning-containers,latest,/autogluon/training/docker/0.2/py3/cu102/Dockerfile.gpu,make,2,Build/Execute
aws/deep-learning-containers,latest,/autogluon/training/docker/0.2/py3/cu102/Dockerfile.gpu,pip,9,Dependencies
aws/deep-learning-containers,latest,/autogluon/training/docker/0.2/py3/cu102/Dockerfile.gpu,conda,2,Dependencies
aws/deep-learning-containers,latest,/autogluon/training/docker/0.2/py3/cu102/Dockerfile.gpu,sed,1,Filesystem
aws/deep-learning-containers,latest,/autogluon/training/docker/0.2/py3/cu102/Dockerfile.gpu,source,1,Environment
aws/deep-learning-containers,latest,/autogluon/training/docker/0.2/py3/cu102/Dockerfile.gpu,echo,1,Filesystem
aws/deep-learning-containers,latest,/autogluon/training/docker/0.2/py3/cu102/Dockerfile.gpu,mv,1,Filesystem
aws/deep-learning-containers,latest,/autogluon/training/docker/0.2/py3/cu102/Dockerfile.gpu,cat,1,Filesystem
aws/deep-learning-containers,latest,/autogluon/training/docker/0.2/py3/cu102/Dockerfile.gpu,mkdir,1,Filesystem
aws/deep-learning-containers,latest,/autogluon/training/docker/0.2/py3/cu102/Dockerfile.gpu,cp,2,Filesystem
aws/deep-learning-containers,latest,/autogluon/training/docker/0.2/py3/cu102/Dockerfile.gpu,curl,2,Dependencies
aws/deep-learning-containers,latest,/autogluon/training/docker/0.2/py3/cu102/Dockerfile.gpu,unzip,1,Filesystem
aws/deep-learning-containers,latest,/autogluon/training/docker/0.2/py3/cu102/Dockerfile.gpu,python3,1,Build/Execute
aws/deep-learning-containers,latest,/autogluon/training/docker/0.2/py3/cu102/Dockerfile.gpu,chmod,3,Permissions
aws/deep-learning-containers,latest,/autogluon/inference/docker/0.3/py3/Dockerfile.cpu,apt-get,4,Dependencies
aws/deep-learning-containers,latest,/autogluon/inference/docker/0.3/py3/Dockerfile.cpu,rm,2,Filesystem
aws/deep-learning-containers,latest,/autogluon/inference/docker/0.3/py3/Dockerfile.cpu,wget,1,Dependencies
aws/deep-learning-containers,latest,/autogluon/inference/docker/0.3/py3/Dockerfile.cpu,cd,2,Filesystem
aws/deep-learning-containers,latest,/autogluon/inference/docker/0.3/py3/Dockerfile.cpu,tar,1,Filesystem
aws/deep-learning-containers,latest,/autogluon/inference/docker/0.3/py3/Dockerfile.cpu,ln,1,Filesystem
aws/deep-learning-containers,latest,/autogluon/inference/docker/0.3/py3/Dockerfile.cpu,make,2,Build/Execute
aws/deep-learning-containers,latest,/autogluon/inference/docker/0.3/py3/Dockerfile.cpu,install,7,Build/Execute
aws/deep-learning-containers,latest,/autogluon/inference/docker/0.3/py3/Dockerfile.cpu,pip,8,Dependencies
aws/deep-learning-containers,latest,/test/dlc_tests/benchmark/bai/docker/Dockerfile,apt-get,2,Dependencies
aws/deep-learning-containers,latest,/test/dlc_tests/benchmark/bai/docker/Dockerfile,curl,1,Dependencies
aws/deep-learning-containers,latest,/test/dlc_tests/benchmark/bai/docker/Dockerfile,install,1,Build/Execute
aws/deep-learning-containers,latest,/mxnet/training/docker/1.7.0/py3/Dockerfile.cpu,apt-get,8,Dependencies
aws/deep-learning-containers,latest,/mxnet/training/docker/1.7.0/py3/Dockerfile.cpu,curl,4,Dependencies
aws/deep-learning-containers,latest,/mxnet/training/docker/1.7.0/py3/Dockerfile.cpu,wget,3,Dependencies
aws/deep-learning-containers,latest,/mxnet/training/docker/1.7.0/py3/Dockerfile.cpu,git,1,Dependencies
aws/deep-learning-containers,latest,/mxnet/training/docker/1.7.0/py3/Dockerfile.cpu,rm,8,Filesystem
aws/deep-learning-containers,latest,/mxnet/training/docker/1.7.0/py3/Dockerfile.cpu,unzip,2,Filesystem
aws/deep-learning-containers,latest,/mxnet/training/docker/1.7.0/py3/Dockerfile.cpu,install,10,Build/Execute
aws/deep-learning-containers,latest,/mxnet/training/docker/1.7.0/py3/Dockerfile.cpu,mkdir,4,Filesystem
aws/deep-learning-containers,latest,/mxnet/training/docker/1.7.0/py3/Dockerfile.cpu,cd,5,Filesystem
aws/deep-learning-containers,latest,/mxnet/training/docker/1.7.0/py3/Dockerfile.cpu,tar,3,Filesystem
aws/deep-learning-containers,latest,/mxnet/training/docker/1.7.0/py3/Dockerfile.cpu,make,9,Build/Execute
aws/deep-learning-containers,latest,/mxnet/training/docker/1.7.0/py3/Dockerfile.cpu,./configure,2,Build/Execute
aws/deep-learning-containers,latest,/mxnet/training/docker/1.7.0/py3/Dockerfile.cpu,echo,6,Filesystem
aws/deep-learning-containers,latest,/mxnet/training/docker/1.7.0/py3/Dockerfile.cpu,mv,2,Filesystem
aws/deep-learning-containers,latest,/mxnet/training/docker/1.7.0/py3/Dockerfile.cpu,chmod,4,Permissions
aws/deep-learning-containers,latest,/mxnet/training/docker/1.7.0/py3/Dockerfile.cpu,apt,1,Dependencies
aws/deep-learning-containers,latest,/mxnet/training/docker/1.7.0/py3/Dockerfile.cpu,ln,4,Filesystem
aws/deep-learning-containers,latest,/mxnet/training/docker/1.7.0/py3/Dockerfile.cpu,pip,1,Dependencies
aws/deep-learning-containers,latest,/mxnet/training/docker/1.7.0/py3/Dockerfile.cpu,cat,1,Filesystem
aws/deep-learning-containers,latest,/mxnet/training/docker/1.7.0/py3/Dockerfile.cpu,sed,1,Filesystem
aws/deep-learning-containers,latest,/mxnet/training/docker/1.7.0/py3/Dockerfile.cpu,cp,2,Filesystem
aws/deep-learning-containers,latest,/mxnet/training/docker/1.7.0/py3/example/Dockerfile.gpu,git,2,Dependencies
aws/deep-learning-containers,latest,/mxnet/training/docker/1.7.0/py3/cu101/Dockerfile.gpu,apt-get,9,Dependencies
aws/deep-learning-containers,latest,/mxnet/training/docker/1.7.0/py3/cu101/Dockerfile.gpu,curl,4,Dependencies
aws/deep-learning-containers,latest,/mxnet/training/docker/1.7.0/py3/cu101/Dockerfile.gpu,wget,4,Dependencies
aws/deep-learning-containers,latest,/mxnet/training/docker/1.7.0/py3/cu101/Dockerfile.gpu,git,1,Dependencies
aws/deep-learning-containers,latest,/mxnet/training/docker/1.7.0/py3/cu101/Dockerfile.gpu,rm,9,Filesystem
aws/deep-learning-containers,latest,/mxnet/training/docker/1.7.0/py3/cu101/Dockerfile.gpu,unzip,2,Filesystem
aws/deep-learning-containers,latest,/mxnet/training/docker/1.7.0/py3/cu101/Dockerfile.gpu,install,11,Build/Execute
aws/deep-learning-containers,latest,/mxnet/training/docker/1.7.0/py3/cu101/Dockerfile.gpu,dpkg,1,Dependencies
aws/deep-learning-containers,latest,/mxnet/training/docker/1.7.0/py3/cu101/Dockerfile.gpu,mkdir,4,Filesystem
aws/deep-learning-containers,latest,/mxnet/training/docker/1.7.0/py3/cu101/Dockerfile.gpu,cd,5,Filesystem
aws/deep-learning-containers,latest,/mxnet/training/docker/1.7.0/py3/cu101/Dockerfile.gpu,tar,3,Filesystem
aws/deep-learning-containers,latest,/mxnet/training/docker/1.7.0/py3/cu101/Dockerfile.gpu,make,9,Build/Execute
aws/deep-learning-containers,latest,/mxnet/training/docker/1.7.0/py3/cu101/Dockerfile.gpu,./configure,2,Build/Execute
aws/deep-learning-containers,latest,/mxnet/training/docker/1.7.0/py3/cu101/Dockerfile.gpu,echo,7,Filesystem
aws/deep-learning-containers,latest,/mxnet/training/docker/1.7.0/py3/cu101/Dockerfile.gpu,mv,2,Filesystem
aws/deep-learning-containers,latest,/mxnet/training/docker/1.7.0/py3/cu101/Dockerfile.gpu,chmod,4,Permissions
aws/deep-learning-containers,latest,/mxnet/training/docker/1.7.0/py3/cu101/Dockerfile.gpu,apt,1,Dependencies
aws/deep-learning-containers,latest,/mxnet/training/docker/1.7.0/py3/cu101/Dockerfile.gpu,ln,4,Filesystem
aws/deep-learning-containers,latest,/mxnet/training/docker/1.7.0/py3/cu101/Dockerfile.gpu,pip,2,Dependencies
aws/deep-learning-containers,latest,/mxnet/training/docker/1.7.0/py3/cu101/Dockerfile.gpu,cat,1,Filesystem
aws/deep-learning-containers,latest,/mxnet/training/docker/1.7.0/py3/cu101/Dockerfile.gpu,sed,1,Filesystem
aws/deep-learning-containers,latest,/mxnet/training/docker/1.7.0/py3/cu101/Dockerfile.gpu,cp,2,Filesystem
aws/deep-learning-containers,latest,/mxnet/training/docker/1.8/py3/Dockerfile.cpu,apt-get,3,Dependencies
aws/deep-learning-containers,latest,/mxnet/training/docker/1.8/py3/Dockerfile.cpu,curl,3,Dependencies
aws/deep-learning-containers,latest,/mxnet/training/docker/1.8/py3/Dockerfile.cpu,wget,4,Dependencies
aws/deep-learning-containers,latest,/mxnet/training/docker/1.8/py3/Dockerfile.cpu,git,1,Dependencies
aws/deep-learning-containers,latest,/mxnet/training/docker/1.8/py3/Dockerfile.cpu,rm,6,Filesystem
aws/deep-learning-containers,latest,/mxnet/training/docker/1.8/py3/Dockerfile.cpu,unzip,2,Filesystem
aws/deep-learning-containers,latest,/mxnet/training/docker/1.8/py3/Dockerfile.cpu,cmake,1,Build/Execute
aws/deep-learning-containers,latest,/mxnet/training/docker/1.8/py3/Dockerfile.cpu,install,8,Build/Execute
aws/deep-learning-containers,latest,/mxnet/training/docker/1.8/py3/Dockerfile.cpu,mkdir,4,Filesystem
aws/deep-learning-containers,latest,/mxnet/training/docker/1.8/py3/Dockerfile.cpu,cd,7,Filesystem
aws/deep-learning-containers,latest,/mxnet/training/docker/1.8/py3/Dockerfile.cpu,tar,3,Filesystem
aws/deep-learning-containers,latest,/mxnet/training/docker/1.8/py3/Dockerfile.cpu,make,6,Build/Execute
aws/deep-learning-containers,latest,/mxnet/training/docker/1.8/py3/Dockerfile.cpu,./configure,2,Build/Execute
aws/deep-learning-containers,latest,/mxnet/training/docker/1.8/py3/Dockerfile.cpu,echo,6,Filesystem
aws/deep-learning-containers,latest,/mxnet/training/docker/1.8/py3/Dockerfile.cpu,mv,2,Filesystem
aws/deep-learning-containers,latest,/mxnet/training/docker/1.8/py3/Dockerfile.cpu,chmod,4,Permissions
aws/deep-learning-containers,latest,/mxnet/training/docker/1.8/py3/Dockerfile.cpu,ln,4,Filesystem
aws/deep-learning-containers,latest,/mxnet/training/docker/1.8/py3/Dockerfile.cpu,pip,2,Dependencies
aws/deep-learning-containers,latest,/mxnet/training/docker/1.8/py3/Dockerfile.cpu,cat,1,Filesystem
aws/deep-learning-containers,latest,/mxnet/training/docker/1.8/py3/Dockerfile.cpu,sed,1,Filesystem
aws/deep-learning-containers,latest,/mxnet/training/docker/1.8/py3/Dockerfile.cpu,cp,2,Filesystem
aws/deep-learning-containers,latest,/mxnet/training/docker/1.8/py3/cu110/Dockerfile.gpu,apt-get,4,Dependencies
aws/deep-learning-containers,latest,/mxnet/training/docker/1.8/py3/cu110/Dockerfile.gpu,curl,3,Dependencies
aws/deep-learning-containers,latest,/mxnet/training/docker/1.8/py3/cu110/Dockerfile.gpu,wget,5,Dependencies
aws/deep-learning-containers,latest,/mxnet/training/docker/1.8/py3/cu110/Dockerfile.gpu,git,1,Dependencies
aws/deep-learning-containers,latest,/mxnet/training/docker/1.8/py3/cu110/Dockerfile.gpu,rm,7,Filesystem
aws/deep-learning-containers,latest,/mxnet/training/docker/1.8/py3/cu110/Dockerfile.gpu,unzip,2,Filesystem
aws/deep-learning-containers,latest,/mxnet/training/docker/1.8/py3/cu110/Dockerfile.gpu,cmake,1,Build/Execute
aws/deep-learning-containers,latest,/mxnet/training/docker/1.8/py3/cu110/Dockerfile.gpu,install,9,Build/Execute
aws/deep-learning-containers,latest,/mxnet/training/docker/1.8/py3/cu110/Dockerfile.gpu,dpkg,1,Dependencies
aws/deep-learning-containers,latest,/mxnet/training/docker/1.8/py3/cu110/Dockerfile.gpu,mkdir,4,Filesystem
aws/deep-learning-containers,latest,/mxnet/training/docker/1.8/py3/cu110/Dockerfile.gpu,cd,6,Filesystem
aws/deep-learning-containers,latest,/mxnet/training/docker/1.8/py3/cu110/Dockerfile.gpu,tar,3,Filesystem
aws/deep-learning-containers,latest,/mxnet/training/docker/1.8/py3/cu110/Dockerfile.gpu,make,6,Build/Execute
aws/deep-learning-containers,latest,/mxnet/training/docker/1.8/py3/cu110/Dockerfile.gpu,./configure,2,Build/Execute
aws/deep-learning-containers,latest,/mxnet/training/docker/1.8/py3/cu110/Dockerfile.gpu,echo,7,Filesystem
aws/deep-learning-containers,latest,/mxnet/training/docker/1.8/py3/cu110/Dockerfile.gpu,mv,2,Filesystem
aws/deep-learning-containers,latest,/mxnet/training/docker/1.8/py3/cu110/Dockerfile.gpu,chmod,4,Permissions
aws/deep-learning-containers,latest,/mxnet/training/docker/1.8/py3/cu110/Dockerfile.gpu,ln,4,Filesystem
aws/deep-learning-containers,latest,/mxnet/training/docker/1.8/py3/cu110/Dockerfile.gpu,pip,3,Dependencies
aws/deep-learning-containers,latest,/mxnet/training/docker/1.8/py3/cu110/Dockerfile.gpu,cat,1,Filesystem
aws/deep-learning-containers,latest,/mxnet/training/docker/1.8/py3/cu110/Dockerfile.gpu,sed,1,Filesystem
aws/deep-learning-containers,latest,/mxnet/training/docker/1.8/py3/cu110/Dockerfile.gpu,cp,2,Filesystem
aws/deep-learning-containers,latest,/mxnet/training/docker/1.8/py3/example/Dockerfile.gpu,git,2,Dependencies
aws/deep-learning-containers,latest,/mxnet/training/docker/1.6.0/py3/Dockerfile.cpu,apt-get,8,Dependencies
aws/deep-learning-containers,latest,/mxnet/training/docker/1.6.0/py3/Dockerfile.cpu,curl,4,Dependencies
aws/deep-learning-containers,latest,/mxnet/training/docker/1.6.0/py3/Dockerfile.cpu,wget,3,Dependencies
aws/deep-learning-containers,latest,/mxnet/training/docker/1.6.0/py3/Dockerfile.cpu,git,1,Dependencies
aws/deep-learning-containers,latest,/mxnet/training/docker/1.6.0/py3/Dockerfile.cpu,rm,8,Filesystem
aws/deep-learning-containers,latest,/mxnet/training/docker/1.6.0/py3/Dockerfile.cpu,unzip,2,Filesystem
aws/deep-learning-containers,latest,/mxnet/training/docker/1.6.0/py3/Dockerfile.cpu,install,10,Build/Execute
aws/deep-learning-containers,latest,/mxnet/training/docker/1.6.0/py3/Dockerfile.cpu,mkdir,4,Filesystem
aws/deep-learning-containers,latest,/mxnet/training/docker/1.6.0/py3/Dockerfile.cpu,cd,5,Filesystem
aws/deep-learning-containers,latest,/mxnet/training/docker/1.6.0/py3/Dockerfile.cpu,tar,3,Filesystem
aws/deep-learning-containers,latest,/mxnet/training/docker/1.6.0/py3/Dockerfile.cpu,make,9,Build/Execute
aws/deep-learning-containers,latest,/mxnet/training/docker/1.6.0/py3/Dockerfile.cpu,./configure,2,Build/Execute
aws/deep-learning-containers,latest,/mxnet/training/docker/1.6.0/py3/Dockerfile.cpu,echo,6,Filesystem
aws/deep-learning-containers,latest,/mxnet/training/docker/1.6.0/py3/Dockerfile.cpu,mv,2,Filesystem
