repos,repo_version,filename,option,option_count,category
keras-team/keras,latest,/.devcontainer/Dockerfile,apt-get,2,Dependencies
keras-team/keras,latest,/.devcontainer/Dockerfile,echo,2,Filesystem
keras-team/keras,latest,/.devcontainer/Dockerfile,bash,1,Build/Execute
keras-team/keras,latest,/.devcontainer/Dockerfile,install,3,Build/Execute
keras-team/keras,latest,/.devcontainer/Dockerfile,chmod,1,Permissions
keras-team/keras,latest,/.devcontainer/Dockerfile,useradd,1,Permissions
keras-team/keras,latest,/.devcontainer/Dockerfile,groupadd,1,Permissions
keras-team/keras,latest,/.devcontainer/Dockerfile,apt,4,Dependencies
keras-team/keras,latest,/.devcontainer/Dockerfile,curl,2,Dependencies
keras-team/keras,latest,/.devcontainer/Dockerfile,mv,1,Filesystem
deepfakes/faceswap,latest,/Dockerfile.cpu,apt-get,5,Dependencies
deepfakes/faceswap,latest,/Dockerfile.cpu,git,1,Dependencies
deepfakes/faceswap,latest,/Dockerfile.cpu,add-apt-repository,1,Dependencies
deepfakes/faceswap,latest,/Dockerfile.cpu,rm,2,Filesystem
deepfakes/faceswap,latest,/Dockerfile.cpu,install,4,Build/Execute
deepfakes/faceswap,latest,/Dockerfile.cpu,pip,1,Dependencies
deepfakes/faceswap,latest,/Dockerfile.cpu,pip3,2,Dependencies
deepfakes/faceswap,latest,/Dockerfile.gpu,apt-get,8,Dependencies
deepfakes/faceswap,latest,/Dockerfile.gpu,install,9,Build/Execute
deepfakes/faceswap,latest,/Dockerfile.gpu,add-apt-repository,1,Dependencies
deepfakes/faceswap,latest,/Dockerfile.gpu,curl,2,Dependencies
deepfakes/faceswap,latest,/Dockerfile.gpu,rm,3,Filesystem
deepfakes/faceswap,latest,/Dockerfile.gpu,git,1,Dependencies
deepfakes/faceswap,latest,/Dockerfile.gpu,pip,3,Dependencies
deepfakes/faceswap,latest,/Dockerfile.gpu,echo,1,Filesystem
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.cpu,apt-get,4,Dependencies
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.cpu,wget,4,Dependencies
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.cpu,git,1,Dependencies
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.cpu,add-apt-repository,1,Dependencies
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.cpu,tar,1,Filesystem
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.cpu,unzip,1,Filesystem
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.cpu,bash,2,Build/Execute
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.cpu,install,2,Build/Execute
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.cpu,conda,1,Dependencies
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.cpu,set,1,Environment
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.cpu,chmod,1,Permissions
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.gpu_build_r_centos7,yum,3,Dependencies
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.gpu_build_r_centos7,wget,5,Dependencies
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.gpu_build_r_centos7,git,1,Dependencies
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.gpu_build_r_centos7,tar,2,Filesystem
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.gpu_build_r_centos7,unzip,1,Filesystem
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.gpu_build_r_centos7,install,4,Build/Execute
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.gpu_build_r_centos7,pip,1,Dependencies
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.gpu_build_r_centos7,cd,1,Filesystem
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.gpu_build_r_centos7,make,2,Build/Execute
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.gpu_build_r_centos7,./configure,1,Build/Execute
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.gpu_build_r_centos7,bash,2,Build/Execute
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.gpu_build_r_centos7,set,1,Environment
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.gpu_build_r_centos7,chmod,1,Permissions
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.s390x,apt-get,2,Dependencies
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.s390x,pip,1,Dependencies
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.s390x,wget,2,Dependencies
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.s390x,git,1,Dependencies
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.s390x,tar,1,Filesystem
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.s390x,unzip,1,Filesystem
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.s390x,cmake,1,Build/Execute
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.s390x,install,2,Build/Execute
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.s390x,python3,2,Build/Execute
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.s390x,set,1,Environment
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.s390x,chmod,1,Permissions
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.gpu,apt-get,2,Dependencies
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.gpu,wget,3,Dependencies
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.gpu,unzip,1,Filesystem
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.gpu,bash,1,Build/Execute
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.gpu,install,1,Build/Execute
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.gpu,conda,1,Dependencies
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.gpu,set,1,Environment
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.gpu,chmod,1,Permissions
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.rmm,apt-get,4,Dependencies
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.rmm,wget,4,Dependencies
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.rmm,git,1,Dependencies
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.rmm,unzip,1,Filesystem
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.rmm,bash,2,Build/Execute
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.rmm,install,2,Build/Execute
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.rmm,export,2,Environment
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.rmm,conda,1,Dependencies
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.rmm,set,1,Environment
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.rmm,chmod,1,Permissions
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.jvm,yum,3,Dependencies
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.jvm,wget,5,Dependencies
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.jvm,git,1,Dependencies
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.jvm,tar,2,Filesystem
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.jvm,ln,1,Filesystem
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.jvm,unzip,1,Filesystem
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.jvm,make,1,Build/Execute
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.jvm,bash,2,Build/Execute
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.jvm,install,3,Build/Execute
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.jvm,pip,1,Dependencies
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.jvm,set,1,Environment
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.jvm,chmod,1,Permissions
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.gpu_build_centos7,yum,5,Dependencies
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.gpu_build_centos7,wget,5,Dependencies
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.gpu_build_centos7,git,1,Dependencies
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.gpu_build_centos7,tar,1,Filesystem
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.gpu_build_centos7,unzip,1,Filesystem
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.gpu_build_centos7,bash,2,Build/Execute
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.gpu_build_centos7,install,3,Build/Execute
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.gpu_build_centos7,rpm,1,Dependencies
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.gpu_build_centos7,rm,1,Filesystem
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.gpu_build_centos7,export,2,Environment
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.gpu_build_centos7,set,1,Environment
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.gpu_build_centos7,chmod,1,Permissions
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.gpu_build,apt-get,6,Dependencies
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.gpu_build,wget,4,Dependencies
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.gpu_build,git,1,Dependencies
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.gpu_build,add-apt-repository,1,Dependencies
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.gpu_build,tar,1,Filesystem
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.gpu_build,unzip,1,Filesystem
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.gpu_build,bash,2,Build/Execute
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.gpu_build,install,3,Build/Execute
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.gpu_build,export,2,Environment
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.gpu_build,set,1,Environment
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.gpu_build,chmod,1,Permissions
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.jvm_gpu_build,yum,5,Dependencies
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.jvm_gpu_build,wget,6,Dependencies
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.jvm_gpu_build,git,1,Dependencies
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.jvm_gpu_build,tar,2,Filesystem
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.jvm_gpu_build,ln,1,Filesystem
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.jvm_gpu_build,unzip,1,Filesystem
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.jvm_gpu_build,bash,2,Build/Execute
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.jvm_gpu_build,install,4,Build/Execute
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.jvm_gpu_build,rpm,1,Dependencies
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.jvm_gpu_build,rm,1,Filesystem
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.jvm_gpu_build,export,2,Environment
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.jvm_gpu_build,pip,1,Dependencies
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.jvm_gpu_build,set,1,Environment
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.jvm_gpu_build,chmod,1,Permissions
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.jvm_cross,apt-get,4,Dependencies
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.jvm_cross,wget,5,Dependencies
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.jvm_cross,add-apt-repository,1,Dependencies
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.jvm_cross,tar,3,Filesystem
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.jvm_cross,ln,2,Filesystem
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.jvm_cross,unzip,1,Filesystem
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.jvm_cross,bash,1,Build/Execute
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.jvm_cross,install,4,Build/Execute
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.jvm_cross,pip,1,Dependencies
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.jvm_cross,set,1,Environment
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.jvm_cross,chmod,1,Permissions
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.gpu_jvm,apt-get,4,Dependencies
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.gpu_jvm,wget,5,Dependencies
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.gpu_jvm,add-apt-repository,1,Dependencies
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.gpu_jvm,tar,3,Filesystem
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.gpu_jvm,ln,2,Filesystem
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.gpu_jvm,unzip,1,Filesystem
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.gpu_jvm,bash,1,Build/Execute
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.gpu_jvm,install,4,Build/Execute
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.gpu_jvm,pip,1,Dependencies
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.gpu_jvm,set,1,Environment
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.gpu_jvm,chmod,1,Permissions
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.auditwheel_x86_64,curl,1,Dependencies
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.auditwheel_x86_64,set,1,Environment
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.auditwheel_x86_64,chmod,1,Permissions
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.clang_tidy,apt-get,4,Dependencies
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.clang_tidy,wget,4,Dependencies
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.clang_tidy,git,1,Dependencies
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.clang_tidy,add-apt-repository,1,Dependencies
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.clang_tidy,apt-key,1,Dependencies
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.clang_tidy,tar,1,Filesystem
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.clang_tidy,unzip,1,Filesystem
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.clang_tidy,bash,1,Build/Execute
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.clang_tidy,install,3,Build/Execute
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.clang_tidy,python3,1,Build/Execute
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.clang_tidy,pip3,1,Dependencies
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.clang_tidy,set,1,Environment
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.clang_tidy,chmod,1,Permissions
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.aarch64,yum,4,Dependencies
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.aarch64,wget,3,Dependencies
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.aarch64,git,1,Dependencies
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.aarch64,tar,1,Filesystem
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.aarch64,unzip,1,Filesystem
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.aarch64,bash,1,Build/Execute
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.aarch64,install,2,Build/Execute
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.aarch64,conda,1,Dependencies
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.aarch64,set,1,Environment
dmlc/xgboost,latest,/tests/ci_build/Dockerfile.aarch64,chmod,1,Permissions
dmlc/xgboost,latest,/jvm-packages/dev/Dockerfile,yum,4,Dependencies
dmlc/xgboost,latest,/jvm-packages/dev/Dockerfile,wget,4,Dependencies
dmlc/xgboost,latest,/jvm-packages/dev/Dockerfile,git,1,Dependencies
dmlc/xgboost,latest,/jvm-packages/dev/Dockerfile,tar,2,Filesystem
dmlc/xgboost,latest,/jvm-packages/dev/Dockerfile,ln,1,Filesystem
dmlc/xgboost,latest,/jvm-packages/dev/Dockerfile,unzip,1,Filesystem
dmlc/xgboost,latest,/jvm-packages/dev/Dockerfile,bash,2,Build/Execute
dmlc/xgboost,latest,/jvm-packages/dev/Dockerfile,install,3,Build/Execute
dmlc/xgboost,latest,/jvm-packages/dev/Dockerfile,pip,1,Dependencies
ultralytics/yolov5,latest,/Dockerfile,apt,2,Dependencies
ultralytics/yolov5,latest,/Dockerfile,install,4,Build/Execute
ultralytics/yolov5,latest,/Dockerfile,pip,5,Dependencies
ultralytics/yolov5,latest,/Dockerfile,python,1,Build/Execute
ultralytics/yolov5,latest,/Dockerfile,mkdir,1,Filesystem
ultralytics/yolov5,latest,/utils/google_app_engine/Dockerfile,python3,1,Build/Execute
ultralytics/yolov5,latest,/utils/google_app_engine/Dockerfile,virtualenv,1,Environment
ultralytics/yolov5,latest,/utils/google_app_engine/Dockerfile,apt-get,2,Dependencies
ultralytics/yolov5,latest,/utils/google_app_engine/Dockerfile,install,2,Build/Execute
ultralytics/yolov5,latest,/utils/google_app_engine/Dockerfile,pip,1,Dependencies
open-mmlab/mmdetection,latest,/docker/Dockerfile,apt-get,3,Dependencies
open-mmlab/mmdetection,latest,/docker/Dockerfile,git,2,Dependencies
open-mmlab/mmdetection,latest,/docker/Dockerfile,rm,1,Filesystem
open-mmlab/mmdetection,latest,/docker/Dockerfile,install,4,Build/Execute
open-mmlab/mmdetection,latest,/docker/Dockerfile,pip,3,Dependencies
open-mmlab/mmdetection,latest,/docker/Dockerfile,conda,1,Dependencies
open-mmlab/mmdetection,latest,/docker/serve/Dockerfile,apt-get,2,Dependencies
open-mmlab/mmdetection,latest,/docker/serve/Dockerfile,git,1,Dependencies
open-mmlab/mmdetection,latest,/docker/serve/Dockerfile,rm,1,Filesystem
open-mmlab/mmdetection,latest,/docker/serve/Dockerfile,install,4,Build/Execute
open-mmlab/mmdetection,latest,/docker/serve/Dockerfile,export,1,Environment
open-mmlab/mmdetection,latest,/docker/serve/Dockerfile,pip,2,Dependencies
open-mmlab/mmdetection,latest,/docker/serve/Dockerfile,mkdir,2,Filesystem
open-mmlab/mmdetection,latest,/docker/serve/Dockerfile,useradd,1,Permissions
open-mmlab/mmdetection,latest,/docker/serve/Dockerfile,chmod,1,Permissions
open-mmlab/mmdetection,latest,/docker/serve/Dockerfile,chown,2,Permissions
cmusatyalab/openface,latest,/Dockerfile,ln,1,Filesystem
cmusatyalab/openface,latest,/Dockerfile,apt-get,3,Dependencies
cmusatyalab/openface,latest,/Dockerfile,curl,1,Dependencies
cmusatyalab/openface,latest,/Dockerfile,wget,1,Dependencies
cmusatyalab/openface,latest,/Dockerfile,git,1,Dependencies
cmusatyalab/openface,latest,/Dockerfile,rm,1,Filesystem
cmusatyalab/openface,latest,/Dockerfile,install,6,Build/Execute
cmusatyalab/openface,latest,/Dockerfile,pip,2,Dependencies
cmusatyalab/openface,latest,/Dockerfile,python,1,Build/Execute
cmusatyalab/openface,latest,/Dockerfile,cd,1,Filesystem
cmusatyalab/openface,latest,/Dockerfile,/bin/bash,1,Build/Execute
cmusatyalab/openface,latest,/opencv-dlib-torch.Dockerfile,apt-get,3,Dependencies
cmusatyalab/openface,latest,/opencv-dlib-torch.Dockerfile,curl,4,Dependencies
cmusatyalab/openface,latest,/opencv-dlib-torch.Dockerfile,git,2,Dependencies
cmusatyalab/openface,latest,/opencv-dlib-torch.Dockerfile,rm,3,Filesystem
cmusatyalab/openface,latest,/opencv-dlib-torch.Dockerfile,cmake,4,Build/Execute
cmusatyalab/openface,latest,/opencv-dlib-torch.Dockerfile,install,9,Build/Execute
cmusatyalab/openface,latest,/opencv-dlib-torch.Dockerfile,bash,1,Build/Execute
cmusatyalab/openface,latest,/opencv-dlib-torch.Dockerfile,cd,10,Filesystem
cmusatyalab/openface,latest,/opencv-dlib-torch.Dockerfile,mkdir,4,Filesystem
cmusatyalab/openface,latest,/opencv-dlib-torch.Dockerfile,unzip,1,Filesystem
cmusatyalab/openface,latest,/opencv-dlib-torch.Dockerfile,make,2,Build/Execute
cmusatyalab/openface,latest,/opencv-dlib-torch.Dockerfile,tar,1,Filesystem
cmusatyalab/openface,latest,/opencv-dlib-torch.Dockerfile,cp,1,Filesystem
microsoft/LightGBM,latest,/docker/dockerfile-python,apt-get,4,Dependencies
microsoft/LightGBM,latest,/docker/dockerfile-python,curl,2,Dependencies
microsoft/LightGBM,latest,/docker/dockerfile-python,git,2,Dependencies
microsoft/LightGBM,latest,/docker/dockerfile-python,conda,3,Dependencies
microsoft/LightGBM,latest,/docker/dockerfile-python,rm,1,Filesystem
microsoft/LightGBM,latest,/docker/dockerfile-python,cd,1,Filesystem
microsoft/LightGBM,latest,/docker/dockerfile-python,/bin/bash,1,Build/Execute
microsoft/LightGBM,latest,/docker/dockerfile-python,python,1,Build/Execute
microsoft/LightGBM,latest,/docker/dockerfile-python,cmake,1,Build/Execute
microsoft/LightGBM,latest,/docker/dockerfile-python,install,3,Build/Execute
microsoft/LightGBM,latest,/docker/dockerfile-python,export,1,Environment
microsoft/LightGBM,latest,/docker/dockerfile-r,apt-get,2,Dependencies
microsoft/LightGBM,latest,/docker/dockerfile-r,git,1,Dependencies
microsoft/LightGBM,latest,/docker/dockerfile-r,cd,1,Filesystem
microsoft/LightGBM,latest,/docker/dockerfile-r,cmake,1,Build/Execute
microsoft/LightGBM,latest,/docker/dockerfile-r,install,1,Build/Execute
microsoft/LightGBM,latest,/docker/dockerfile-cli,apt-get,2,Dependencies
microsoft/LightGBM,latest,/docker/dockerfile-cli,git,2,Dependencies
microsoft/LightGBM,latest,/docker/dockerfile-cli,rm,2,Filesystem
microsoft/LightGBM,latest,/docker/dockerfile-cli,cmake,2,Build/Execute
microsoft/LightGBM,latest,/docker/dockerfile-cli,install,2,Build/Execute
microsoft/LightGBM,latest,/docker/dockerfile-cli,mkdir,1,Filesystem
microsoft/LightGBM,latest,/docker/dockerfile-cli,cd,2,Filesystem
microsoft/LightGBM,latest,/docker/dockerfile-cli,make,2,Build/Execute
microsoft/LightGBM,latest,/docker/gpu/dockerfile.gpu,chmod,1,Permissions
microsoft/LightGBM,latest,/docker/gpu/dockerfile.gpu,apt-get,4,Dependencies
microsoft/LightGBM,latest,/docker/gpu/dockerfile.gpu,curl,2,Dependencies
microsoft/LightGBM,latest,/docker/gpu/dockerfile.gpu,git,2,Dependencies
microsoft/LightGBM,latest,/docker/gpu/dockerfile.gpu,cmake,2,Build/Execute
microsoft/LightGBM,latest,/docker/gpu/dockerfile.gpu,install,2,Build/Execute
microsoft/LightGBM,latest,/docker/gpu/dockerfile.gpu,echo,3,Filesystem
microsoft/LightGBM,latest,/docker/gpu/dockerfile.gpu,mkdir,4,Filesystem
microsoft/LightGBM,latest,/docker/gpu/dockerfile.gpu,rm,2,Filesystem
microsoft/LightGBM,latest,/docker/gpu/dockerfile.gpu,/bin/bash,3,Build/Execute
microsoft/LightGBM,latest,/docker/gpu/dockerfile.gpu,conda,3,Dependencies
microsoft/LightGBM,latest,/docker/gpu/dockerfile.gpu,cd,5,Filesystem
microsoft/LightGBM,latest,/docker/gpu/dockerfile.gpu,make,1,Build/Execute
microsoft/LightGBM,latest,/docker/gpu/dockerfile.gpu,python,1,Build/Execute
microsoft/LightGBM,latest,/docker/gpu/dockerfile.gpu,source,2,Environment
microsoft/LightGBM,latest,/docker/gpu/dockerfile-cli-only.gpu,apt-get,4,Dependencies
microsoft/LightGBM,latest,/docker/gpu/dockerfile-cli-only.gpu,git,2,Dependencies
microsoft/LightGBM,latest,/docker/gpu/dockerfile-cli-only.gpu,rm,2,Filesystem
microsoft/LightGBM,latest,/docker/gpu/dockerfile-cli-only.gpu,cmake,2,Build/Execute
microsoft/LightGBM,latest,/docker/gpu/dockerfile-cli-only.gpu,install,2,Build/Execute
microsoft/LightGBM,latest,/docker/gpu/dockerfile-cli-only.gpu,mkdir,1,Filesystem
microsoft/LightGBM,latest,/docker/gpu/dockerfile-cli-only.gpu,cd,2,Filesystem
microsoft/LightGBM,latest,/docker/gpu/dockerfile-cli-only.gpu,make,1,Build/Execute
microsoft/LightGBM,latest,/docker/gpu/dockerfile-cli-only-distroless.gpu,apt-get,2,Dependencies
microsoft/LightGBM,latest,/docker/gpu/dockerfile-cli-only-distroless.gpu,git,2,Dependencies
microsoft/LightGBM,latest,/docker/gpu/dockerfile-cli-only-distroless.gpu,rm,1,Filesystem
microsoft/LightGBM,latest,/docker/gpu/dockerfile-cli-only-distroless.gpu,cmake,2,Build/Execute
microsoft/LightGBM,latest,/docker/gpu/dockerfile-cli-only-distroless.gpu,install,1,Build/Execute
microsoft/LightGBM,latest,/docker/gpu/dockerfile-cli-only-distroless.gpu,mkdir,1,Filesystem
microsoft/LightGBM,latest,/docker/gpu/dockerfile-cli-only-distroless.gpu,cd,2,Filesystem
microsoft/LightGBM,latest,/docker/gpu/dockerfile-cli-only-distroless.gpu,make,1,Build/Execute
ultralytics/yolov3,latest,/Dockerfile,apt,2,Dependencies
ultralytics/yolov3,latest,/Dockerfile,install,4,Build/Execute
ultralytics/yolov3,latest,/Dockerfile,pip,5,Dependencies
ultralytics/yolov3,latest,/Dockerfile,python,1,Build/Execute
ultralytics/yolov3,latest,/Dockerfile,mkdir,1,Filesystem
nagadomi/waifu2x,latest,/Dockerfile,apt-get,2,Dependencies
nagadomi/waifu2x,latest,/Dockerfile,git,1,Dependencies
nagadomi/waifu2x,latest,/Dockerfile,rm,1,Filesystem
nagadomi/waifu2x,latest,/Dockerfile,install,7,Build/Execute
allenai/allennlp,latest,/Dockerfile.test,apt-get,3,Dependencies
allenai/allennlp,latest,/Dockerfile.test,rm,1,Filesystem
allenai/allennlp,latest,/Dockerfile.test,install,3,Build/Execute
allenai/allennlp,latest,/Dockerfile.test,pip,2,Dependencies
allenai/allennlp,latest,/Dockerfile.test,touch,2,Filesystem
allenai/allennlp,latest,/Dockerfile,apt-get,3,Dependencies
allenai/allennlp,latest,/Dockerfile,rm,1,Filesystem
allenai/allennlp,latest,/Dockerfile,install,3,Build/Execute
allenai/allennlp,latest,/Dockerfile,pip,2,Dependencies
allenai/allennlp,latest,/Dockerfile,touch,2,Filesystem
allenai/allennlp,latest,/Dockerfile,make,1,Build/Execute
hanxiao/bert-as-service,latest,/docker/Dockerfile,pip,1,Dependencies
hanxiao/bert-as-service,latest,/docker/Dockerfile,install,1,Build/Execute
hanxiao/bert-as-service,latest,/docker/Dockerfile,mkdir,1,Filesystem
hanxiao/bert-as-service,latest,/docker/Dockerfile,curl,1,Dependencies
kubeflow/kubeflow,latest,/testing/Dockerfile,chmod,1,Permissions
kubeflow/kubeflow,latest,/components/crud-web-apps/volumes/Dockerfile,python3,1,Build/Execute
kubeflow/kubeflow,latest,/components/crud-web-apps/volumes/Dockerfile,npm,5,Dependencies
kubeflow/kubeflow,latest,/components/crud-web-apps/volumes/Dockerfile,install,3,Build/Execute
kubeflow/kubeflow,latest,/components/crud-web-apps/volumes/Dockerfile,pip3,2,Dependencies
kubeflow/kubeflow,latest,/components/crud-web-apps/jupyter/Dockerfile,python3,1,Build/Execute
kubeflow/kubeflow,latest,/components/crud-web-apps/jupyter/Dockerfile,npm,5,Dependencies
kubeflow/kubeflow,latest,/components/crud-web-apps/jupyter/Dockerfile,pip3,2,Dependencies
kubeflow/kubeflow,latest,/components/crud-web-apps/jupyter/Dockerfile,install,2,Build/Execute
