repos,topic,total_dockerfiles,matching_image,all_images,dockerfiles,notags,base_images,purpose,docker_compose,compose_versions,compose_services,compose_networks,compose_volume,compose_env,other_dockerfiles,What,When,MLcomponent,Why,Maincomponent,Note
erdos-project/erdos,tool,1,{},{},{'/Dockerfile'},0,{'/Dockerfile': ['ubuntu:18.04']},"{'/Dockerfile': {'Dependencies': 8, 'Build/Execute': 8, 'Filesystem': 5, 'Permissions': 4}}",0,{},{},{},{},{},0,,,,,,
kakaobrain/pororo,model,1,{},{},{'/Dockerfile'},0,{'/Dockerfile': ['pytorch/pytorch:1.6.0-cuda10.1-cudnn7-devel']},"{'/Dockerfile': {'Dependencies': 14, 'Build/Execute': 11}}",0,{},{},{},{},{},0,,,,,,
richzhang/PerceptualSimilarity,application,1,{},{},{'/Dockerfile'},0,{'/Dockerfile': ['nvidia/cuda:9.0-base-ubuntu16.04']},"{'/Dockerfile': {'Dependencies': 15, 'Build/Execute': 9, 'Filesystem': 3}}",0,{},{},{},{},{},0,,,,,,
generalized-intelligence/GAAS,application/autopilot,2,{},{},"{'/deprecated/algorithms/sfm/OpenSfM/Dockerfile.python3', '/deprecated/algorithms/sfm/OpenSfM/Dockerfile'}",0,"{'/deprecated/algorithms/sfm/OpenSfM/Dockerfile.python3': ['paulinus/opensfm-docker-base:python3'], '/deprecated/algorithms/sfm/OpenSfM/Dockerfile': ['paulinus/opensfm-docker-base']}","{'/deprecated/algorithms/sfm/OpenSfM/Dockerfile.python3': {'Build/Execute': 2, 'Dependencies': 1}, '/deprecated/algorithms/sfm/OpenSfM/Dockerfile': {'Build/Execute': 2, 'Dependencies': 1}}",0,{},{},{},{},{},1,,,,,,
naurril/SUSTechPOINTS,application/autopilot,1,{},{},{'/Docker/Dockerfile'},0,{'/Docker/Dockerfile': ['ubuntu:20.04']},"{'/Docker/Dockerfile': {'Dependencies': 9, 'Build/Execute': 4, 'Filesystem': 1}}",0,{},{},{},{},{},0,,,,,,
faustomorales/keras-ocr,model,1,{},{},{'/Dockerfile'},0,{'/Dockerfile': ['python:3.7']},"{'/Dockerfile': {'Dependencies': 3, 'Filesystem': 2, 'Build/Execute': 2}}",0,{},{},{},{},{},1,,,,,,
automl/Auto-PyTorch,AutoML,1,{},{},{'/Dockerfile'},0,{'/Dockerfile': ['ubuntu:20.04']},"{'/Dockerfile': {'Dependencies': 12, 'Build/Execute': 10, 'Environment': 4, 'Filesystem': 3}}",0,{},{},{},{},{},0,,,,,,
