Topic,Repos,ProjectID,FileType,Sharedfiles,Memory
Documentation,yandexdataschool/Practical_RL,P1,.xml,0.9066666666666666,0.0
Documentation,prabhuomkar/pytorch-cpp,P2,.Debian.1,4.526666666666666,0.11956666666666667
Documentation,JdeRobot/RoboticsAcademy,P3,.cmake,2.4333333333333336,0.3270166666666667
