Topic,Repos,ProjectID,FileType,Sharedfiles,Memory
AutoML,microsoft/nni,P1,.pl,2.7533333333333334,0.09373333333333332
AutoML,keras-team/autokeras,P0,.html,1.285,0.07493333333333332
AutoML,autogoal/autogoal,P4,.Debian.1,1.5533333333333335,0.15853333333333333
